trace,l1_fraction,l2_multiplier,policy,seed,window,selector,arrival_rejection,decisions,mean_regret_tokens,median_regret_tokens,p90_regret_tokens,max_regret_tokens,zero_regret_rate,regret_ge_512_rate,constant_q_decisions,mean_q_range_tokens,mean_spearman
conversation_trace,0.02,4,pi0,4,600,lfu,False,8,50015.125,44462.5,87830.59999999999,126899,0.125,0.875,0,135170.875,0.15352812520371723
conversation_trace,0.02,4,pi0,4,600,lru,False,8,49410.75,48001.5,89324.19999999998,126371,0.0,1.0,0,135170.875,-0.17381461817920446
conversation_trace,0.02,4,pi0,4,600,next_use,False,8,60172.375,57709.0,128465.0,133351,0.0,1.0,0,135170.875,-0.14629940890365517
conversation_trace,0.02,4,pi0,4,end,count,False,8,110484.5,68596.5,209633.69999999998,276154,0.0,1.0,0,209218.5,-0.04916236854884368
conversation_trace,0.02,4,pi0,4,end,learned,False,8,57460.375,45695.5,88641.7,113505,0.0,1.0,0,209218.5,0.06054394007420458
conversation_trace,0.02,4,pi0,4,end,lfu,False,8,75951.75,75515.5,126471.59999999999,156727,0.125,0.875,0,209218.5,0.128354004836201
conversation_trace,0.02,4,pi0,4,end,lru,False,8,83170.5,61576.0,160694.8,181125,0.0,1.0,0,209218.5,-0.10928105074936255
conversation_trace,0.02,4,pi0,4,end,next_use,False,8,110484.5,68596.5,209633.69999999998,276154,0.0,1.0,0,209218.5,-0.03902048857355462
conversation_trace,0.02,4,pi3,0,600,count,False,8,56398.75,49926.0,85133.3,89047,0.0,1.0,0,137414.25,0.17028176221848476
conversation_trace,0.02,4,pi3,0,600,learned,False,8,73786.625,104455.5,133796.7,141265,0.375,0.625,0,137414.25,-0.07021734748175547
conversation_trace,0.02,4,pi3,0,600,lfu,False,8,64004.625,76976.0,104136.6,109521,0.25,0.75,0,137414.25,0.08397926442696924
conversation_trace,0.02,4,pi3,0,600,lru,False,8,56398.75,49926.0,85133.3,89047,0.0,1.0,0,137414.25,-0.15504821823972784
conversation_trace,0.02,4,pi3,0,600,next_use,False,8,56398.75,49926.0,85133.3,89047,0.0,1.0,0,137414.25,0.15018566193276026
conversation_trace,0.02,4,pi3,0,end,count,False,8,99905.875,85653.0,175099.8,177554,0.0,1.0,0,186217.125,0.1230614050734542
conversation_trace,0.02,4,pi3,0,end,learned,False,8,138508.75,133528.5,158505.3,172408,0.0,1.0,0,186217.125,-0.19406585215726688
conversation_trace,0.02,4,pi3,0,end,lfu,False,8,127190.375,123877.0,180756.59999999998,280949,0.0,1.0,0,186217.125,-0.003972990867156648
conversation_trace,0.02,4,pi3,0,end,lru,False,8,99905.875,85653.0,175099.8,177554,0.0,1.0,0,186217.125,-0.19163588999492387
conversation_trace,0.02,4,pi3,0,end,next_use,False,8,99905.875,85653.0,175099.8,177554,0.0,1.0,0,186217.125,0.10210285038066721
conversation_trace,0.02,4,pi3,1,600,count,False,8,39442.75,31241.0,80323.2,82944,0.0,1.0,0,102809.5,0.07486304485079154
conversation_trace,0.02,4,pi3,1,600,learned,False,8,11090.875,0.0,36644.299999999996,49273,0.625,0.375,0,102809.5,0.21541259673449845
conversation_trace,0.02,4,pi3,1,600,lfu,False,8,33941.5,22506.0,74438.29999999999,109698,0.25,0.75,0,102809.5,0.1728919871052104
conversation_trace,0.02,4,pi3,1,600,lru,False,8,40392.375,35039.5,80323.2,82944,0.0,1.0,0,102809.5,-0.021365163307089374
conversation_trace,0.02,4,pi3,1,600,next_use,False,8,39442.75,31241.0,80323.2,82944,0.0,1.0,0,102809.5,0.0814824425364229
conversation_trace,0.02,4,pi3,1,end,count,False,8,61014.375,70223.0,85557.5,93072,0.125,0.875,0,137789.375,0.10776711105817716
conversation_trace,0.02,4,pi3,1,end,learned,False,8,10258.625,3304.5,28775.399999999994,44636,0.5,0.5,0,137789.375,0.17401960784313728
conversation_trace,0.02,4,pi3,1,end,lfu,False,8,45178.625,33307.0,104665.9,124289,0.125,0.875,0,137789.375,0.24266338918006378
conversation_trace,0.02,4,pi3,1,end,lru,False,8,57398.875,60716.5,85557.5,93072,0.125,0.875,0,137789.375,-0.0973182987135877
conversation_trace,0.02,4,pi3,1,end,next_use,False,8,61014.375,70223.0,85557.5,93072,0.125,0.875,0,137789.375,0.11753083496046059
conversation_trace,0.02,4,pi3,2,600,count,False,8,45344.125,50205.5,64622.399999999994,83885,0.0,1.0,0,111641.75,0.14162323139721972
conversation_trace,0.02,4,pi3,2,600,learned,False,8,30922.5,34653.0,56693.7,57456,0.125,0.875,0,111641.75,0.1302348273741017
conversation_trace,0.02,4,pi3,2,600,lfu,False,8,50642.125,43943.0,73191.4,89171,0.0,1.0,0,111641.75,-0.002941728860605064
conversation_trace,0.02,4,pi3,2,600,lru,False,8,64502.75,55764.5,90931.2,98816,0.0,1.0,0,111641.75,0.09646748004631617
conversation_trace,0.02,4,pi3,2,600,next_use,False,8,45344.125,50205.5,64622.399999999994,83885,0.0,1.0,0,111641.75,0.15996439877361102
conversation_trace,0.02,4,pi3,2,end,count,False,8,53255.875,49191.0,82397.59999999999,95391,0.0,1.0,0,127470.25,0.19600581024558345
conversation_trace,0.02,4,pi3,2,end,learned,False,8,60569.25,55822.5,79230.09999999999,95391,0.0,1.0,0,127470.25,0.06067736048874599
conversation_trace,0.02,4,pi3,2,end,lfu,False,8,63556.875,61993.5,94445.7,102362,0.0,1.0,0,127470.25,-0.009179754135912441
conversation_trace,0.02,4,pi3,2,end,lru,False,8,68638.5,64741.5,101946.3,117242,0.0,1.0,0,127470.25,0.07740466554053774
conversation_trace,0.02,4,pi3,2,end,next_use,False,8,53255.875,49191.0,82397.59999999999,95391,0.0,1.0,0,127470.25,0.21106987927062876
conversation_trace,0.02,4,pi3,3,600,count,False,8,43172.5,34151.5,71388.2,73414,0.0,1.0,0,98673.125,0.2230928332497067
conversation_trace,0.02,4,pi3,3,600,learned,False,8,19992.875,23888.0,31143.199999999997,35535,0.125,0.875,0,98673.125,0.3123579938348925
conversation_trace,0.02,4,pi3,3,600,lfu,False,8,37292.875,28435.5,75604.9,89369,0.125,0.875,0,98673.125,0.24543523282492394
conversation_trace,0.02,4,pi3,3,600,lru,False,8,45599.0,36580.0,71388.2,73414,0.0,1.0,0,98673.125,0.11211182487928949
conversation_trace,0.02,4,pi3,3,600,next_use,False,8,43172.5,34151.5,71388.2,73414,0.0,1.0,0,98673.125,0.20478587396422884
conversation_trace,0.02,4,pi3,3,end,count,False,8,50909.375,46808.0,82392.29999999999,116413,0.125,0.875,0,135573.0,0.1354110827485646
conversation_trace,0.02,4,pi3,3,end,learned,False,8,19154.5,17670.5,31442.5,32888,0.125,0.875,0,135573.0,0.33076082798488987
conversation_trace,0.02,4,pi3,3,end,lfu,False,8,40305.75,31098.5,77402.29999999999,107307,0.125,0.875,0,135573.0,0.24156459507074746
conversation_trace,0.02,4,pi3,3,end,lru,False,8,63964.25,62824.0,108031.2,116413,0.0,1.0,0,135573.0,0.14387580599822467
conversation_trace,0.02,4,pi3,3,end,next_use,False,8,50909.375,46808.0,82392.29999999999,116413,0.125,0.875,0,135573.0,0.10712467417235248
conversation_trace,0.02,4,pi3,4,600,count,False,8,55867.5,63106.5,89980.9,99216,0.0,1.0,0,105408.5,0.047066002447998086
conversation_trace,0.02,4,pi3,4,600,learned,False,8,78121.125,72597.0,114186.4,129844,0.0,1.0,0,105408.5,-0.037645012581081265
conversation_trace,0.02,4,pi3,4,600,lfu,False,8,64938.0,56835.5,100602.9,129844,0.0,1.0,0,105408.5,0.08168467595954142
conversation_trace,0.02,4,pi3,4,600,lru,False,8,61309.125,71320.5,89980.9,99216,0.0,1.0,0,105408.5,-0.13592987595930847
conversation_trace,0.02,4,pi3,4,600,next_use,False,8,55867.5,63106.5,89980.9,99216,0.0,1.0,0,105408.5,0.0406500747627998
conversation_trace,0.02,4,pi3,4,end,count,False,8,85505.0,50044.0,157400.0,208969,0.0,1.0,0,163508.625,0.11796567562592719
conversation_trace,0.02,4,pi3,4,end,learned,False,8,144221.125,149491.5,159879.8,162845,0.0,1.0,0,163508.625,-0.019362745098039213
conversation_trace,0.02,4,pi3,4,end,lfu,False,8,124437.375,141836.5,153203.6,158609,0.0,1.0,0,163508.625,0.0976827549694847
conversation_trace,0.02,4,pi3,4,end,lru,False,8,87791.5,61560.5,157400.0,208969,0.0,1.0,0,163508.625,-0.1737428825307295
conversation_trace,0.02,4,pi3,4,end,next_use,False,8,85505.0,50044.0,157400.0,208969,0.0,1.0,0,163508.625,0.10416899868111139
toolagent_trace,0.0025,1,pi0,0,600,count,False,1,31959.0,31959,31959.0,31959,0.0,1.0,0,37507.0,-0.46370594961828754
toolagent_trace,0.0025,1,pi0,0,600,count,True,7,21046.428571428572,19837,38195.200000000004,50176,0.14285714285714285,0.8571428571428571,0,49551.857142857145,0.3091102510224818
toolagent_trace,0.0025,1,pi0,0,600,learned,False,1,27136.0,27136,27136.0,27136,0.0,1.0,0,37507.0,0.11200103916239122
toolagent_trace,0.0025,1,pi0,0,600,learned,True,7,10218.0,7680,21220.600000000002,24064,0.14285714285714285,0.8571428571428571,0,49551.857142857145,0.1878704843313066
toolagent_trace,0.0025,1,pi0,0,600,lfu,False,1,27136.0,27136,27136.0,27136,0.0,1.0,0,37507.0,-0.061338478334930335
toolagent_trace,0.0025,1,pi0,0,600,lfu,True,7,10218.0,7680,21220.600000000002,24064,0.14285714285714285,0.8571428571428571,0,49551.857142857145,0.049048598291360566
toolagent_trace,0.0025,1,pi0,0,600,lru,False,1,31959.0,31959,31959.0,31959,0.0,1.0,0,37507.0,-0.5671836411078749
toolagent_trace,0.0025,1,pi0,0,600,lru,True,7,19306.428571428572,19837,38195.200000000004,50176,0.14285714285714285,0.8571428571428571,0,49551.857142857145,-0.050055618335901414
toolagent_trace,0.0025,1,pi0,0,600,next_use,False,1,31959.0,31959,31959.0,31959,0.0,1.0,0,37507.0,-0.47539470476466184
toolagent_trace,0.0025,1,pi0,0,600,next_use,True,7,21046.428571428572,19837,38195.200000000004,50176,0.14285714285714285,0.8571428571428571,0,49551.857142857145,0.28266144966631435
toolagent_trace,0.0025,1,pi0,0,end,count,False,1,32983.0,32983,32983.0,32983,0.0,1.0,0,32983.0,-0.5520308924027232
toolagent_trace,0.0025,1,pi0,0,end,count,True,7,33053.857142857145,34412,58751.40000000001,71811,0.0,1.0,0,62319.42857142857,0.10030573268760519
toolagent_trace,0.0025,1,pi0,0,end,learned,False,1,29184.0,29184,29184.0,29184,0.0,1.0,0,32983.0,0.23261754287573563
toolagent_trace,0.0025,1,pi0,0,end,learned,True,7,29636.571428571428,32125,38321.4,39936,0.0,1.0,0,62319.42857142857,-0.051535928709900494
toolagent_trace,0.0025,1,pi0,0,end,lfu,False,1,29184.0,29184,29184.0,29184,0.0,1.0,0,32983.0,0.09727415251095013
toolagent_trace,0.0025,1,pi0,0,end,lfu,True,7,29636.571428571428,32125,38321.4,39936,0.0,1.0,0,62319.42857142857,-0.10715376175110485
toolagent_trace,0.0025,1,pi0,0,end,lru,False,1,32983.0,32983,32983.0,32983,0.0,1.0,0,32983.0,-0.512694383010175
toolagent_trace,0.0025,1,pi0,0,end,lru,True,7,32684.85714285714,34412,58751.40000000001,71811,0.14285714285714285,0.8571428571428571,0,62319.42857142857,-0.03986942599812008
toolagent_trace,0.0025,1,pi0,0,end,next_use,False,1,32983.0,32983,32983.0,32983,0.0,1.0,0,32983.0,-0.5553161333917643
toolagent_trace,0.0025,1,pi0,0,end,next_use,True,7,33053.857142857145,34412,58751.40000000001,71811,0.0,1.0,0,62319.42857142857,0.006774125420876531
toolagent_trace,0.0025,1,pi0,1,600,count,False,2,32161.5,32161.5,44201.9,47212,0.0,1.0,0,59136.0,-0.19585951533714102
toolagent_trace,0.0025,1,pi0,1,600,count,True,6,14546.5,19777.5,23862.0,25708,0.3333333333333333,0.6666666666666666,0,51456.0,0.18777737431887967
toolagent_trace,0.0025,1,pi0,1,600,learned,False,2,25975.5,25975.5,42145.5,46188,0.0,1.0,0,59136.0,0.18977494494170816
toolagent_trace,0.0025,1,pi0,1,600,learned,True,6,23528.333333333332,22838.0,28481.5,32768,0.0,1.0,0,51456.0,-0.03547538736371318
toolagent_trace,0.0025,1,pi0,1,600,lfu,False,2,27190.0,27190.0,42388.4,46188,0.0,1.0,0,59136.0,0.16381253909904403
toolagent_trace,0.0025,1,pi0,1,600,lfu,True,6,19944.333333333332,22070.0,28160.0,32768,0.0,1.0,0,51456.0,0.06278804480085123
toolagent_trace,0.0025,1,pi0,1,600,lru,False,2,32161.5,32161.5,44201.9,47212,0.0,1.0,0,59136.0,-0.08232431336630887
toolagent_trace,0.0025,1,pi0,1,600,lru,True,6,19495.833333333332,21825.5,27702.0,29696,0.16666666666666666,0.8333333333333334,0,51456.0,0.15661161550113803
toolagent_trace,0.0025,1,pi0,1,600,next_use,False,2,32161.5,32161.5,44201.9,47212,0.0,1.0,0,59136.0,-0.09025291742283134
toolagent_trace,0.0025,1,pi0,1,600,next_use,True,6,14546.5,19777.5,23862.0,25708,0.3333333333333333,0.6666666666666666,0,51456.0,0.272764616378869
toolagent_trace,0.0025,1,pi0,1,end,count,False,2,26273.5,26273.5,36061.100000000006,38508,0.0,1.0,0,69174.0,-0.12343114277195136
toolagent_trace,0.0025,1,pi0,1,end,count,True,6,17584.666666666668,19331.0,33423.0,33542,0.3333333333333333,0.6666666666666666,0,60918.0,-0.005507169545770893
toolagent_trace,0.0025,1,pi0,1,end,learned,False,2,23225.0,23225.0,37194.600000000006,40687,0.0,1.0,0,69174.0,0.28835933192441365
toolagent_trace,0.0025,1,pi0,1,end,learned,True,6,18596.666666666668,16741.0,28100.5,33542,0.0,1.0,0,60918.0,-0.00559841439037444
toolagent_trace,0.0025,1,pi0,1,end,lfu,False,2,24183.5,24183.5,37386.3,40687,0.0,1.0,0,69174.0,0.18247885163712796
toolagent_trace,0.0025,1,pi0,1,end,lfu,True,6,16634.0,16015.0,28100.5,33542,0.0,1.0,0,60918.0,-0.032297576871356336
toolagent_trace,0.0025,1,pi0,1,end,lru,False,2,26273.5,26273.5,36061.100000000006,38508,0.0,1.0,0,69174.0,-0.04582055615356579
toolagent_trace,0.0025,1,pi0,1,end,lru,True,6,20827.333333333332,19521.5,33423.0,33542,0.16666666666666666,0.8333333333333334,0,60918.0,0.08501946259645539
toolagent_trace,0.0025,1,pi0,1,end,next_use,False,2,26273.5,26273.5,36061.100000000006,38508,0.0,1.0,0,69174.0,-0.010990204164283118
toolagent_trace,0.0025,1,pi0,1,end,next_use,True,6,17584.666666666668,19331.0,33423.0,33542,0.3333333333333333,0.6666666666666666,0,60918.0,0.10802444991732849
toolagent_trace,0.0025,1,pi0,2,600,count,False,1,0.0,0,0.0,0,1.0,0.0,0,45187.0,0.6174985585947292
toolagent_trace,0.0025,1,pi0,2,600,count,True,7,23552.0,34816,37618.4,38912,0.14285714285714285,0.8571428571428571,0,53590.142857142855,0.28971748488554927
toolagent_trace,0.0025,1,pi0,2,600,learned,False,1,15872.0,15872,15872.0,15872,0.0,1.0,0,45187.0,-0.3413484399276179
toolagent_trace,0.0025,1,pi0,2,600,learned,True,7,20383.285714285714,14336,37279.20000000001,50796,0.14285714285714285,0.8571428571428571,0,53590.142857142855,0.12661042743047565
toolagent_trace,0.0025,1,pi0,2,600,lfu,False,1,25600.0,25600,25600.0,25600,0.0,1.0,0,45187.0,-0.08798017348203223
toolagent_trace,0.0025,1,pi0,2,600,lfu,True,7,20383.285714285714,14336,37279.20000000001,50796,0.14285714285714285,0.8571428571428571,0,53590.142857142855,0.1931093385899815
toolagent_trace,0.0025,1,pi0,2,600,lru,False,1,0.0,0,0.0,0,1.0,0.0,0,45187.0,0.3542104962554453
toolagent_trace,0.0025,1,pi0,2,600,lru,True,7,29665.14285714286,27540,60518.40000000001,69120,0.14285714285714285,0.8571428571428571,0,53590.142857142855,-0.06211411818096933
toolagent_trace,0.0025,1,pi0,2,600,next_use,False,1,0.0,0,0.0,0,1.0,0.0,0,45187.0,0.6486645271778683
toolagent_trace,0.0025,1,pi0,2,600,next_use,True,7,23552.0,34816,37618.4,38912,0.14285714285714285,0.8571428571428571,0,53590.142857142855,0.3103811012829057
toolagent_trace,0.0025,1,pi0,2,end,count,False,1,0.0,0,0.0,0,1.0,0.0,0,45187.0,0.719097412428869
toolagent_trace,0.0025,1,pi0,2,end,count,True,7,29149.85714285714,33280,48318.00000000001,58749,0.14285714285714285,0.8571428571428571,0,59592.71428571428,0.2523028028496221
toolagent_trace,0.0025,1,pi0,2,end,learned,False,1,9728.0,9728,9728.0,9728,0.0,1.0,0,45187.0,-0.25123457540949284
toolagent_trace,0.0025,1,pi0,2,end,learned,True,7,22361.428571428572,18432,41676.80000000002,65024,0.14285714285714285,0.8571428571428571,0,59592.71428571428,0.25342432453119423
toolagent_trace,0.0025,1,pi0,2,end,lfu,False,1,24576.0,24576,24576.0,24576,0.0,1.0,0,45187.0,-0.047058832550649785
toolagent_trace,0.0025,1,pi0,2,end,lfu,True,7,22361.428571428572,18432,41676.80000000002,65024,0.14285714285714285,0.8571428571428571,0,59592.71428571428,0.17214363586473805
toolagent_trace,0.0025,1,pi0,2,end,lru,False,1,0.0,0,0.0,0,1.0,0.0,0,45187.0,0.39276766417540626
toolagent_trace,0.0025,1,pi0,2,end,lru,True,7,38792.57142857143,25361,82569.80000000002,98708,0.14285714285714285,0.8571428571428571,0,59592.71428571428,0.018763761340503757
toolagent_trace,0.0025,1,pi0,2,end,next_use,False,1,0.0,0,0.0,0,1.0,0.0,0,45187.0,0.7069639820474976
toolagent_trace,0.0025,1,pi0,2,end,next_use,True,7,29149.85714285714,33280,48318.00000000001,58749,0.14285714285714285,0.8571428571428571,0,59592.71428571428,0.27720426105580137
toolagent_trace,0.0025,1,pi0,3,600,count,False,1,5120.0,5120,5120.0,5120,0.0,1.0,0,54784.0,0.602982145726621
toolagent_trace,0.0025,1,pi0,3,600,count,True,7,30920.714285714286,27136,51507.200000000004,63488,0.0,1.0,0,56886.42857142857,0.07815509640234507
toolagent_trace,0.0025,1,pi0,3,600,learned,False,1,17408.0,17408,17408.0,17408,0.0,1.0,0,54784.0,-0.535817169396972
toolagent_trace,0.0025,1,pi0,3,600,learned,True,7,48932.57142857143,52736,64000.0,65536,0.0,1.0,0,56886.42857142857,-0.09392960360198978
toolagent_trace,0.0025,1,pi0,3,600,lfu,False,1,33280.0,33280,33280.0,33280,0.0,1.0,0,54784.0,-0.27531427133052006
toolagent_trace,0.0025,1,pi0,3,600,lfu,True,7,43520.0,52736,64000.0,65536,0.14285714285714285,0.8571428571428571,0,56886.42857142857,0.02632178274886401
toolagent_trace,0.0025,1,pi0,3,600,lru,False,1,5120.0,5120,5120.0,5120,0.0,1.0,0,54784.0,0.42205133937689815
toolagent_trace,0.0025,1,pi0,3,600,lru,True,7,20973.285714285714,17408,43339.00000000001,56320,0.14285714285714285,0.8571428571428571,0,56886.42857142857,0.08169304456962537
toolagent_trace,0.0025,1,pi0,3,600,next_use,False,1,5120.0,5120,5120.0,5120,0.0,1.0,0,54784.0,0.6029059192550031
toolagent_trace,0.0025,1,pi0,3,600,next_use,True,7,30920.714285714286,27136,51507.200000000004,63488,0.0,1.0,0,56886.42857142857,0.2420986831395838
toolagent_trace,0.0025,1,pi0,3,end,count,False,1,13097.0,13097,13097.0,13097,0.0,1.0,0,49711.0,0.6377695772108491
toolagent_trace,0.0025,1,pi0,3,end,count,True,7,39859.57142857143,40448,57472.60000000001,75133,0.0,1.0,0,65150.0,0.021411060088411957
toolagent_trace,0.0025,1,pi0,3,end,learned,False,1,38828.0,38828,38828.0,38828,0.0,1.0,0,49711.0,-0.7037230104983272
toolagent_trace,0.0025,1,pi0,3,end,learned,True,7,61060.71428571428,66048,72313.2,77871,0.0,1.0,0,65150.0,-0.10865401990942716
toolagent_trace,0.0025,1,pi0,3,end,lfu,False,1,43948.0,43948,43948.0,43948,0.0,1.0,0,49711.0,-0.2765714141219836
toolagent_trace,0.0025,1,pi0,3,end,lfu,True,7,54386.0,66048,72313.2,77871,0.0,1.0,0,65150.0,0.02213312560617706
toolagent_trace,0.0025,1,pi0,3,end,lru,False,1,13097.0,13097,13097.0,13097,0.0,1.0,0,49711.0,0.523493946170752
toolagent_trace,0.0025,1,pi0,3,end,lru,True,7,25761.714285714286,28029,48716.200000000004,55939,0.0,0.8571428571428571,0,65150.0,0.08630320733938646
toolagent_trace,0.0025,1,pi0,3,end,next_use,False,1,13097.0,13097,13097.0,13097,0.0,1.0,0,49711.0,0.6115808245680249
toolagent_trace,0.0025,1,pi0,3,end,next_use,True,7,39859.57142857143,40448,57472.60000000001,75133,0.0,1.0,0,65150.0,0.17224804958302264
toolagent_trace,0.0025,1,pi0,4,600,count,False,2,15223.5,15223.5,16238.3,16492,0.0,1.0,0,49593.0,0.09621070716176491
toolagent_trace,0.0025,1,pi0,4,600,count,True,6,29350.833333333332,32822.0,39668.5,42092,0.0,1.0,0,51025.5,-0.12399274278712967
toolagent_trace,0.0025,1,pi0,4,600,learned,False,2,22903.5,22903.5,30080.7,31875,0.0,1.0,0,49593.0,0.049903509167327935
toolagent_trace,0.0025,1,pi0,4,600,learned,True,6,18809.333333333332,16748.0,30208.0,34816,0.0,1.0,0,51025.5,0.032948427456283375
toolagent_trace,0.0025,1,pi0,4,600,lfu,False,2,22903.5,22903.5,30080.7,31875,0.0,1.0,0,49593.0,-0.45245966816737104
toolagent_trace,0.0025,1,pi0,4,600,lfu,True,6,18809.333333333332,16748.0,30208.0,34816,0.0,1.0,0,51025.5,0.2303336376772246
toolagent_trace,0.0025,1,pi0,4,600,lru,False,2,15223.5,15223.5,16238.3,16492,0.0,1.0,0,49593.0,0.3560757333884291
toolagent_trace,0.0025,1,pi0,4,600,lru,True,6,31928.833333333332,32822.0,39668.5,42092,0.0,1.0,0,51025.5,-0.12030220395998559
toolagent_trace,0.0025,1,pi0,4,600,next_use,False,2,15223.5,15223.5,16238.3,16492,0.0,1.0,0,49593.0,0.10998153118319526
toolagent_trace,0.0025,1,pi0,4,600,next_use,True,6,29350.833333333332,32822.0,39668.5,42092,0.0,1.0,0,51025.5,0.0792667897738842
toolagent_trace,0.0025,1,pi0,4,end,count,False,2,24035.0,24035.0,28412.6,29507,0.0,1.0,0,51396.5,0.05826603295127439
toolagent_trace,0.0025,1,pi0,4,end,count,True,6,37289.166666666664,31732.5,59232.0,78659,0.0,1.0,0,59451.666666666664,-0.2543454910484446
toolagent_trace,0.0025,1,pi0,4,end,learned,False,2,34233.0,34233.0,36852.2,37507,0.0,1.0,0,51396.5,0.04617097838048512
toolagent_trace,0.0025,1,pi0,4,end,learned,True,6,33078.0,33078.0,47277.5,53999,0.0,1.0,0,59451.666666666664,-0.07696611279930904
toolagent_trace,0.0025,1,pi0,4,end,lfu,False,2,34233.0,34233.0,36852.2,37507,0.0,1.0,0,51396.5,-0.4133897423334375
toolagent_trace,0.0025,1,pi0,4,end,lfu,True,6,33078.0,33078.0,47277.5,53999,0.0,1.0,0,59451.666666666664,0.21428306109820178
toolagent_trace,0.0025,1,pi0,4,end,lru,False,2,24035.0,24035.0,28412.6,29507,0.0,1.0,0,51396.5,0.3726364777072774
toolagent_trace,0.0025,1,pi0,4,end,lru,True,6,44524.666666666664,36019.0,68758.0,78659,0.0,1.0,0,59451.666666666664,-0.23044380100768158
toolagent_trace,0.0025,1,pi0,4,end,next_use,False,2,24035.0,24035.0,28412.6,29507,0.0,1.0,0,51396.5,0.09298276932181981
toolagent_trace,0.0025,1,pi0,4,end,next_use,True,6,37289.166666666664,31732.5,59232.0,78659,0.0,1.0,0,59451.666666666664,0.03960343501128635
toolagent_trace,0.0025,1,pi3,0,600,count,False,1,0.0,0,0.0,0,1.0,0.0,0,48128.0,0.20330832201931492
toolagent_trace,0.0025,1,pi3,0,600,count,True,7,15338.42857142857,11395,28497.4,33772,0.0,1.0,0,29304.14285714286,0.259032286742406
toolagent_trace,0.0025,1,pi3,0,600,learned,False,1,4227.0,4227,4227.0,4227,0.0,1.0,0,48128.0,0.7174087282343288
toolagent_trace,0.0025,1,pi3,0,600,learned,True,7,2001.0,0,4906.0,5632,0.5714285714285714,0.42857142857142855,0,29304.14285714286,-0.0021284989230998847
toolagent_trace,0.0025,1,pi3,0,600,lfu,False,1,38400.0,38400,38400.0,38400,0.0,1.0,0,48128.0,0.29492943548543704
toolagent_trace,0.0025,1,pi3,0,600,lfu,True,7,2147.285714285714,0,5315.6,6656,0.5714285714285714,0.42857142857142855,0,29304.14285714286,0.26319797158173114
toolagent_trace,0.0025,1,pi3,0,600,lru,False,1,0.0,0,0.0,0,1.0,0.0,0,48128.0,0.6808246175045741
toolagent_trace,0.0025,1,pi3,0,600,lru,True,7,15338.42857142857,11395,28497.4,33772,0.0,1.0,0,29304.14285714286,-0.06740158861920817
toolagent_trace,0.0025,1,pi3,0,600,next_use,False,1,0.0,0,0.0,0,1.0,0.0,0,48128.0,0.043695380774032455
toolagent_trace,0.0025,1,pi3,0,600,next_use,True,7,15338.42857142857,11395,28497.4,33772,0.0,1.0,0,29304.14285714286,0.24315804484632914
toolagent_trace,0.0025,1,pi3,0,end,count,False,1,3342.0,3342,3342.0,3342,0.0,1.0,0,49105.0,-0.007720569190606894
toolagent_trace,0.0025,1,pi3,0,end,count,True,7,17015.428571428572,14490,28683.800000000003,33470,0.0,1.0,0,32485.0,0.25485308534680357
toolagent_trace,0.0025,1,pi3,0,end,learned,False,1,0.0,0,0.0,0,1.0,0.0,0,49105.0,0.7520422530456411
toolagent_trace,0.0025,1,pi3,0,end,learned,True,7,802.1428571428571,0,2800.0,2845,0.7142857142857143,0.2857142857142857,0,32485.0,-0.035739466892391616
toolagent_trace,0.0025,1,pi3,0,end,lfu,False,1,41885.0,41885,41885.0,41885,0.0,1.0,0,49105.0,0.04445857732370707
toolagent_trace,0.0025,1,pi3,0,end,lfu,True,7,3421.1428571428573,0,9040.200000000004,18333,0.5714285714285714,0.42857142857142855,0,32485.0,0.22066079110363657
toolagent_trace,0.0025,1,pi3,0,end,lru,False,1,3342.0,3342,3342.0,3342,0.0,1.0,0,49105.0,0.5171768654071444
toolagent_trace,0.0025,1,pi3,0,end,lru,True,7,17015.428571428572,14490,28683.800000000003,33470,0.0,1.0,0,32485.0,-0.07049038395877072
toolagent_trace,0.0025,1,pi3,0,end,next_use,False,1,3342.0,3342,3342.0,3342,0.0,1.0,0,49105.0,-0.11235955056179775
toolagent_trace,0.0025,1,pi3,0,end,next_use,True,7,17015.428571428572,14490,28683.800000000003,33470,0.0,1.0,0,32485.0,0.24077683696477914
toolagent_trace,0.0025,1,pi3,1,600,count,False,1,36221.0,36221,36221.0,36221,0.0,1.0,0,36221.0,-0.2803055778411039
toolagent_trace,0.0025,1,pi3,1,600,count,True,7,18123.571428571428,21632,28312.4,28541,0.14285714285714285,0.8571428571428571,0,28160.0,0.06830048004167763
toolagent_trace,0.0025,1,pi3,1,600,learned,False,1,26493.0,26493,26493.0,26493,0.0,1.0,0,36221.0,0.41219042937791506
toolagent_trace,0.0025,1,pi3,1,600,learned,True,7,17858.85714285714,17277,25882.800000000003,29379,0.14285714285714285,0.8571428571428571,0,28160.0,-0.13341659959436541
toolagent_trace,0.0025,1,pi3,1,600,lfu,False,1,29696.0,29696,29696.0,29696,0.0,1.0,0,36221.0,-0.5184519232673754
toolagent_trace,0.0025,1,pi3,1,600,lfu,True,7,16176.57142857143,17047,25882.800000000003,29379,0.14285714285714285,0.8571428571428571,0,28160.0,-0.1294402993811852
toolagent_trace,0.0025,1,pi3,1,600,lru,False,1,36221.0,36221,36221.0,36221,0.0,1.0,0,36221.0,-0.17461340206185572
