lineage,selection_hash,window,selector,captured_regret_tokens,three_stream_mean_regret_tokens,three_stream_mean_paired_diff_vs_learned_tokens
"conversation_trace|l1=0.02,l2x4|pi0|s=4",000948700aae2917c93b14df389067891482c6f70528f2f74604c85c324ea9f5,end,lfu,0,27939.333333333332,-23630.666666666668
"conversation_trace|l1=0.02,l2x4|pi0|s=4",000948700aae2917c93b14df389067891482c6f70528f2f74604c85c324ea9f5,end,lru,85879,91958.0,40388.0
"conversation_trace|l1=0.02,l2x4|pi0|s=4",000948700aae2917c93b14df389067891482c6f70528f2f74604c85c324ea9f5,end,next_use,276154,181437.33333333334,129867.33333333333
"conversation_trace|l1=0.02,l2x4|pi3|s=0",0001858dc7d39f041bb596d841cc6b74a3c44a570599de8a0071e92b2590047c,600,count,36991,53171.0,-33017.333333333336
"conversation_trace|l1=0.02,l2x4|pi3|s=0",0001858dc7d39f041bb596d841cc6b74a3c44a570599de8a0071e92b2590047c,600,learned,141265,86188.33333333333,0.0
"conversation_trace|l1=0.02,l2x4|pi3|s=0",0001858dc7d39f041bb596d841cc6b74a3c44a570599de8a0071e92b2590047c,600,lfu,66400,68662.0,-17526.333333333332
"conversation_trace|l1=0.02,l2x4|pi3|s=0",0001858dc7d39f041bb596d841cc6b74a3c44a570599de8a0071e92b2590047c,600,lru,36991,53171.0,-33017.333333333336
"conversation_trace|l1=0.02,l2x4|pi3|s=0",0001858dc7d39f041bb596d841cc6b74a3c44a570599de8a0071e92b2590047c,600,next_use,36991,53171.0,-33017.333333333336
"conversation_trace|l1=0.02,l2x4|pi3|s=0",0001858dc7d39f041bb596d841cc6b74a3c44a570599de8a0071e92b2590047c,end,count,48273,59497.666666666664,-36589.333333333336
"conversation_trace|l1=0.02,l2x4|pi3|s=0",0001858dc7d39f041bb596d841cc6b74a3c44a570599de8a0071e92b2590047c,end,learned,152547,96087.0,0.0
"conversation_trace|l1=0.02,l2x4|pi3|s=0",0001858dc7d39f041bb596d841cc6b74a3c44a570599de8a0071e92b2590047c,end,lfu,63346,82498.0,-13589.0
"conversation_trace|l1=0.02,l2x4|pi3|s=0",0001858dc7d39f041bb596d841cc6b74a3c44a570599de8a0071e92b2590047c,end,lru,48273,59497.666666666664,-36589.333333333336
"conversation_trace|l1=0.02,l2x4|pi3|s=0",0001858dc7d39f041bb596d841cc6b74a3c44a570599de8a0071e92b2590047c,end,next_use,48273,59497.666666666664,-36589.333333333336
"conversation_trace|l1=0.02,l2x4|pi3|s=0",0001d29036bf07f100d1df09aecd47b3733687367ab03c174856559f21abdc7b,600,count,89047,72716.0,-4490.333333333333
"conversation_trace|l1=0.02,l2x4|pi3|s=0",0001d29036bf07f100d1df09aecd47b3733687367ab03c174856559f21abdc7b,600,learned,109521,77206.33333333333,0.0
"conversation_trace|l1=0.02,l2x4|pi3|s=0",0001d29036bf07f100d1df09aecd47b3733687367ab03c174856559f21abdc7b,600,lfu,109521,77206.33333333333,0.0
"conversation_trace|l1=0.02,l2x4|pi3|s=0",0001d29036bf07f100d1df09aecd47b3733687367ab03c174856559f21abdc7b,600,lru,89047,72716.0,-4490.333333333333
"conversation_trace|l1=0.02,l2x4|pi3|s=0",0001d29036bf07f100d1df09aecd47b3733687367ab03c174856559f21abdc7b,600,next_use,89047,72716.0,-4490.333333333333
"conversation_trace|l1=0.02,l2x4|pi3|s=0",0001d29036bf07f100d1df09aecd47b3733687367ab03c174856559f21abdc7b,end,count,102871,82666.33333333333,7466.333333333333
"conversation_trace|l1=0.02,l2x4|pi3|s=0",0001d29036bf07f100d1df09aecd47b3733687367ab03c174856559f21abdc7b,end,learned,127953,75200.0,0.0
"conversation_trace|l1=0.02,l2x4|pi3|s=0",0001d29036bf07f100d1df09aecd47b3733687367ab03c174856559f21abdc7b,end,lfu,127953,75200.0,0.0
"conversation_trace|l1=0.02,l2x4|pi3|s=0",0001d29036bf07f100d1df09aecd47b3733687367ab03c174856559f21abdc7b,end,lru,102871,82666.33333333333,7466.333333333333
"conversation_trace|l1=0.02,l2x4|pi3|s=0",0001d29036bf07f100d1df09aecd47b3733687367ab03c174856559f21abdc7b,end,next_use,102871,82666.33333333333,7466.333333333333
"conversation_trace|l1=0.02,l2x4|pi3|s=1",00008259794e065579bf8ab08917afdcfce2515400a1f051039b098438cac0b1,600,count,18991,38619.666666666664,-7578.0
"conversation_trace|l1=0.02,l2x4|pi3|s=1",00008259794e065579bf8ab08917afdcfce2515400a1f051039b098438cac0b1,600,learned,49273,46197.666666666664,0.0
"conversation_trace|l1=0.02,l2x4|pi3|s=1",00008259794e065579bf8ab08917afdcfce2515400a1f051039b098438cac0b1,600,lfu,49273,46197.666666666664,0.0
"conversation_trace|l1=0.02,l2x4|pi3|s=1",00008259794e065579bf8ab08917afdcfce2515400a1f051039b098438cac0b1,600,lru,18991,38619.666666666664,-7578.0
"conversation_trace|l1=0.02,l2x4|pi3|s=1",00008259794e065579bf8ab08917afdcfce2515400a1f051039b098438cac0b1,600,next_use,18991,38619.666666666664,-7578.0
"conversation_trace|l1=0.02,l2x4|pi3|s=1",00008259794e065579bf8ab08917afdcfce2515400a1f051039b098438cac0b1,end,count,93072,48190.0,-41584.0
"conversation_trace|l1=0.02,l2x4|pi3|s=1",00008259794e065579bf8ab08917afdcfce2515400a1f051039b098438cac0b1,end,learned,44636,89774.0,0.0
"conversation_trace|l1=0.02,l2x4|pi3|s=1",00008259794e065579bf8ab08917afdcfce2515400a1f051039b098438cac0b1,end,lfu,44636,89774.0,0.0
"conversation_trace|l1=0.02,l2x4|pi3|s=1",00008259794e065579bf8ab08917afdcfce2515400a1f051039b098438cac0b1,end,lru,93072,48190.0,-41584.0
"conversation_trace|l1=0.02,l2x4|pi3|s=1",00008259794e065579bf8ab08917afdcfce2515400a1f051039b098438cac0b1,end,next_use,93072,48190.0,-41584.0
"conversation_trace|l1=0.02,l2x4|pi3|s=1",0001db5213f790f73212f7b533c20570caab7468a5c5a47740a34f39fb42b5f5,600,count,38335,44345.666666666664,2698.0
"conversation_trace|l1=0.02,l2x4|pi3|s=1",0001db5213f790f73212f7b533c20570caab7468a5c5a47740a34f39fb42b5f5,600,learned,0,41647.666666666664,0.0
"conversation_trace|l1=0.02,l2x4|pi3|s=1",0001db5213f790f73212f7b533c20570caab7468a5c5a47740a34f39fb42b5f5,600,lfu,59327,45881.666666666664,4234.0
"conversation_trace|l1=0.02,l2x4|pi3|s=1",0001db5213f790f73212f7b533c20570caab7468a5c5a47740a34f39fb42b5f5,600,lru,38335,44345.666666666664,2698.0
"conversation_trace|l1=0.02,l2x4|pi3|s=1",0001db5213f790f73212f7b533c20570caab7468a5c5a47740a34f39fb42b5f5,600,next_use,38335,44345.666666666664,2698.0
"conversation_trace|l1=0.02,l2x4|pi3|s=1",0001db5213f790f73212f7b533c20570caab7468a5c5a47740a34f39fb42b5f5,end,count,37311,44175.0,2356.6666666666665
"conversation_trace|l1=0.02,l2x4|pi3|s=1",0001db5213f790f73212f7b533c20570caab7468a5c5a47740a34f39fb42b5f5,end,learned,0,41818.333333333336,0.0
"conversation_trace|l1=0.02,l2x4|pi3|s=1",0001db5213f790f73212f7b533c20570caab7468a5c5a47740a34f39fb42b5f5,end,lfu,58815,46393.666666666664,4575.333333333333
"conversation_trace|l1=0.02,l2x4|pi3|s=1",0001db5213f790f73212f7b533c20570caab7468a5c5a47740a34f39fb42b5f5,end,lru,37311,44175.0,2356.6666666666665
"conversation_trace|l1=0.02,l2x4|pi3|s=1",0001db5213f790f73212f7b533c20570caab7468a5c5a47740a34f39fb42b5f5,end,next_use,37311,44175.0,2356.6666666666665
"conversation_trace|l1=0.02,l2x4|pi3|s=2",00008ee97c4808618bd533e3a731dc0da030b104d7e692526e7f34bee119fd4e,600,count,53331,59059.333333333336,49788.0
"conversation_trace|l1=0.02,l2x4|pi3|s=2",00008ee97c4808618bd533e3a731dc0da030b104d7e692526e7f34bee119fd4e,600,learned,9728,9271.333333333334,0.0
"conversation_trace|l1=0.02,l2x4|pi3|s=2",00008ee97c4808618bd533e3a731dc0da030b104d7e692526e7f34bee119fd4e,600,lfu,89171,97702.33333333333,88431.0
"conversation_trace|l1=0.02,l2x4|pi3|s=2",00008ee97c4808618bd533e3a731dc0da030b104d7e692526e7f34bee119fd4e,600,lru,53331,59059.333333333336,49788.0
"conversation_trace|l1=0.02,l2x4|pi3|s=2",00008ee97c4808618bd533e3a731dc0da030b104d7e692526e7f34bee119fd4e,600,next_use,53331,59059.333333333336,49788.0
"conversation_trace|l1=0.02,l2x4|pi3|s=2",00008ee97c4808618bd533e3a731dc0da030b104d7e692526e7f34bee119fd4e,end,count,48508,68070.33333333333,22695.333333333332
"conversation_trace|l1=0.02,l2x4|pi3|s=2",00008ee97c4808618bd533e3a731dc0da030b104d7e692526e7f34bee119fd4e,end,learned,51591,45375.0,0.0
"conversation_trace|l1=0.02,l2x4|pi3|s=2",00008ee97c4808618bd533e3a731dc0da030b104d7e692526e7f34bee119fd4e,end,lfu,102362,108457.33333333333,63082.333333333336
"conversation_trace|l1=0.02,l2x4|pi3|s=2",00008ee97c4808618bd533e3a731dc0da030b104d7e692526e7f34bee119fd4e,end,lru,48508,68070.33333333333,22695.333333333332
"conversation_trace|l1=0.02,l2x4|pi3|s=2",00008ee97c4808618bd533e3a731dc0da030b104d7e692526e7f34bee119fd4e,end,next_use,48508,68070.33333333333,22695.333333333332
"conversation_trace|l1=0.02,l2x4|pi3|s=2",0000ed2bfcf0bde6718b3913237f875bd1db3afc4f0c7e3b3529ff5b022d842e,600,count,5715,47004.333333333336,-24719.0
"conversation_trace|l1=0.02,l2x4|pi3|s=2",0000ed2bfcf0bde6718b3913237f875bd1db3afc4f0c7e3b3529ff5b022d842e,600,learned,0,71723.33333333333,0.0
"conversation_trace|l1=0.02,l2x4|pi3|s=2",0000ed2bfcf0bde6718b3913237f875bd1db3afc4f0c7e3b3529ff5b022d842e,600,lfu,58090,40097.666666666664,-31625.666666666668
"conversation_trace|l1=0.02,l2x4|pi3|s=2",0000ed2bfcf0bde6718b3913237f875bd1db3afc4f0c7e3b3529ff5b022d842e,600,lru,98816,60785.0,-10938.333333333334
"conversation_trace|l1=0.02,l2x4|pi3|s=2",0000ed2bfcf0bde6718b3913237f875bd1db3afc4f0c7e3b3529ff5b022d842e,600,next_use,5715,47004.333333333336,-24719.0
"conversation_trace|l1=0.02,l2x4|pi3|s=2",0000ed2bfcf0bde6718b3913237f875bd1db3afc4f0c7e3b3529ff5b022d842e,end,count,28237,61167.666666666664,-31241.666666666668
"conversation_trace|l1=0.02,l2x4|pi3|s=2",0000ed2bfcf0bde6718b3913237f875bd1db3afc4f0c7e3b3529ff5b022d842e,end,learned,49658,92409.33333333333,0.0
"conversation_trace|l1=0.02,l2x4|pi3|s=2",0000ed2bfcf0bde6718b3913237f875bd1db3afc4f0c7e3b3529ff5b022d842e,end,lfu,45284,60613.0,-31796.333333333332
"conversation_trace|l1=0.02,l2x4|pi3|s=2",0000ed2bfcf0bde6718b3913237f875bd1db3afc4f0c7e3b3529ff5b022d842e,end,lru,117242,95295.0,2885.6666666666665
"conversation_trace|l1=0.02,l2x4|pi3|s=2",0000ed2bfcf0bde6718b3913237f875bd1db3afc4f0c7e3b3529ff5b022d842e,end,next_use,28237,61167.666666666664,-31241.666666666668
"conversation_trace|l1=0.02,l2x4|pi3|s=3",0000a90098831a029b77f5923ac4c3b9943ce757038a7a43797f5cf2353b84b4,600,count,35535,42789.666666666664,0.0
"conversation_trace|l1=0.02,l2x4|pi3|s=3",0000a90098831a029b77f5923ac4c3b9943ce757038a7a43797f5cf2353b84b4,600,learned,35535,42789.666666666664,0.0
"conversation_trace|l1=0.02,l2x4|pi3|s=3",0000a90098831a029b77f5923ac4c3b9943ce757038a7a43797f5cf2353b84b4,600,lfu,21069,60732.666666666664,17943.0
"conversation_trace|l1=0.02,l2x4|pi3|s=3",0000a90098831a029b77f5923ac4c3b9943ce757038a7a43797f5cf2353b84b4,600,lru,35535,42789.666666666664,0.0
"conversation_trace|l1=0.02,l2x4|pi3|s=3",0000a90098831a029b77f5923ac4c3b9943ce757038a7a43797f5cf2353b84b4,600,next_use,35535,42789.666666666664,0.0
"conversation_trace|l1=0.02,l2x4|pi3|s=3",0000a90098831a029b77f5923ac4c3b9943ce757038a7a43797f5cf2353b84b4,end,count,32888,39108.666666666664,0.0
"conversation_trace|l1=0.02,l2x4|pi3|s=3",0000a90098831a029b77f5923ac4c3b9943ce757038a7a43797f5cf2353b84b4,end,learned,32888,39108.666666666664,0.0
"conversation_trace|l1=0.02,l2x4|pi3|s=3",0000a90098831a029b77f5923ac4c3b9943ce757038a7a43797f5cf2353b84b4,end,lfu,31279,51274.0,12165.333333333334
"conversation_trace|l1=0.02,l2x4|pi3|s=3",0000a90098831a029b77f5923ac4c3b9943ce757038a7a43797f5cf2353b84b4,end,lru,32888,39108.666666666664,0.0
"conversation_trace|l1=0.02,l2x4|pi3|s=3",0000a90098831a029b77f5923ac4c3b9943ce757038a7a43797f5cf2353b84b4,end,next_use,32888,39108.666666666664,0.0
"conversation_trace|l1=0.02,l2x4|pi3|s=3",0000c094096e709d0d4c2dfb2fd14c51725ebbb0d4875c7aef1122bbf0210697,600,count,32768,43423.333333333336,27193.666666666668
"conversation_trace|l1=0.02,l2x4|pi3|s=3",0000c094096e709d0d4c2dfb2fd14c51725ebbb0d4875c7aef1122bbf0210697,600,learned,8743,16229.666666666666,0.0
"conversation_trace|l1=0.02,l2x4|pi3|s=3",0000c094096e709d0d4c2dfb2fd14c51725ebbb0d4875c7aef1122bbf0210697,600,lfu,6739,16627.0,397.3333333333333
"conversation_trace|l1=0.02,l2x4|pi3|s=3",0000c094096e709d0d4c2dfb2fd14c51725ebbb0d4875c7aef1122bbf0210697,600,lru,32768,43423.333333333336,27193.666666666668
"conversation_trace|l1=0.02,l2x4|pi3|s=3",0000c094096e709d0d4c2dfb2fd14c51725ebbb0d4875c7aef1122bbf0210697,600,next_use,32768,43423.333333333336,27193.666666666668
"conversation_trace|l1=0.02,l2x4|pi3|s=3",0000c094096e709d0d4c2dfb2fd14c51725ebbb0d4875c7aef1122bbf0210697,end,count,35434,92647.66666666667,22893.666666666668
"conversation_trace|l1=0.02,l2x4|pi3|s=3",0000c094096e709d0d4c2dfb2fd14c51725ebbb0d4875c7aef1122bbf0210697,end,learned,12361,69754.0,0.0
"conversation_trace|l1=0.02,l2x4|pi3|s=3",0000c094096e709d0d4c2dfb2fd14c51725ebbb0d4875c7aef1122bbf0210697,end,lfu,33326,71339.0,1585.0
"conversation_trace|l1=0.02,l2x4|pi3|s=3",0000c094096e709d0d4c2dfb2fd14c51725ebbb0d4875c7aef1122bbf0210697,end,lru,35434,92647.66666666667,22893.666666666668
"conversation_trace|l1=0.02,l2x4|pi3|s=3",0000c094096e709d0d4c2dfb2fd14c51725ebbb0d4875c7aef1122bbf0210697,end,next_use,35434,92647.66666666667,22893.666666666668
"conversation_trace|l1=0.02,l2x4|pi3|s=4",00008a73866bb6c97fe14ff640e8b2707a14f41bda789764b085e3c89d768c46,600,count,73477,44874.0,-21079.0
"conversation_trace|l1=0.02,l2x4|pi3|s=4",00008a73866bb6c97fe14ff640e8b2707a14f41bda789764b085e3c89d768c46,600,learned,88071,65953.0,0.0
"conversation_trace|l1=0.02,l2x4|pi3|s=4",00008a73866bb6c97fe14ff640e8b2707a14f41bda789764b085e3c89d768c46,600,lfu,88071,65953.0,0.0
"conversation_trace|l1=0.02,l2x4|pi3|s=4",00008a73866bb6c97fe14ff640e8b2707a14f41bda789764b085e3c89d768c46,600,lru,73477,44874.0,-21079.0
"conversation_trace|l1=0.02,l2x4|pi3|s=4",00008a73866bb6c97fe14ff640e8b2707a14f41bda789764b085e3c89d768c46,600,next_use,73477,44874.0,-21079.0
"conversation_trace|l1=0.02,l2x4|pi3|s=4",00008a73866bb6c97fe14ff640e8b2707a14f41bda789764b085e3c89d768c46,end,count,49829,56513.666666666664,-42076.666666666664
"conversation_trace|l1=0.02,l2x4|pi3|s=4",00008a73866bb6c97fe14ff640e8b2707a14f41bda789764b085e3c89d768c46,end,learned,134515,98590.33333333333,0.0
"conversation_trace|l1=0.02,l2x4|pi3|s=4",00008a73866bb6c97fe14ff640e8b2707a14f41bda789764b085e3c89d768c46,end,lfu,134515,98590.33333333333,0.0
"conversation_trace|l1=0.02,l2x4|pi3|s=4",00008a73866bb6c97fe14ff640e8b2707a14f41bda789764b085e3c89d768c46,end,lru,49829,56513.666666666664,-42076.666666666664
"conversation_trace|l1=0.02,l2x4|pi3|s=4",00008a73866bb6c97fe14ff640e8b2707a14f41bda789764b085e3c89d768c46,end,next_use,49829,56513.666666666664,-42076.666666666664
"conversation_trace|l1=0.02,l2x4|pi3|s=4",0004335fd59102af3cc0b8ab32aa619da3fe79fe2b3b431796fe86fd120566d5,600,count,86023,36314.666666666664,-853.3333333333334
"conversation_trace|l1=0.02,l2x4|pi3|s=4",0004335fd59102af3cc0b8ab32aa619da3fe79fe2b3b431796fe86fd120566d5,600,learned,56327,37168.0,0.0
"conversation_trace|l1=0.02,l2x4|pi3|s=4",0004335fd59102af3cc0b8ab32aa619da3fe79fe2b3b431796fe86fd120566d5,600,lfu,54828,40945.333333333336,3777.3333333333335
"conversation_trace|l1=0.02,l2x4|pi3|s=4",0004335fd59102af3cc0b8ab32aa619da3fe79fe2b3b431796fe86fd120566d5,600,lru,86023,36314.666666666664,-853.3333333333334
"conversation_trace|l1=0.02,l2x4|pi3|s=4",0004335fd59102af3cc0b8ab32aa619da3fe79fe2b3b431796fe86fd120566d5,600,next_use,86023,36314.666666666664,-853.3333333333334
"conversation_trace|l1=0.02,l2x4|pi3|s=4",0004335fd59102af3cc0b8ab32aa619da3fe79fe2b3b431796fe86fd120566d5,end,count,208969,127497.33333333333,-7564.333333333333
"conversation_trace|l1=0.02,l2x4|pi3|s=4",0004335fd59102af3cc0b8ab32aa619da3fe79fe2b3b431796fe86fd120566d5,end,learned,162845,135061.66666666666,0.0
"conversation_trace|l1=0.02,l2x4|pi3|s=4",0004335fd59102af3cc0b8ab32aa619da3fe79fe2b3b431796fe86fd120566d5,end,lfu,79757,99516.33333333333,-35545.333333333336
"conversation_trace|l1=0.02,l2x4|pi3|s=4",0004335fd59102af3cc0b8ab32aa619da3fe79fe2b3b431796fe86fd120566d5,end,lru,208969,127497.33333333333,-7564.333333333333
"conversation_trace|l1=0.02,l2x4|pi3|s=4",0004335fd59102af3cc0b8ab32aa619da3fe79fe2b3b431796fe86fd120566d5,end,next_use,208969,127497.33333333333,-7564.333333333333
"toolagent_trace|l1=0.0025,l2x1|pi0|s=0",0000fd790970281011c59c028dc09a57a3ef282640f0112fe9caca7147a0412e,600,count,0,30208.0,10922.666666666666
"toolagent_trace|l1=0.0025,l2x1|pi0|s=0",0000fd790970281011c59c028dc09a57a3ef282640f0112fe9caca7147a0412e,600,learned,5632,19285.333333333332,0.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=0",0000fd790970281011c59c028dc09a57a3ef282640f0112fe9caca7147a0412e,600,lfu,5632,19285.333333333332,0.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=0",0000fd790970281011c59c028dc09a57a3ef282640f0112fe9caca7147a0412e,600,lru,0,30208.0,10922.666666666666
"toolagent_trace|l1=0.0025,l2x1|pi0|s=0",0000fd790970281011c59c028dc09a57a3ef282640f0112fe9caca7147a0412e,600,next_use,0,30208.0,10922.666666666666
"toolagent_trace|l1=0.0025,l2x1|pi0|s=0",0000fd790970281011c59c028dc09a57a3ef282640f0112fe9caca7147a0412e,end,count,10324,31950.333333333332,14749.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=0",0000fd790970281011c59c028dc09a57a3ef282640f0112fe9caca7147a0412e,end,learned,28160,17201.333333333332,0.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=0",0000fd790970281011c59c028dc09a57a3ef282640f0112fe9caca7147a0412e,end,lfu,28160,17201.333333333332,0.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=0",0000fd790970281011c59c028dc09a57a3ef282640f0112fe9caca7147a0412e,end,lru,10324,31950.333333333332,14749.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=0",0000fd790970281011c59c028dc09a57a3ef282640f0112fe9caca7147a0412e,end,next_use,10324,31950.333333333332,14749.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=0",0002ee8661213d1dcb4656e1e2778adb28bf2083021af06766cf21d16fec7e8c,600,count,50176,22401.0,11649.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=0",0002ee8661213d1dcb4656e1e2778adb28bf2083021af06766cf21d16fec7e8c,600,learned,19325,10752.0,0.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=0",0002ee8661213d1dcb4656e1e2778adb28bf2083021af06766cf21d16fec7e8c,600,lfu,19325,10752.0,0.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=0",0002ee8661213d1dcb4656e1e2778adb28bf2083021af06766cf21d16fec7e8c,600,lru,50176,22401.0,11649.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=0",0002ee8661213d1dcb4656e1e2778adb28bf2083021af06766cf21d16fec7e8c,600,next_use,50176,22401.0,11649.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=0",0002ee8661213d1dcb4656e1e2778adb28bf2083021af06766cf21d16fec7e8c,end,count,71811,30807.333333333332,9259.666666666666
"toolagent_trace|l1=0.0025,l2x1|pi0|s=0",0002ee8661213d1dcb4656e1e2778adb28bf2083021af06766cf21d16fec7e8c,end,learned,39936,21547.666666666668,0.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=0",0002ee8661213d1dcb4656e1e2778adb28bf2083021af06766cf21d16fec7e8c,end,lfu,39936,21547.666666666668,0.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=0",0002ee8661213d1dcb4656e1e2778adb28bf2083021af06766cf21d16fec7e8c,end,lru,71811,30807.333333333332,9259.666666666666
"toolagent_trace|l1=0.0025,l2x1|pi0|s=0",0002ee8661213d1dcb4656e1e2778adb28bf2083021af06766cf21d16fec7e8c,end,next_use,71811,30807.333333333332,9259.666666666666
"toolagent_trace|l1=0.0025,l2x1|pi0|s=1",0004b67aab61d393ed9190968e0eb2724a4409d4db2e35f92690f3983cb93bcd,600,count,0,18566.666666666668,-18809.333333333332
"toolagent_trace|l1=0.0025,l2x1|pi0|s=1",0004b67aab61d393ed9190968e0eb2724a4409d4db2e35f92690f3983cb93bcd,600,learned,32768,37376.0,0.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=1",0004b67aab61d393ed9190968e0eb2724a4409d4db2e35f92690f3983cb93bcd,600,lfu,32768,37376.0,0.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=1",0004b67aab61d393ed9190968e0eb2724a4409d4db2e35f92690f3983cb93bcd,600,lru,29696,30720.0,-6656.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=1",0004b67aab61d393ed9190968e0eb2724a4409d4db2e35f92690f3983cb93bcd,600,next_use,0,18566.666666666668,-18809.333333333332
"toolagent_trace|l1=0.0025,l2x1|pi0|s=1",0004b67aab61d393ed9190968e0eb2724a4409d4db2e35f92690f3983cb93bcd,end,count,0,10283.666666666666,-9680.666666666666
"toolagent_trace|l1=0.0025,l2x1|pi0|s=1",0004b67aab61d393ed9190968e0eb2724a4409d4db2e35f92690f3983cb93bcd,end,learned,22659,19964.333333333332,0.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=1",0004b67aab61d393ed9190968e0eb2724a4409d4db2e35f92690f3983cb93bcd,end,lfu,22659,19964.333333333332,0.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=1",0004b67aab61d393ed9190968e0eb2724a4409d4db2e35f92690f3983cb93bcd,end,lru,19456,32847.666666666664,12883.333333333334
"toolagent_trace|l1=0.0025,l2x1|pi0|s=1",0004b67aab61d393ed9190968e0eb2724a4409d4db2e35f92690f3983cb93bcd,end,next_use,0,10283.666666666666,-9680.666666666666
"toolagent_trace|l1=0.0025,l2x1|pi0|s=1",0005c84f07fa25b055b6e403b13357ddd9fa2960d792da453b15a189c1a8b27c,600,count,17111,16356.666666666666,5672.333333333333
"toolagent_trace|l1=0.0025,l2x1|pi0|s=1",0005c84f07fa25b055b6e403b13357ddd9fa2960d792da453b15a189c1a8b27c,600,learned,5763,10684.333333333334,0.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=1",0005c84f07fa25b055b6e403b13357ddd9fa2960d792da453b15a189c1a8b27c,600,lfu,8192,9644.666666666666,-1039.6666666666667
"toolagent_trace|l1=0.0025,l2x1|pi0|s=1",0005c84f07fa25b055b6e403b13357ddd9fa2960d792da453b15a189c1a8b27c,600,lru,17111,16356.666666666666,5672.333333333333
"toolagent_trace|l1=0.0025,l2x1|pi0|s=1",0005c84f07fa25b055b6e403b13357ddd9fa2960d792da453b15a189c1a8b27c,600,next_use,17111,16356.666666666666,5672.333333333333
"toolagent_trace|l1=0.0025,l2x1|pi0|s=1",0005c84f07fa25b055b6e403b13357ddd9fa2960d792da453b15a189c1a8b27c,end,count,14039,14777.0,4136.333333333333
"toolagent_trace|l1=0.0025,l2x1|pi0|s=1",0005c84f07fa25b055b6e403b13357ddd9fa2960d792da453b15a189c1a8b27c,end,learned,5763,10640.666666666666,0.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=1",0005c84f07fa25b055b6e403b13357ddd9fa2960d792da453b15a189c1a8b27c,end,lfu,7680,9430.333333333334,-1210.3333333333333
"toolagent_trace|l1=0.0025,l2x1|pi0|s=1",0005c84f07fa25b055b6e403b13357ddd9fa2960d792da453b15a189c1a8b27c,end,lru,14039,14777.0,4136.333333333333
"toolagent_trace|l1=0.0025,l2x1|pi0|s=1",0005c84f07fa25b055b6e403b13357ddd9fa2960d792da453b15a189c1a8b27c,end,next_use,14039,14777.0,4136.333333333333
"toolagent_trace|l1=0.0025,l2x1|pi0|s=2",0000fc78c45c0f23b1f5a27bd6dd0521000a6255a8921fa8a8559d1ec8007b0c,600,count,38912,20309.333333333332,-1096.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=2",0000fc78c45c0f23b1f5a27bd6dd0521000a6255a8921fa8a8559d1ec8007b0c,600,learned,28268,21405.333333333332,0.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=2",0000fc78c45c0f23b1f5a27bd6dd0521000a6255a8921fa8a8559d1ec8007b0c,600,lfu,28268,21405.333333333332,0.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=2",0000fc78c45c0f23b1f5a27bd6dd0521000a6255a8921fa8a8559d1ec8007b0c,600,lru,69120,42020.0,20614.666666666668
"toolagent_trace|l1=0.0025,l2x1|pi0|s=2",0000fc78c45c0f23b1f5a27bd6dd0521000a6255a8921fa8a8559d1ec8007b0c,600,next_use,38912,20309.333333333332,-1096.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=2",0000fc78c45c0f23b1f5a27bd6dd0521000a6255a8921fa8a8559d1ec8007b0c,end,count,36352,20138.666666666668,-32.333333333333336
"toolagent_trace|l1=0.0025,l2x1|pi0|s=2",0000fc78c45c0f23b1f5a27bd6dd0521000a6255a8921fa8a8559d1ec8007b0c,end,learned,25327,20171.0,0.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=2",0000fc78c45c0f23b1f5a27bd6dd0521000a6255a8921fa8a8559d1ec8007b0c,end,lfu,25327,20171.0,0.0
"toolagent_trace|l1=0.0025,l2x1|pi0|s=2",0000fc78c45c0f23b1f5a27bd6dd0521000a6255a8921fa8a8559d1ec8007b0c,end,lru,71811,43969.0,23798.0
