trace,l1_fraction,l2_multiplier,policy,seed,replicate,window,selector,decisions,mean_regret_tokens,median_regret_tokens,p90_regret_tokens,max_regret_tokens,zero_regret_rate,regret_ge_512_rate,constant_q_decisions,mean_q_range_tokens,mean_spearman
conversation_trace,0.0025,1,pi3,1,0,600,lru,8,20224.0,26046.5,30872.399999999998,33923,0.0,1.0,0,35503.625,-0.07038329862869254
conversation_trace,0.0025,1,pi3,1,0,600,next_use,8,16704.0,19777.5,30104.4,31363,0.125,0.875,0,35503.625,0.07881947142516968
conversation_trace,0.0025,1,pi3,1,0,end,count,8,24431.625,26814.5,33564.6,41091,0.0,1.0,0,42607.625,0.02259251672454887
conversation_trace,0.0025,1,pi3,1,0,end,learned,8,33870.875,32958.5,51404.799999999996,65024,0.0,1.0,0,42607.625,-0.10460453496661051
conversation_trace,0.0025,1,pi3,1,0,end,lfu,8,29006.875,28350.5,48025.6,53760,0.0,1.0,0,42607.625,0.007340029954742391
conversation_trace,0.0025,1,pi3,1,0,end,lru,8,26560.0,27904.0,43304.5,46080,0.0,1.0,0,42607.625,-0.003005238462332453
conversation_trace,0.0025,1,pi3,1,0,end,next_use,8,24431.625,26814.5,33564.6,41091,0.0,1.0,0,42607.625,0.06427234015205113
conversation_trace,0.0025,1,pi3,1,1,600,count,2,5376.0,5376.0,9676.800000000001,10752,0.5,0.5,0,35584.0,0.43531613409863457
conversation_trace,0.0025,1,pi3,1,1,600,learned,2,11264.0,11264.0,11673.6,11776,0.0,1.0,0,35584.0,-0.0887157438133189
conversation_trace,0.0025,1,pi3,1,1,600,lfu,2,11264.0,11264.0,11673.6,11776,0.0,1.0,0,35584.0,-0.13761370504042145
conversation_trace,0.0025,1,pi3,1,1,600,lru,2,12288.0,12288.0,22118.4,24576,0.5,0.5,0,35584.0,-0.028112607344943558
conversation_trace,0.0025,1,pi3,1,1,600,next_use,2,5376.0,5376.0,9676.800000000001,10752,0.5,0.5,0,35584.0,0.3622549730812169
conversation_trace,0.0025,1,pi3,1,1,end,count,2,5376.0,5376.0,9676.800000000001,10752,0.5,0.5,0,34560.0,0.39510027667192393
conversation_trace,0.0025,1,pi3,1,1,end,learned,2,12800.0,12800.0,14438.4,14848,0.0,1.0,0,34560.0,-0.07233784280861832
conversation_trace,0.0025,1,pi3,1,1,end,lfu,2,12800.0,12800.0,14438.4,14848,0.0,1.0,0,34560.0,-0.1289116343184605
conversation_trace,0.0025,1,pi3,1,1,end,lru,2,12288.0,12288.0,22118.4,24576,0.5,0.5,0,34560.0,-0.03585131129570568
conversation_trace,0.0025,1,pi3,1,1,end,next_use,2,5376.0,5376.0,9676.800000000001,10752,0.5,0.5,0,34560.0,0.3311380596508636
conversation_trace,0.0025,1,pi3,1,2,600,count,2,5376.0,5376.0,8857.6,9728,0.0,1.0,0,30654.5,0.16134414083749885
conversation_trace,0.0025,1,pi3,1,2,600,learned,2,8894.5,8894.5,14781.300000000001,16253,0.0,1.0,0,30654.5,-0.06841339737607016
conversation_trace,0.0025,1,pi3,1,2,600,lfu,2,8894.5,8894.5,14781.300000000001,16253,0.0,1.0,0,30654.5,-0.030656599368222986
conversation_trace,0.0025,1,pi3,1,2,600,lru,2,18688.0,18688.0,25856.0,27648,0.0,1.0,0,30654.5,0.040406068010811855
conversation_trace,0.0025,1,pi3,1,2,600,next_use,2,5376.0,5376.0,8857.6,9728,0.0,1.0,0,30654.5,0.08413672102139155
conversation_trace,0.0025,1,pi3,1,2,end,count,2,9216.0,9216.0,15769.6,17408,0.0,1.0,0,30398.5,0.08124315016187456
conversation_trace,0.0025,1,pi3,1,2,end,learned,2,10174.5,10174.5,17085.300000000003,18813,0.0,1.0,0,30398.5,-0.038327195395479685
conversation_trace,0.0025,1,pi3,1,2,end,lfu,2,10174.5,10174.5,17085.300000000003,18813,0.0,1.0,0,30398.5,0.01089889373039088
conversation_trace,0.0025,1,pi3,1,2,end,lru,2,22528.0,22528.0,26624.0,27648,0.0,1.0,0,30398.5,-0.04104757930905445
conversation_trace,0.0025,1,pi3,1,2,end,next_use,2,9216.0,9216.0,15769.6,17408,0.0,1.0,0,30398.5,0.05419069135882701
conversation_trace,0.0025,1,pi3,2,0,600,count,8,13935.625,9472.0,29757.899999999994,48128,0.125,0.875,0,35840.0,-0.06570177862985926
conversation_trace,0.0025,1,pi3,2,0,600,learned,8,24111.625,20736.0,37233.1,38400,0.0,1.0,0,35840.0,-0.10905158432013176
conversation_trace,0.0025,1,pi3,2,0,600,lfu,8,22767.625,19968.0,40151.5,48128,0.0,1.0,0,35840.0,-0.32477248026167366
conversation_trace,0.0025,1,pi3,2,0,600,lru,8,13551.625,10752.0,27136.0,30720,0.125,0.875,0,35840.0,0.2336198522110641
conversation_trace,0.0025,1,pi3,2,0,600,next_use,8,13935.625,9472.0,29757.899999999994,48128,0.125,0.875,0,35840.0,-0.08995681136951313
conversation_trace,0.0025,1,pi3,2,0,end,count,8,18097.125,11972.5,34633.799999999996,60797,0.125,0.875,0,43631.625,0.09822864036554284
conversation_trace,0.0025,1,pi3,2,0,end,learned,8,35214.875,32000.0,50341.5,60285,0.0,1.0,0,43631.625,-0.1495043193048488
conversation_trace,0.0025,1,pi3,2,0,end,lfu,8,30350.875,30910.5,50495.1,60797,0.125,0.875,0,43631.625,-0.157719165453734
conversation_trace,0.0025,1,pi3,2,0,end,lru,8,17792.0,17860.5,30076.999999999996,40829,0.125,0.875,0,43631.625,0.22124206675755204
conversation_trace,0.0025,1,pi3,2,0,end,next_use,8,18097.125,11972.5,34633.799999999996,60797,0.125,0.875,0,43631.625,0.07583598155701661
conversation_trace,0.0025,1,pi3,2,1,600,count,2,8894.5,8894.5,13552.5,14717,0.0,1.0,0,33280.0,-0.11300921612706762
conversation_trace,0.0025,1,pi3,2,1,600,learned,2,12478.5,12478.5,19594.1,21373,0.0,1.0,0,33280.0,-0.2466377773362859
conversation_trace,0.0025,1,pi3,2,1,600,lfu,2,9150.5,9150.5,13603.7,14717,0.0,1.0,0,33280.0,-0.3572301828341623
conversation_trace,0.0025,1,pi3,2,1,600,lru,2,1536.0,1536.0,2764.8,3072,0.5,0.5,0,33280.0,0.3575476995929375
conversation_trace,0.0025,1,pi3,2,1,600,next_use,2,8894.5,8894.5,13552.5,14717,0.0,1.0,0,33280.0,-0.07054898400577989
conversation_trace,0.0025,1,pi3,2,1,end,count,2,18688.0,18688.0,27084.8,29184,0.0,1.0,0,39680.0,-0.26036665572706574
conversation_trace,0.0025,1,pi3,2,1,end,learned,2,15616.0,15616.0,23193.600000000002,25088,0.0,1.0,0,39680.0,-0.08459102423784529
conversation_trace,0.0025,1,pi3,2,1,end,lfu,2,17664.0,17664.0,26880.0,29184,0.0,1.0,0,39680.0,-0.26392066732367025
conversation_trace,0.0025,1,pi3,2,1,end,lru,2,4161.5,4161.5,7385.900000000001,8192,0.0,0.5,0,39680.0,0.11255599141436014
conversation_trace,0.0025,1,pi3,2,1,end,next_use,2,18688.0,18688.0,27084.8,29184,0.0,1.0,0,39680.0,-0.2521229397926804
conversation_trace,0.0025,1,pi3,2,2,600,count,2,16640.0,16640.0,24217.600000000002,26112,0.0,1.0,0,27969.5,0.0056422456612356345
conversation_trace,0.0025,1,pi3,2,2,600,learned,2,14401.5,14401.5,18140.300000000003,19075,0.0,1.0,0,27969.5,-0.07437189641038691
conversation_trace,0.0025,1,pi3,2,2,600,lfu,2,17920.0,17920.0,24473.6,26112,0.0,1.0,0,27969.5,-0.3189502996472019
conversation_trace,0.0025,1,pi3,2,2,600,lru,2,19968.0,19968.0,30208.0,32768,0.0,1.0,0,27969.5,-0.11664139051884807
conversation_trace,0.0025,1,pi3,2,2,600,next_use,2,16640.0,16640.0,24217.600000000002,26112,0.0,1.0,0,27969.5,0.02603502795772788
conversation_trace,0.0025,1,pi3,2,2,end,count,2,10811.5,10811.5,16593.5,18039,0.0,1.0,0,36221.0,0.15157284060000206
conversation_trace,0.0025,1,pi3,2,2,end,learned,2,17533.0,17533.0,26234.600000000002,28410,0.0,1.0,0,36221.0,0.04291173380403653
conversation_trace,0.0025,1,pi3,2,2,end,lfu,2,12347.5,12347.5,16900.7,18039,0.0,1.0,0,36221.0,-0.15536835504452645
conversation_trace,0.0025,1,pi3,2,2,end,lru,2,21051.5,21051.5,35025.5,38519,0.0,1.0,0,36221.0,0.10532814151185711
conversation_trace,0.0025,1,pi3,2,2,end,next_use,2,10811.5,10811.5,16593.5,18039,0.0,1.0,0,36221.0,0.16304568417829096
conversation_trace,0.0025,1,pi3,3,0,600,count,8,13743.625,11520.0,32152.399999999998,36995,0.0,1.0,0,40175.625,0.2873122197807435
conversation_trace,0.0025,1,pi3,3,0,600,learned,8,35072.0,35393.5,43161.6,43520,0.0,1.0,0,40175.625,-0.2288971725061372
conversation_trace,0.0025,1,pi3,3,0,600,lfu,8,31407.625,35393.5,43161.6,43520,0.125,0.875,0,40175.625,-0.07093858129717098
conversation_trace,0.0025,1,pi3,3,0,600,lru,8,13679.625,11520.0,32152.399999999998,36995,0.125,0.875,0,40175.625,0.09924539179995315
conversation_trace,0.0025,1,pi3,3,0,600,next_use,8,13743.625,11520.0,32152.399999999998,36995,0.0,1.0,0,40175.625,0.3008881075918388
conversation_trace,0.0025,1,pi3,3,0,end,count,8,13848.75,4707.0,44235.6,49795,0.375,0.625,0,49592.0,0.3093994318990416
conversation_trace,0.0025,1,pi3,3,0,end,learned,8,44360.375,47235.0,59731.2,62912,0.0,1.0,0,49592.0,-0.18857512742411928
conversation_trace,0.0025,1,pi3,3,0,end,lfu,8,40632.0,47235.0,59731.2,62912,0.125,0.875,0,49592.0,-0.03297313624341815
conversation_trace,0.0025,1,pi3,3,0,end,lru,8,13184.0,2048.0,44235.6,49795,0.5,0.5,0,49592.0,0.10707707902001505
conversation_trace,0.0025,1,pi3,3,0,end,next_use,8,13848.75,4707.0,44235.6,49795,0.375,0.625,0,49592.0,0.26293239338174323
conversation_trace,0.0025,1,pi3,3,1,600,count,2,17408.0,17408.0,31334.4,34816,0.5,0.5,0,37054.5,-0.04118895726589464
conversation_trace,0.0025,1,pi3,3,1,600,learned,2,26046.5,26046.5,41558.9,45437,0.0,1.0,0,37054.5,0.028101189415763582
conversation_trace,0.0025,1,pi3,3,1,600,lfu,2,26046.5,26046.5,41558.9,45437,0.0,1.0,0,37054.5,0.22337923308700686
conversation_trace,0.0025,1,pi3,3,1,600,lru,2,17408.0,17408.0,31334.4,34816,0.5,0.5,0,37054.5,0.23806574854170776
conversation_trace,0.0025,1,pi3,3,1,600,next_use,2,17408.0,17408.0,31334.4,34816,0.5,0.5,0,37054.5,-0.03230416037300532
conversation_trace,0.0025,1,pi3,3,1,end,count,2,19962.0,19962.0,32254.8,35328,0.0,1.0,0,40632.5,0.03034104266633067
conversation_trace,0.0025,1,pi3,3,1,end,learned,2,27832.5,27832.5,41506.5,44925,0.0,1.0,0,40632.5,-0.008582886621380948
conversation_trace,0.0025,1,pi3,3,1,end,lfu,2,27832.5,27832.5,41506.5,44925,0.0,1.0,0,40632.5,0.23168496156459928
conversation_trace,0.0025,1,pi3,3,1,end,lru,2,19962.0,19962.0,32254.8,35328,0.0,1.0,0,40632.5,0.21024076123928181
conversation_trace,0.0025,1,pi3,3,1,end,next_use,2,19962.0,19962.0,32254.8,35328,0.0,1.0,0,40632.5,0.05345554467229295
conversation_trace,0.0025,1,pi3,3,2,600,count,2,20736.0,20736.0,27904.0,29696,0.0,1.0,0,40323.0,0.031232170560790987
conversation_trace,0.0025,1,pi3,3,2,600,learned,2,16449.5,16449.5,29504.3,32768,0.0,0.5,0,40323.0,-0.09366536934145445
conversation_trace,0.0025,1,pi3,3,2,600,lfu,2,16449.5,16449.5,29504.3,32768,0.0,0.5,0,40323.0,-0.008062122133863772
conversation_trace,0.0025,1,pi3,3,2,600,lru,2,20736.0,20736.0,27904.0,29696,0.0,1.0,0,40323.0,-0.08707951116816937
conversation_trace,0.0025,1,pi3,3,2,600,next_use,2,20736.0,20736.0,27904.0,29696,0.0,1.0,0,40323.0,0.025856417550655555
conversation_trace,0.0025,1,pi3,3,2,end,count,2,33667.0,33667.0,49951.0,54022,0.0,1.0,0,50116.5,-0.13972297791663446
conversation_trace,0.0025,1,pi3,3,2,end,learned,2,23552.0,23552.0,41469.6,45949,0.0,1.0,0,50116.5,0.046200606906042906
conversation_trace,0.0025,1,pi3,3,2,end,lfu,2,23552.0,23552.0,41469.6,45949,0.0,1.0,0,50116.5,-0.09447575537431659
conversation_trace,0.0025,1,pi3,3,2,end,lru,2,33667.0,33667.0,49951.0,54022,0.0,1.0,0,50116.5,-0.23060516515723195
conversation_trace,0.0025,1,pi3,3,2,end,next_use,2,33667.0,33667.0,49951.0,54022,0.0,1.0,0,50116.5,-0.0879669032364933
conversation_trace,0.0025,1,pi3,4,0,600,count,8,10016.75,8001.5,17049.6,24576,0.0,1.0,0,30288.375,0.2483469719678019
conversation_trace,0.0025,1,pi3,4,0,600,learned,8,2351.625,0.0,6615.499999999998,12800,0.625,0.375,0,30288.375,0.036452847244949585
conversation_trace,0.0025,1,pi3,4,0,600,lfu,8,3968.0,1024.0,12839.3,12931,0.5,0.5,0,30288.375,0.1143093291898778
conversation_trace,0.0025,1,pi3,4,0,600,lru,8,10016.75,8001.5,17049.6,24576,0.0,1.0,0,30288.375,-0.12994269225833296
conversation_trace,0.0025,1,pi3,4,0,600,next_use,8,10016.75,8001.5,17049.6,24576,0.0,1.0,0,30288.375,0.22628251754776488
conversation_trace,0.0025,1,pi3,4,0,end,count,8,16464.375,14336.0,27277.699999999997,35971,0.0,1.0,0,35712.0,0.22575163321033756
conversation_trace,0.0025,1,pi3,4,0,end,learned,8,5902.875,2238.5,14973.0,16765,0.5,0.5,0,35712.0,0.08905327512890143
conversation_trace,0.0025,1,pi3,4,0,end,lfu,8,3807.25,0.0,12504.699999999999,14205,0.625,0.375,0,35712.0,0.14186902192784276
conversation_trace,0.0025,1,pi3,4,0,end,lru,8,16464.375,14336.0,27277.699999999997,35971,0.0,1.0,0,35712.0,-0.1939388142769704
conversation_trace,0.0025,1,pi3,4,0,end,next_use,8,16464.375,14336.0,27277.699999999997,35971,0.0,1.0,0,35712.0,0.2447737639658301
conversation_trace,0.0025,1,pi3,4,1,600,count,2,9793.5,9793.5,17218.7,19075,0.0,1.0,0,28481.5,-0.08705927847251133
conversation_trace,0.0025,1,pi3,4,1,600,learned,2,24320.0,24320.0,28620.800000000003,29696,0.0,1.0,0,28481.5,-0.11908335563538446
conversation_trace,0.0025,1,pi3,4,1,600,lfu,2,27392.0,27392.0,34150.4,35840,0.0,1.0,0,28481.5,-0.19452823441842093
conversation_trace,0.0025,1,pi3,4,1,600,lru,2,9793.5,9793.5,17218.7,19075,0.0,1.0,0,28481.5,0.17661417287023598
conversation_trace,0.0025,1,pi3,4,1,600,next_use,2,9793.5,9793.5,17218.7,19075,0.0,1.0,0,28481.5,0.03359777272845105
conversation_trace,0.0025,1,pi3,4,1,end,count,2,11066.0,11066.0,17461.2,19060,0.0,1.0,0,35517.0,-0.10476937680053602
conversation_trace,0.0025,1,pi3,4,1,end,learned,2,24056.5,24056.5,28568.1,29696,0.0,1.0,0,35517.0,-0.11172517411500266
conversation_trace,0.0025,1,pi3,4,1,end,lfu,2,28920.5,28920.5,37323.3,39424,0.0,1.0,0,35517.0,-0.11306847188094994
conversation_trace,0.0025,1,pi3,4,1,end,lru,2,11066.0,11066.0,17461.2,19060,0.0,1.0,0,35517.0,0.18698859153902286
conversation_trace,0.0025,1,pi3,4,1,end,next_use,2,11066.0,11066.0,17461.2,19060,0.0,1.0,0,35517.0,0.0103841025486653
conversation_trace,0.0025,1,pi3,4,2,600,count,2,22016.0,22016.0,22425.6,22528,0.0,1.0,0,40894.5,0.10118961744525813
conversation_trace,0.0025,1,pi3,4,2,600,learned,2,8513.5,8513.5,11637.900000000001,12419,0.0,1.0,0,40894.5,-0.014144055838773126
conversation_trace,0.0025,1,pi3,4,2,600,lfu,2,13889.5,13889.5,21314.7,23171,0.0,1.0,0,40894.5,0.2115474704485158
conversation_trace,0.0025,1,pi3,4,2,600,lru,2,22016.0,22016.0,22425.6,22528,0.0,1.0,0,40894.5,0.07436718948433066
conversation_trace,0.0025,1,pi3,4,2,600,next_use,2,22016.0,22016.0,22425.6,22528,0.0,1.0,0,40894.5,-0.08261355483900973
conversation_trace,0.0025,1,pi3,4,2,end,count,2,18944.0,18944.0,19353.6,19456,0.0,1.0,0,34560.0,0.17139962910850498
conversation_trace,0.0025,1,pi3,4,2,end,learned,2,10049.5,10049.5,13478.7,14336,0.0,1.0,0,34560.0,-0.007366494996593587
conversation_trace,0.0025,1,pi3,4,2,end,lfu,2,16193.5,16193.5,17679.5,18051,0.0,1.0,0,34560.0,0.21155752220808732
conversation_trace,0.0025,1,pi3,4,2,end,lru,2,18944.0,18944.0,19353.6,19456,0.0,1.0,0,34560.0,0.12468934193444584
conversation_trace,0.0025,1,pi3,4,2,end,next_use,2,18944.0,18944.0,19353.6,19456,0.0,1.0,0,34560.0,-0.045480373160966946
conversation_trace,0.02,4,pi0,0,0,600,count,8,51810.875,41411.5,91505.5,98334,0.0,1.0,0,115728.5,0.20111217597202063
conversation_trace,0.02,4,pi0,0,0,600,learned,8,84070.5,86170.5,111749.59999999999,126976,0.0,1.0,0,115728.5,-0.09252450980392157
conversation_trace,0.02,4,pi0,0,0,600,lfu,8,58488.5,62369.5,96189.5,100743,0.0,1.0,0,115728.5,-0.027446303187606744
conversation_trace,0.02,4,pi0,0,0,600,lru,8,51810.875,41411.5,91505.5,98334,0.0,1.0,0,115728.5,0.045930933590841154
conversation_trace,0.02,4,pi0,0,0,600,next_use,8,51810.875,41411.5,91505.5,98334,0.0,1.0,0,115728.5,0.1972491025285354
conversation_trace,0.02,4,pi0,0,0,end,count,8,67554.375,81527.0,112189.0,116935,0.0,1.0,0,148982.875,0.17690902424212437
conversation_trace,0.02,4,pi0,0,0,end,learned,8,117505.25,114154.0,166284.8,171826,0.0,1.0,0,148982.875,-0.13511029411764708
conversation_trace,0.02,4,pi0,0,0,end,lfu,8,82934.5,73656.0,136477.4,171826,0.0,1.0,0,148982.875,-0.016081807952906896
conversation_trace,0.02,4,pi0,0,0,end,lru,8,67554.375,81527.0,112189.0,116935,0.0,1.0,0,148982.875,-0.11157925752730129
conversation_trace,0.02,4,pi0,0,0,end,next_use,8,67554.375,81527.0,112189.0,116935,0.0,1.0,0,148982.875,0.182826029948033
conversation_trace,0.02,4,pi0,0,1,600,count,2,27257.5,27257.5,39287.5,42295,0.0,1.0,0,123330.0,0.11318217307666115
conversation_trace,0.02,4,pi0,0,1,600,learned,2,66022.0,66022.0,110528.40000000001,121655,0.0,1.0,0,123330.0,0.1409313725490196
conversation_trace,0.02,4,pi0,0,1,600,lfu,2,66022.0,66022.0,110528.40000000001,121655,0.0,1.0,0,123330.0,0.09219428833290726
conversation_trace,0.02,4,pi0,0,1,600,lru,2,27257.5,27257.5,39287.5,42295,0.0,1.0,0,123330.0,0.20846110601221612
conversation_trace,0.02,4,pi0,0,1,600,next_use,2,27257.5,27257.5,39287.5,42295,0.0,1.0,0,123330.0,0.10112469757860673
conversation_trace,0.02,4,pi0,0,1,end,count,2,0.0,0.0,0.0,0,1.0,0.0,0,171063.0,0.18230000121409065
conversation_trace,0.02,4,pi0,0,1,end,learned,2,101824.5,101824.5,128173.70000000001,134761,0.0,1.0,0,171063.0,0.09313725490196079
conversation_trace,0.02,4,pi0,0,1,end,lfu,2,101824.5,101824.5,128173.70000000001,134761,0.0,1.0,0,171063.0,-0.32286513809602246
conversation_trace,0.02,4,pi0,0,1,end,lru,2,0.0,0.0,0.0,0,1.0,0.0,0,171063.0,0.4040466731236777
conversation_trace,0.02,4,pi0,0,1,end,next_use,2,0.0,0.0,0.0,0,1.0,0.0,0,171063.0,0.16227539914151284
conversation_trace,0.02,4,pi0,0,2,600,count,2,63007.0,63007.0,81362.20000000001,85951,0.0,1.0,0,150784.5,-0.22483081688416998
conversation_trace,0.02,4,pi0,0,2,600,learned,2,69067.0,69067.0,90726.20000000001,96141,0.0,1.0,0,150784.5,0.06436566883987778
conversation_trace,0.02,4,pi0,0,2,600,lfu,2,69067.0,69067.0,90726.20000000001,96141,0.0,1.0,0,150784.5,-0.08420133518846828
conversation_trace,0.02,4,pi0,0,2,600,lru,2,63007.0,63007.0,81362.20000000001,85951,0.0,1.0,0,150784.5,0.009741872521802072
conversation_trace,0.02,4,pi0,0,2,600,next_use,2,63007.0,63007.0,81362.20000000001,85951,0.0,1.0,0,150784.5,-0.20988324846712558
conversation_trace,0.02,4,pi0,0,2,end,count,2,104223.0,104223.0,137193.40000000002,145436,0.0,1.0,0,187939.5,-0.3026613642888987
conversation_trace,0.02,4,pi0,0,2,end,learned,2,87523.0,87523.0,110415.8,116139,0.0,1.0,0,187939.5,0.13357843137254904
conversation_trace,0.02,4,pi0,0,2,end,lfu,2,87523.0,87523.0,110415.8,116139,0.0,1.0,0,187939.5,-0.03037200011488774
conversation_trace,0.02,4,pi0,0,2,end,lru,2,104223.0,104223.0,137193.40000000002,145436,0.0,1.0,0,187939.5,-0.02145923150125753
conversation_trace,0.02,4,pi0,0,2,end,next_use,2,104223.0,104223.0,137193.40000000002,145436,0.0,1.0,0,187939.5,-0.289249172452249
conversation_trace,0.02,4,pi0,1,0,600,count,8,46145.25,41928.0,76887.09999999999,86489,0.125,0.875,0,137475.25,0.13754085771293675
conversation_trace,0.02,4,pi0,1,0,600,learned,8,69437.0,75869.5,92956.5,107520,0.0,1.0,0,137475.25,0.11768990025115482
conversation_trace,0.02,4,pi0,1,0,600,lfu,8,68562.625,66554.0,106464.9,110086,0.0,1.0,0,137475.25,0.10424609161143732
conversation_trace,0.02,4,pi0,1,0,600,lru,8,46145.25,41928.0,76887.09999999999,86489,0.125,0.875,0,137475.25,0.07160775667717925
conversation_trace,0.02,4,pi0,1,0,600,next_use,8,46145.25,41928.0,76887.09999999999,86489,0.125,0.875,0,137475.25,0.1520956258705
conversation_trace,0.02,4,pi0,1,0,end,count,8,75948.0,45704.5,150766.69999999995,278544,0.125,0.875,0,196641.875,0.11383586254654557
conversation_trace,0.02,4,pi0,1,0,end,learned,8,93155.625,89468.0,159050.8,159104,0.0,1.0,0,196641.875,0.0968533726008494
conversation_trace,0.02,4,pi0,1,0,end,lfu,8,103509.0,108770.0,160685.3,164375,0.0,1.0,0,196641.875,0.017765207009610255
conversation_trace,0.02,4,pi0,1,0,end,lru,8,75948.0,45704.5,150766.69999999995,278544,0.125,0.875,0,196641.875,0.21262084888191193
conversation_trace,0.02,4,pi0,1,0,end,next_use,8,75948.0,45704.5,150766.69999999995,278544,0.125,0.875,0,196641.875,0.12013370361551975
conversation_trace,0.02,4,pi0,1,1,600,count,2,42156.0,42156.0,46389.6,47448,0.0,1.0,0,99244.0,0.09396100108898918
conversation_trace,0.02,4,pi0,1,1,600,learned,2,22956.0,22956.0,36815.2,40280,0.0,1.0,0,99244.0,0.2262130511615078
conversation_trace,0.02,4,pi0,1,1,600,lfu,2,27564.0,27564.0,45109.6,49496,0.0,1.0,0,99244.0,0.28472285395377056
conversation_trace,0.02,4,pi0,1,1,600,lru,2,42156.0,42156.0,46389.6,47448,0.0,1.0,0,99244.0,0.05214733578305819
conversation_trace,0.02,4,pi0,1,1,600,next_use,2,42156.0,42156.0,46389.6,47448,0.0,1.0,0,99244.0,0.12184911617023653
conversation_trace,0.02,4,pi0,1,1,end,count,2,156082.5,156082.5,177970.1,183442,0.0,1.0,0,165477.5,0.16407431784879845
conversation_trace,0.02,4,pi0,1,1,end,learned,2,65002.0,65002.0,117003.6,130004,0.5,0.5,0,165477.5,0.3345588235294118
conversation_trace,0.02,4,pi0,1,1,end,lfu,2,73756.5,73756.5,132761.7,147513,0.5,0.5,0,165477.5,0.438936051823857
conversation_trace,0.02,4,pi0,1,1,end,lru,2,156082.5,156082.5,177970.1,183442,0.0,1.0,0,165477.5,-0.17914575707587438
conversation_trace,0.02,4,pi0,1,1,end,next_use,2,156082.5,156082.5,177970.1,183442,0.0,1.0,0,165477.5,0.17160706319915472
conversation_trace,0.02,4,pi0,1,2,600,count,2,14336.0,14336.0,25804.8,28672,0.5,0.5,0,92417.5,0.06958319959649163
conversation_trace,0.02,4,pi0,1,2,600,learned,2,46593.5,46593.5,53183.5,54831,0.0,1.0,0,92417.5,-0.15073529411764708
conversation_trace,0.02,4,pi0,1,2,600,lfu,2,55530.0,55530.0,69269.2,72704,0.0,1.0,0,92417.5,-0.19176428130034415
conversation_trace,0.02,4,pi0,1,2,600,lru,2,14336.0,14336.0,25804.8,28672,0.5,0.5,0,92417.5,0.3293125628093363
conversation_trace,0.02,4,pi0,1,2,600,next_use,2,14336.0,14336.0,25804.8,28672,0.5,0.5,0,92417.5,0.06370343562517364
conversation_trace,0.02,4,pi0,1,2,end,count,2,50737.0,50737.0,63401.0,66567,0.0,1.0,0,171848.0,0.1973525621243676
conversation_trace,0.02,4,pi0,1,2,end,learned,2,113251.5,113251.5,139385.5,145919,0.0,1.0,0,171848.0,0.033088235294117654
conversation_trace,0.02,4,pi0,1,2,end,lfu,2,70103.0,70103.0,78487.8,80584,0.0,1.0,0,171848.0,-0.0856785701801748
conversation_trace,0.02,4,pi0,1,2,end,lru,2,50737.0,50737.0,63401.0,66567,0.0,1.0,0,171848.0,0.20169079800553336
conversation_trace,0.02,4,pi0,1,2,end,next_use,2,50737.0,50737.0,63401.0,66567,0.0,1.0,0,171848.0,0.19527153564479388
conversation_trace,0.02,4,pi0,2,0,600,count,8,51943.25,42838.0,114858.7,136145,0.125,0.875,0,143960.0,-0.040822278783299505
conversation_trace,0.02,4,pi0,2,0,600,learned,8,26569.625,26316.0,56248.7,61470,0.25,0.75,0,143960.0,0.09317276819065026
conversation_trace,0.02,4,pi0,2,0,600,lfu,8,51972.625,46258.5,99320.5,112687,0.125,0.875,0,143960.0,-0.03344874048418606
conversation_trace,0.02,4,pi0,2,0,600,lru,8,51943.25,42838.0,114858.7,136145,0.125,0.875,0,143960.0,0.062270394827818105
conversation_trace,0.02,4,pi0,2,0,600,next_use,8,51943.25,42838.0,114858.7,136145,0.125,0.875,0,143960.0,-0.016025321161766012
conversation_trace,0.02,4,pi0,2,0,end,count,8,75548.0,84377.0,144948.4,183174,0.25,0.75,0,201699.875,0.07651656357264983
conversation_trace,0.02,4,pi0,2,0,end,learned,8,20493.875,14205.5,44824.1,55357,0.375,0.625,0,201699.875,0.07138480392156864
conversation_trace,0.02,4,pi0,2,0,end,lfu,8,63794.0,47615.0,159330.3,189844,0.25,0.75,0,201699.875,-0.03193029543886449
conversation_trace,0.02,4,pi0,2,0,end,lru,8,75548.0,84377.0,144948.4,183174,0.25,0.75,0,201699.875,0.0549884835864897
conversation_trace,0.02,4,pi0,2,0,end,next_use,8,75548.0,84377.0,144948.4,183174,0.25,0.75,0,201699.875,0.08873188840795958
conversation_trace,0.02,4,pi0,2,1,600,count,2,29774.0,29774.0,35878.8,37405,0.0,1.0,0,122455.0,0.07041236052820238
conversation_trace,0.02,4,pi0,2,1,600,learned,2,88961.0,88961.0,98384.2,100740,0.0,1.0,0,122455.0,-0.14091408565717078
conversation_trace,0.02,4,pi0,2,1,600,lfu,2,78232.5,78232.5,79072.9,79283,0.0,1.0,0,122455.0,-0.13900517737145202
conversation_trace,0.02,4,pi0,2,1,600,lru,2,29774.0,29774.0,35878.8,37405,0.0,1.0,0,122455.0,0.09442061860553318
conversation_trace,0.02,4,pi0,2,1,600,next_use,2,29774.0,29774.0,35878.8,37405,0.0,1.0,0,122455.0,0.12368713770617208
