trace,l1_fraction,l2_multiplier,cell,target,seed,window,left_iteration,right_iteration,left_decisions,right_decisions,shared_event_keys,left_only_event_keys,right_only_event_keys,exact_ordered_candidate_sets,different_candidate_sets_on_shared_keys,exact_match_share_of_shared,exact_match_share_of_key_union,candidate_set_jaccard_mean,candidate_set_jaccard_min,prediction_agreement_exact_sets,prediction_comparable_exact_sets,prediction_agreement_rate
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,0,test,0,3,40000.0,40000.0,26999.0,13001.0,13001.0,0.0,26999.0,0.0,0.0,0.005647264387656803,0.0,0.0,0.0,nan
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,0,test,1,2,40000.0,40000.0,27293.0,12707.0,12707.0,0.0,27293.0,0.0,0.0,0.007939781339598497,0.0,0.0,0.0,nan
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,0,test,1,3,40000.0,40000.0,27265.0,12735.0,12735.0,0.0,27265.0,0.0,0.0,0.011015338754582615,0.0,0.0,0.0,nan
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,0,test,2,3,40000.0,40000.0,26981.0,13019.0,13019.0,0.0,26981.0,0.0,0.0,0.007914845936442079,0.0,0.0,0.0,nan
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,4,train,0,1,40000.0,40000.0,15025.0,24975.0,24975.0,0.0,15025.0,0.0,0.0,0.012551050809098768,0.0,0.0,0.0,nan
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,4,train,0,2,40000.0,40000.0,14923.0,25077.0,25077.0,0.0,14923.0,0.0,0.0,0.012974235866772875,0.0,0.0,0.0,nan
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,4,train,0,3,40000.0,40000.0,14871.0,25129.0,25129.0,0.0,14871.0,0.0,0.0,0.012602526147926124,0.0,0.0,0.0,nan
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,4,train,1,2,40000.0,40000.0,14943.0,25057.0,25057.0,2.0,14941.0,0.00013384193267750787,3.0742272161335445e-05,0.01434444876083587,0.0,1.0,2.0,0.5
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,4,train,1,3,40000.0,40000.0,14996.0,25004.0,25004.0,2.0,14994.0,0.00013336889837289943,3.076733739462187e-05,0.014287958460477047,0.0,1.0,2.0,0.5
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,4,train,2,3,40000.0,40000.0,14993.0,25007.0,25007.0,2.0,14991.0,0.00013339558460614953,3.076591751657514e-05,0.015409412709750577,0.0,1.0,2.0,0.5
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,4,test,0,1,40000.0,40000.0,27907.0,12093.0,12093.0,0.0,27907.0,0.0,0.0,0.011320888379750071,0.0,0.0,0.0,nan
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,4,test,0,2,40000.0,40000.0,27779.0,12221.0,12221.0,0.0,27779.0,0.0,0.0,0.011578003764315309,0.0,0.0,0.0,nan
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,4,test,0,3,40000.0,40000.0,27651.0,12349.0,12349.0,0.0,27651.0,0.0,0.0,0.01208409720085638,0.0,0.0,0.0,nan
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,4,test,1,2,40000.0,40000.0,28028.0,11972.0,11972.0,0.0,28028.0,0.0,0.0,0.01261383127938951,0.0,0.0,0.0,nan
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,4,test,1,3,40000.0,40000.0,28282.0,11718.0,11718.0,0.0,28282.0,0.0,0.0,0.012427276168041696,0.0,0.0,0.0,nan
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,4,test,2,3,40000.0,40000.0,28252.0,11748.0,11748.0,0.0,28252.0,0.0,0.0,0.013249365195159497,0.0,0.0,0.0,nan
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,1,train,0,1,40000.0,40000.0,14620.0,25380.0,25380.0,0.0,14620.0,0.0,0.0,0.00816116253328038,0.0,0.0,0.0,nan
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,1,train,0,2,40000.0,40000.0,14819.0,25181.0,25181.0,0.0,14819.0,0.0,0.0,0.009415593897876343,0.0,0.0,0.0,nan
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,1,train,0,3,40000.0,40000.0,14789.0,25211.0,25211.0,0.0,14789.0,0.0,0.0,0.0085557623001293,0.0,0.0,0.0,nan
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,1,train,1,2,40000.0,40000.0,14800.0,25200.0,25200.0,0.0,14800.0,0.0,0.0,0.009034211388546065,0.0,0.0,0.0,nan
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,1,train,1,3,40000.0,40000.0,14803.0,25197.0,25197.0,0.0,14803.0,0.0,0.0,0.011190126747048513,0.0,0.0,0.0,nan
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,1,train,2,3,40000.0,40000.0,14875.0,25125.0,25125.0,0.0,14875.0,0.0,0.0,0.010197110446969769,0.0,0.0,0.0,nan
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,1,test,0,1,40000.0,40000.0,27194.0,12806.0,12806.0,0.0,27194.0,0.0,0.0,0.006431492321814131,0.0,0.0,0.0,nan
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,1,test,0,2,40000.0,40000.0,27450.0,12550.0,12550.0,0.0,27450.0,0.0,0.0,0.007693863988020518,0.0,0.0,0.0,nan
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,1,test,0,3,40000.0,40000.0,26998.0,13002.0,13002.0,0.0,26998.0,0.0,0.0,0.005860600522742461,0.0,0.0,0.0,nan
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,1,test,1,2,40000.0,40000.0,27398.0,12602.0,12602.0,0.0,27398.0,0.0,0.0,0.009391208702149987,0.0,0.0,0.0,nan
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,1,test,1,3,40000.0,40000.0,27375.0,12625.0,12625.0,0.0,27375.0,0.0,0.0,0.011221684141458778,0.0,0.0,0.0,nan
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,1,test,2,3,40000.0,40000.0,27353.0,12647.0,12647.0,0.0,27353.0,0.0,0.0,0.008385442056764893,0.0,0.0,0.0,nan
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,2,train,0,1,40000.0,40000.0,14760.0,25240.0,25240.0,0.0,14760.0,0.0,0.0,0.0077830935881382825,0.0,0.0,0.0,nan
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,2,train,0,2,40000.0,40000.0,14745.0,25255.0,25255.0,0.0,14745.0,0.0,0.0,0.009538811255428397,0.0,0.0,0.0,nan
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,2,train,0,3,40000.0,40000.0,14689.0,25311.0,25311.0,0.0,14689.0,0.0,0.0,0.008084333506377451,0.0,0.0,0.0,nan
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,2,train,1,2,40000.0,40000.0,14739.0,25261.0,25261.0,0.0,14739.0,0.0,0.0,0.00913165046311966,0.0,0.0,0.0,nan
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,2,train,1,3,40000.0,40000.0,15427.0,24573.0,24573.0,2.0,15425.0,0.00012964283399235108,3.0972697567094604e-05,0.011495197128526438,0.0,1.0,2.0,0.5
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,2,train,2,3,40000.0,40000.0,14850.0,25150.0,25150.0,0.0,14850.0,0.0,0.0,0.009721410994214577,0.0,0.0,0.0,nan
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,2,test,0,1,40000.0,40000.0,27338.0,12662.0,12662.0,0.0,27338.0,0.0,0.0,0.0059053736408782795,0.0,0.0,0.0,nan
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,2,test,0,2,40000.0,40000.0,27501.0,12499.0,12499.0,0.0,27501.0,0.0,0.0,0.00790971304056019,0.0,0.0,0.0,nan
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,2,test,0,3,40000.0,40000.0,27030.0,12970.0,12970.0,0.0,27030.0,0.0,0.0,0.005499016289781926,0.0,0.0,0.0,nan
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,2,test,1,2,40000.0,40000.0,27373.0,12627.0,12627.0,0.0,27373.0,0.0,0.0,0.008499749478431969,0.0,0.0,0.0,nan
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,2,test,1,3,40000.0,40000.0,27269.0,12731.0,12731.0,0.0,27269.0,0.0,0.0,0.010705026640379204,0.0,0.0,0.0,nan
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,2,test,2,3,40000.0,40000.0,26996.0,13004.0,13004.0,0.0,26996.0,0.0,0.0,0.008163516848084513,0.0,0.0,0.0,nan
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,3,train,0,1,40000.0,40000.0,14845.0,25155.0,25155.0,1.0,14844.0,6.736274840013472e-05,1.5348016268897246e-05,0.008299096648446117,0.0,0.0,1.0,0.0
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,3,train,0,2,40000.0,40000.0,14735.0,25265.0,25265.0,1.0,14734.0,6.786562606040041e-05,1.5322148165172758e-05,0.01057839419406548,0.0,1.0,1.0,1.0
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,3,train,0,3,40000.0,40000.0,14708.0,25292.0,25292.0,1.0,14707.0,6.799020940984498e-05,1.5315812044354592e-05,0.00874801976531089,0.0,0.0,1.0,0.0
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,3,train,1,2,40000.0,40000.0,14780.0,25220.0,25220.0,1.0,14779.0,6.765899864682003e-05,1.5332720024532352e-05,0.009188263694388753,0.0,0.0,1.0,0.0
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,3,train,1,3,40000.0,40000.0,15605.0,24395.0,24395.0,1.0,15604.0,6.408202499198975e-05,1.5529155990371922e-05,0.011107770243076336,0.0,0.0,1.0,0.0
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,3,train,2,3,40000.0,40000.0,14900.0,25100.0,25100.0,1.0,14899.0,6.711409395973154e-05,1.5360983102918587e-05,0.009301736460653713,0.0,0.0,1.0,0.0
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,3,test,0,1,40000.0,40000.0,27221.0,12779.0,12779.0,0.0,27221.0,0.0,0.0,0.005387123491534105,0.0,0.0,0.0,nan
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,3,test,0,2,40000.0,40000.0,27572.0,12428.0,12428.0,0.0,27572.0,0.0,0.0,0.007731109744270008,0.0,0.0,0.0,nan
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,3,test,0,3,40000.0,40000.0,27087.0,12913.0,12913.0,0.0,27087.0,0.0,0.0,0.005518573871577992,0.0,0.0,0.0,nan
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,3,test,1,2,40000.0,40000.0,27467.0,12533.0,12533.0,0.0,27467.0,0.0,0.0,0.009037861340477852,0.0,0.0,0.0,nan
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,3,test,1,3,40000.0,40000.0,27191.0,12809.0,12809.0,0.0,27191.0,0.0,0.0,0.010913413539994204,0.0,0.0,0.0,nan
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,3,test,2,3,40000.0,40000.0,27105.0,12895.0,12895.0,0.0,27105.0,0.0,0.0,0.008448982749284442,0.0,0.0,0.0,nan
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,4,train,0,1,40000.0,40000.0,14648.0,25352.0,25352.0,0.0,14648.0,0.0,0.0,0.008481238923340682,0.0,0.0,0.0,nan
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,4,train,0,2,40000.0,40000.0,14855.0,25145.0,25145.0,0.0,14855.0,0.0,0.0,0.010417017700466847,0.0,0.0,0.0,nan
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,4,train,0,3,40000.0,40000.0,14987.0,25013.0,25013.0,0.0,14987.0,0.0,0.0,0.008422872378668476,0.0,0.0,0.0,nan
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,4,train,1,2,40000.0,40000.0,14743.0,25257.0,25257.0,1.0,14742.0,6.782880010852608e-05,1.532402654121397e-05,0.009052521255510428,0.0,0.0,1.0,0.0
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,4,train,1,3,40000.0,40000.0,14856.0,25144.0,25144.0,1.0,14855.0,6.731287022078621e-05,1.5350607884072208e-05,0.011468647813404249,0.0,0.0,1.0,0.0
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,4,train,2,3,40000.0,40000.0,14854.0,25146.0,25146.0,3.0,14851.0,0.00020196580045778916,4.605040984864765e-05,0.00981063435819296,0.0,3.0,3.0,1.0
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,4,test,0,1,40000.0,40000.0,27143.0,12857.0,12857.0,0.0,27143.0,0.0,0.0,0.005242731384399824,0.0,0.0,0.0,nan
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,4,test,0,2,40000.0,40000.0,27284.0,12716.0,12716.0,0.0,27284.0,0.0,0.0,0.007449619076803094,0.0,0.0,0.0,nan
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,4,test,0,3,40000.0,40000.0,26946.0,13054.0,13054.0,0.0,26946.0,0.0,0.0,0.005256037445079508,0.0,0.0,0.0,nan
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,4,test,1,2,40000.0,40000.0,27300.0,12700.0,12700.0,0.0,27300.0,0.0,0.0,0.00821292618671651,0.0,0.0,0.0,nan
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,4,test,1,3,40000.0,40000.0,27271.0,12729.0,12729.0,0.0,27271.0,0.0,0.0,0.01049749123000012,0.0,0.0,0.0,nan
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,4,test,2,3,40000.0,40000.0,27382.0,12618.0,12618.0,0.0,27382.0,0.0,0.0,0.00795971515347147,0.0,0.0,0.0,nan
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,0,train,0,1,40000.0,40000.0,18024.0,21976.0,21976.0,1.0,18023.0,5.5481580115401686e-05,1.6135278172195687e-05,0.006389823331470446,0.0,1.0,1.0,1.0
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,0,train,0,2,40000.0,40000.0,17647.0,22353.0,22353.0,5.0,17642.0,0.0002833342777809259,8.018860359565699e-05,0.006817498091764864,0.0,4.0,5.0,0.8
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,0,train,0,3,40000.0,40000.0,17903.0,22097.0,22097.0,1.0,17902.0,5.585656035301346e-05,1.610383754448685e-05,0.005875168718724873,0.0,1.0,1.0,1.0
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,0,train,1,2,40000.0,40000.0,17677.0,22323.0,22323.0,1.0,17676.0,5.657068507099621e-05,1.60454406880285e-05,0.007013026891787801,0.0,1.0,1.0,1.0
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,0,train,1,3,40000.0,40000.0,17992.0,22008.0,22008.0,22.0,17970.0,0.0012227656736327256,0.0003547929299445233,0.010050349635402675,0.0,22.0,22.0,1.0
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,0,train,2,3,40000.0,40000.0,17889.0,22111.0,22111.0,1.0,17888.0,5.5900273911342166e-05,1.6100207692679236e-05,0.006449507591282287,0.0,1.0,1.0,1.0
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,0,test,0,1,40000.0,40000.0,31119.0,8881.0,8881.0,0.0,31119.0,0.0,0.0,0.005422646690940151,0.0,0.0,0.0,nan
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,0,test,0,2,40000.0,40000.0,31102.0,8898.0,8898.0,0.0,31102.0,0.0,0.0,0.005386395992927883,0.0,0.0,0.0,nan
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,0,test,0,3,40000.0,40000.0,31141.0,8859.0,8859.0,0.0,31141.0,0.0,0.0,0.005373723018027642,0.0,0.0,0.0,nan
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,0,test,1,2,40000.0,40000.0,31454.0,8546.0,8546.0,0.0,31454.0,0.0,0.0,0.005826712002153559,0.0,0.0,0.0,nan
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,0,test,1,3,40000.0,40000.0,31284.0,8716.0,8716.0,0.0,31284.0,0.0,0.0,0.007621937049010715,0.0,0.0,0.0,nan
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,0,test,2,3,40000.0,40000.0,31374.0,8626.0,8626.0,0.0,31374.0,0.0,0.0,0.005966639136415014,0.0,0.0,0.0,nan
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,1,train,0,1,40000.0,40000.0,17746.0,22254.0,22254.0,3.0,17743.0,0.00016905218077313197,4.818967455906448e-05,0.0063125401095275695,0.0,2.0,3.0,0.6666666666666666
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,1,train,0,2,40000.0,40000.0,17608.0,22392.0,22392.0,3.0,17605.0,0.00017037710131758292,4.8083087575330173e-05,0.006658480667624792,0.0,3.0,3.0,1.0
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,1,train,0,3,40000.0,40000.0,17742.0,22258.0,22258.0,3.0,17739.0,0.00016909029421711193,4.818657843168749e-05,0.006137684292718274,0.0,2.0,3.0,0.6666666666666666
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,1,train,1,2,40000.0,40000.0,17844.0,22156.0,22156.0,3.0,17841.0,0.00016812373907195696,4.826565416049939e-05,0.0069161877437016895,0.0,2.0,3.0,0.6666666666666666
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,1,train,1,3,40000.0,40000.0,17883.0,22117.0,22117.0,3.0,17880.0,0.00016775708773695687,4.8295957628346505e-05,0.008357696101011523,0.0,3.0,3.0,1.0
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,1,train,2,3,40000.0,40000.0,17697.0,22303.0,22303.0,3.0,17694.0,0.00016952025767079165,4.815177439288638e-05,0.006356979627907177,0.0,2.0,3.0,0.6666666666666666
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,1,test,0,1,40000.0,40000.0,31066.0,8934.0,8934.0,0.0,31066.0,0.0,0.0,0.005165970509039531,0.0,0.0,0.0,nan
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,1,test,0,2,40000.0,40000.0,31099.0,8901.0,8901.0,0.0,31099.0,0.0,0.0,0.005000093000699026,0.0,0.0,0.0,nan
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,1,test,0,3,40000.0,40000.0,31059.0,8941.0,8941.0,0.0,31059.0,0.0,0.0,0.0050691702563880805,0.0,0.0,0.0,nan
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,1,test,1,2,40000.0,40000.0,31414.0,8586.0,8586.0,0.0,31414.0,0.0,0.0,0.006299505201589643,0.0,0.0,0.0,nan
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,1,test,1,3,40000.0,40000.0,31404.0,8596.0,8596.0,0.0,31404.0,0.0,0.0,0.007559622037924576,0.0,0.0,0.0,nan
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,1,test,2,3,40000.0,40000.0,31366.0,8634.0,8634.0,0.0,31366.0,0.0,0.0,0.006193470248992924,0.0,0.0,0.0,nan
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,2,train,0,1,40000.0,40000.0,17747.0,22253.0,22253.0,3.0,17744.0,0.00016904265509663606,4.819044865307696e-05,0.0061952375431834645,0.0,3.0,3.0,1.0
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,2,train,0,2,40000.0,40000.0,17806.0,22194.0,22194.0,2.0,17804.0,0.00011232168931820734,3.215744284014535e-05,0.006883935262195837,0.0,1.0,2.0,0.5
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,2,train,0,3,40000.0,40000.0,17850.0,22150.0,22150.0,3.0,17847.0,0.0001680672268907563,4.8270313757039423e-05,0.006325637977576172,0.0,3.0,3.0,1.0
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,2,train,1,2,40000.0,40000.0,18013.0,21987.0,21987.0,2.0,18011.0,0.00011103092211180813,3.226482972236114e-05,0.006575198921083084,0.0,1.0,2.0,0.5
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,2,train,1,3,40000.0,40000.0,17951.0,22049.0,22049.0,5.0,17946.0,0.0002785360147067016,8.058147593031314e-05,0.008246329522119044,0.0,4.0,5.0,0.8
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,2,train,2,3,40000.0,40000.0,18009.0,21991.0,21991.0,2.0,18007.0,0.00011105558331945139,3.226274781823168e-05,0.006708665832058505,0.0,1.0,2.0,0.5
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,2,test,0,1,40000.0,40000.0,31126.0,8874.0,8874.0,0.0,31126.0,0.0,0.0,0.004939199918296328,0.0,0.0,0.0,nan
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,2,test,0,2,40000.0,40000.0,31216.0,8784.0,8784.0,0.0,31216.0,0.0,0.0,0.00492639315133027,0.0,0.0,0.0,nan
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,2,test,0,3,40000.0,40000.0,31183.0,8817.0,8817.0,0.0,31183.0,0.0,0.0,0.005059294830952361,0.0,0.0,0.0,nan
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,2,test,1,2,40000.0,40000.0,31285.0,8715.0,8715.0,0.0,31285.0,0.0,0.0,0.004926291937194565,0.0,0.0,0.0,nan
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,2,test,1,3,40000.0,40000.0,31393.0,8607.0,8607.0,0.0,31393.0,0.0,0.0,0.007046002847762383,0.0,0.0,0.0,nan
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,2,test,2,3,40000.0,40000.0,31361.0,8639.0,8639.0,0.0,31361.0,0.0,0.0,0.00594327268213881,0.0,0.0,0.0,nan
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,3,train,0,1,40000.0,40000.0,17960.0,22040.0,22040.0,1.0,17959.0,5.5679287305122496e-05,1.6118633139909736e-05,0.0055819039485135785,0.0,0.0,1.0,0.0
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,3,train,0,2,40000.0,40000.0,17878.0,22122.0,22122.0,2.0,17876.0,0.00011186933661483388,3.219471362802228e-05,0.006482500220738913,0.0,2.0,2.0,1.0
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,3,train,0,3,40000.0,40000.0,18012.0,21988.0,21988.0,1.0,18011.0,5.5518543193426606e-05,1.6132154610569787e-05,0.006136153516246066,0.0,0.0,1.0,0.0
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,3,train,1,2,40000.0,40000.0,18319.0,21681.0,21681.0,2.0,18317.0,0.00010917626507997162,3.242489583502213e-05,0.007306749375150871,0.0,0.0,2.0,0.0
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,3,train,1,3,40000.0,40000.0,18586.0,21414.0,21414.0,5.0,18581.0,0.00026901969224147205,8.141466115218029e-05,0.00795534040765145,0.0,5.0,5.0,1.0
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,3,train,2,3,40000.0,40000.0,18102.0,21898.0,21898.0,2.0,18100.0,0.00011048502927853276,3.2311221687291994e-05,0.007891235843748007,0.0,0.0,2.0,0.0
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,3,test,0,1,40000.0,40000.0,31176.0,8824.0,8824.0,0.0,31176.0,0.0,0.0,0.004851348207609382,0.0,0.0,0.0,nan
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,3,test,0,2,40000.0,40000.0,31116.0,8884.0,8884.0,0.0,31116.0,0.0,0.0,0.005304800749052797,0.0,0.0,0.0,nan
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,3,test,0,3,40000.0,40000.0,31086.0,8914.0,8914.0,0.0,31086.0,0.0,0.0,0.005096338939638901,0.0,0.0,0.0,nan
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,3,test,1,2,40000.0,40000.0,31635.0,8365.0,8365.0,0.0,31635.0,0.0,0.0,0.006658503888979272,0.0,0.0,0.0,nan
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,3,test,1,3,40000.0,40000.0,31384.0,8616.0,8616.0,0.0,31384.0,0.0,0.0,0.006944944418509385,0.0,0.0,0.0,nan
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,3,test,2,3,40000.0,40000.0,31651.0,8349.0,8349.0,0.0,31651.0,0.0,0.0,0.006472567667603293,0.0,0.0,0.0,nan
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,4,train,0,1,40000.0,40000.0,17690.0,22310.0,22310.0,2.0,17688.0,0.00011305822498586772,3.209757663296421e-05,0.005910158567455618,0.0,1.0,2.0,0.5
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,4,train,0,2,40000.0,40000.0,17660.0,22340.0,22340.0,1.0,17659.0,5.662514156285391e-05,1.6041065126724415e-05,0.00680017791276107,0.0,1.0,1.0,1.0
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,4,train,0,3,40000.0,40000.0,17863.0,22137.0,22137.0,2.0,17861.0,0.0001119632760454571,3.218694175772889e-05,0.0060121515567215025,0.0,1.0,2.0,0.5
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,4,train,1,2,40000.0,40000.0,17810.0,22190.0,22190.0,1.0,17809.0,5.614823133071308e-05,1.6079755587715066e-05,0.006888421535819699,0.0,1.0,1.0,1.0
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,4,train,1,3,40000.0,40000.0,18069.0,21931.0,21931.0,2.0,18067.0,0.00011068681166638995,3.229400461804266e-05,0.008071019199699329,0.0,1.0,2.0,0.5
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,4,train,2,3,40000.0,40000.0,17938.0,22062.0,22062.0,1.0,17937.0,5.574757498048835e-05,1.611291933872579e-05,0.0062151875103925,0.0,1.0,1.0,1.0
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,4,test,0,1,40000.0,40000.0,31051.0,8949.0,8949.0,0.0,31051.0,0.0,0.0,0.005285245888634072,0.0,0.0,0.0,nan
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,4,test,0,2,40000.0,40000.0,31224.0,8776.0,8776.0,0.0,31224.0,0.0,0.0,0.005010667409008636,0.0,0.0,0.0,nan
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,4,test,0,3,40000.0,40000.0,31055.0,8945.0,8945.0,0.0,31055.0,0.0,0.0,0.005459259326584987,0.0,0.0,0.0,nan
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,4,test,1,2,40000.0,40000.0,31303.0,8697.0,8697.0,0.0,31303.0,0.0,0.0,0.0058355564641742,0.0,0.0,0.0,nan
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,4,test,1,3,40000.0,40000.0,31383.0,8617.0,8617.0,0.0,31383.0,0.0,0.0,0.006855328122338307,0.0,0.0,0.0,nan
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,4,test,2,3,40000.0,40000.0,31699.0,8301.0,8301.0,0.0,31699.0,0.0,0.0,0.005105187281071277,0.0,0.0,0.0,nan
