trace,l1_fraction,l2_multiplier,cell,target,seed,iteration,policy,requested_tokens,requested_blocks,measured_requests,l1_avoided_tokens,l2_avoided_tokens,avoided_prefill_tokens,l2_present_unusable_tokens,attribution_measured_requests,fully_served_requests,beyond_prefix_tokens,beyond_prefix_blocks,l2_hit_tokens,l2_hit_blocks_checked,downstream_absent_tokens,downstream_absent_blocks,unexplained_states,unexplained_after_promotion,root_rejected_tokens,root_rejected_blocks,unusable_after_rejected_tokens,unusable_after_rejected_blocks,absent_rejected_tokens,absent_rejected_blocks,downstream_rejected_tokens,downstream_rejected_blocks,root_evicted_tokens,root_evicted_blocks,unusable_after_evicted_tokens,unusable_after_evicted_blocks,absent_evicted_tokens,absent_evicted_blocks,downstream_evicted_tokens,downstream_evicted_blocks,root_compulsory_tokens,root_compulsory_blocks,unusable_after_compulsory_tokens,unusable_after_compulsory_blocks,absent_compulsory_tokens,absent_compulsory_blocks,downstream_compulsory_tokens,downstream_compulsory_blocks,root_unexplained_tokens,root_unexplained_blocks,unusable_after_unexplained_tokens,unusable_after_unexplained_blocks,absent_unexplained_tokens,absent_unexplained_blocks,downstream_unexplained_tokens,downstream_unexplained_blocks,root_loss_tokens,unusable_tokens,decision_loss_tokens,absent_loss_tokens,perblock_decision_loss_tokens,attribution_partition_verified,requested_tokens_share_of_input,l1_avoided_tokens_share_of_input,l2_avoided_tokens_share_of_input,avoided_prefill_tokens_share_of_input,l2_present_unusable_tokens_share_of_input,beyond_prefix_tokens_share_of_input,l2_hit_tokens_share_of_input,downstream_absent_tokens_share_of_input,root_rejected_tokens_share_of_input,unusable_after_rejected_tokens_share_of_input,absent_rejected_tokens_share_of_input,downstream_rejected_tokens_share_of_input,root_evicted_tokens_share_of_input,unusable_after_evicted_tokens_share_of_input,absent_evicted_tokens_share_of_input,downstream_evicted_tokens_share_of_input,root_compulsory_tokens_share_of_input,unusable_after_compulsory_tokens_share_of_input,absent_compulsory_tokens_share_of_input,downstream_compulsory_tokens_share_of_input,root_unexplained_tokens_share_of_input,unusable_after_unexplained_tokens_share_of_input,absent_unexplained_tokens_share_of_input,downstream_unexplained_tokens_share_of_input,root_loss_tokens_share_of_input,unusable_tokens_share_of_input,decision_loss_tokens_share_of_input,absent_loss_tokens_share_of_input,perblock_decision_loss_tokens_share_of_input,published_pi0_loss_reference_status
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,0,2,pi2,58742117,117184,5183,3218284,8692195,11910479,1298944,5183,18,55523833,110893,8692195,16979,42979492,86212,0,0,209529,411,228864,447,853029,1675,643500,1264,684809,1341,1070080,2090,9641037,18843,8956228,17502,1658864,3413,0,0,35038628,70859,33379764,67446,0,0,0,0,0,0,0,0,2553202,1298944,2193282,45532694,11793010,True,1.0,0.0547866533308631,0.14797211002797192,0.20275876335883503,0.02211265215382006,0.9452133466691369,0.14797211002797192,0.7316639950174081,0.0035669296698993672,0.0038960802178784264,0.014521591041739269,0.010954661371839902,0.01165788764473708,0.018216571935941634,0.16412477950020085,0.15246689185546378,0.02823977215530043,0.0,0.5964822139454048,0.5682424417901044,0.0,0.0,0.0,0.0,0.04346458946993688,0.02211265215382006,0.03733746946845651,0.7751285844873449,0.20075902269576018,not_applicable_to_updated_policy
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,0,3,pi3,58742117,117184,5183,3218284,8809388,12027672,1114928,5183,23,55523833,110893,8809388,17209,43050415,86344,0,0,82944,162,87552,171,366840,717,283896,555,817462,1601,1027376,2009,10194049,19928,9376587,18327,1648696,3397,0,0,35038628,70859,33389932,67462,0,0,0,0,0,0,0,0,2549102,1114928,2015334,45599517,11675817,True,1.0,0.0547866533308631,0.14996715218826723,0.20475380551913033,0.018980044590493735,0.9452133466691369,0.14996715218826723,0.7328713570197002,0.0014120022266136578,0.001490446794758861,0.0062449230421845366,0.004832920815570879,0.013916114054929277,0.017489597795734873,0.1735390129027866,0.15962289884785733,0.028066676589132804,0.0,0.5964822139454048,0.568415537356272,0.0,0.0,0.0,0.0,0.043394792870675734,0.018980044590493735,0.03430816087203667,0.7762661498903759,0.19876398053546487,not_applicable_to_updated_policy
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,4,0,pi0,58742117,117184,5183,3218284,9328986,12547270,873591,5183,22,55523833,110893,9328986,18224,42786477,85801,0,0,5303,12,19968,39,17252,38,11949,26,779964,1532,853623,1668,10265376,20065,9485412,18533,1749512,3617,0,0,35038628,70859,33289116,67242,0,0,0,0,0,0,0,0,2534779,873591,1658858,45321256,11156219,True,1.0,0.0547866533308631,0.15881256033043548,0.21359921366129858,0.014871629498814284,0.9452133466691369,0.15881256033043548,0.728378192430484,9.027594289800621e-05,0.00033992646196254726,0.00029369047084224084,0.00020341452794423462,0.013277764572223367,0.014531703036851737,0.1747532524236401,0.16147548785141672,0.02978292389428185,0.0,0.5964822139454048,0.566699290051123,0.0,0.0,0.0,0.0,0.04315096440940322,0.014871629498814284,0.028239670013935656,0.7715291568398871,0.18991857239329663,matched
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,4,1,pi1,58742117,117184,5183,3218284,9502935,12721219,886272,5183,22,55523833,110893,9502935,18563,42599259,85438,0,0,36074,74,61952,121,497672,980,461598,906,733465,1440,824320,1610,9598326,18760,8864861,17320,1765828,3647,0,0,35038628,70859,33272800,67212,0,0,0,0,0,0,0,0,2535367,886272,1655811,45134626,10982270,True,1.0,0.0547866533308631,0.16177379170723452,0.21656044503809763,0.01508750527326075,0.9452133466691369,0.16177379170723452,0.7251910754254907,0.0006141079321332597,0.001054643638396621,0.00847214954816831,0.00785804161603505,0.012486186018798062,0.01403286163486413,0.16339768619506853,0.15091150017627045,0.030060680312219597,0.0,0.5964822139454048,0.5664215336331851,0.0,0.0,0.0,0.0,0.043160974263150916,0.01508750527326075,0.028187799224192074,0.7683520496886417,0.18695734101649758,not_applicable_to_updated_policy
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,4,2,pi2,58742117,117184,5183,3218284,9571285,12789569,896512,5183,32,55523833,110893,9571285,18702,42523684,85289,0,0,34109,67,70144,137,465054,910,430945,843,729078,1430,826368,1614,9552354,18671,8823276,17241,1769165,3654,0,0,35038628,70859,33269463,67205,0,0,0,0,0,0,0,0,2532352,896512,1659699,45056036,10913920,True,1.0,0.0547866533308631,0.1629373520876001,0.2177240054184632,0.015261826535805647,0.9452133466691369,0.1629373520876001,0.7239045198183783,0.0005806566351702987,0.0011941006484325377,0.007916875042143954,0.007336218406973654,0.012411503657588642,0.014067725887373109,0.1626150790581824,0.15020357540059376,0.030117487934593845,0.0,0.5964822139454048,0.566364726010811,0.0,0.0,0.0,0.0,0.04310964822735279,0.015261826535805647,0.02825398682856459,0.7670141680457312,0.185793780636132,not_applicable_to_updated_policy
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,4,3,pi3,58742117,117184,5183,3218284,9454565,12672849,995840,5183,20,55523833,110893,9454565,18469,42536674,85316,0,0,50837,103,111104,217,665570,1309,614733,1206,723080,1418,884736,1728,9369230,18311,8646150,16893,1762837,3642,0,0,35038628,70859,33275791,67217,0,0,0,0,0,0,0,0,2536754,995840,1769757,45073428,11030640,True,1.0,0.0547866533308631,0.16095036207156102,0.21573701540242413,0.016952742782491138,0.9452133466691369,0.16095036207156102,0.7241256558731106,0.00086542676015575,0.001891385698612122,0.01133037135859438,0.010464944598438629,0.012309396339937833,0.015061357083879016,0.15949765651108555,0.14718826017114772,0.030009762841880554,0.0,0.5964822139454048,0.5664724511035243,0.0,0.0,0.0,0.0,0.043184585941974135,0.016952742782491138,0.030127565882584723,0.7673102418150848,0.18778077065217108,not_applicable_to_updated_policy
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,1,0,pi0,58742117,117184,5183,3218284,9299689,12517973,931840,5183,16,55523833,110893,9299689,18165,42759176,85741,0,0,6261,17,512,1,11693,33,5432,16,741425,1456,931328,1819,10241983,20016,9500558,18560,1785442,3694,0,0,35038628,70859,33253186,67165,0,0,0,0,0,0,0,0,2533128,931840,1679526,45292304,11185516,True,1.0,0.0547866533308631,0.15831382106981265,0.21310047440067575,0.01586323489158554,0.9452133466691369,0.15831382106981265,0.7279134321972087,0.00010658451413999941,8.716063127244801e-06,0.00019905649638061223,9.247198224061281e-05,0.012621693562729446,0.015854518828458293,0.17435502026595331,0.16173332670322385,0.03039458043366057,0.0,0.5964822139454048,0.5660876335117442,0.0,0.0,0.0,0.0,0.043122858510530014,0.01586323489158554,0.028591512968454986,0.7710362907077387,0.19041731165391945,matched
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,1,1,pi1,58742117,117184,5183,3218284,8906321,12124605,927643,5183,25,55523833,110893,8906321,17399,43140237,86520,0,0,140288,274,129054,253,786944,1537,646656,1263,764386,1496,798589,1563,9864297,19282,9099911,17786,1644958,3388,0,0,35038628,70859,33393670,67471,0,0,0,0,0,0,0,0,2549632,927643,1832317,45689869,11578884,True,1.0,0.0547866533308631,0.15161729700684776,0.20640395033771083,0.015791787006927245,0.9452133466691369,0.15161729700684776,0.7344004472974646,0.0023882012968650754,0.0021969586148895518,0.01339658902657526,0.011008387729710184,0.013012571542152625,0.013594828392037692,0.16792545968338185,0.15491288814122922,0.028003042518879598,0.0,0.5964822139454048,0.5684791714265252,0.0,0.0,0.0,0.0,0.0434038153578973,0.015791787006927245,0.031192559845944948,0.777804262655362,0.19711383571688437,not_applicable_to_updated_policy
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,1,2,pi2,58742117,117184,5183,3218284,8627816,11846100,1283072,5183,16,55523833,110893,8627816,16852,43059619,86368,0,0,234350,460,189440,370,1007840,1976,773490,1516,659557,1293,1093632,2136,9566477,18700,8906920,17407,1659419,3414,0,0,35038628,70859,33379209,67445,0,0,0,0,0,0,0,0,2553326,1283072,2176979,45612945,11857389,True,1.0,0.0547866533308631,0.14687615020752487,0.20166280353838797,0.02184245419687547,0.9452133466691369,0.14687615020752487,0.7330280418732611,0.00398947147240199,0.0032249433570805766,0.017157025512035937,0.013167554039633949,0.011228008687531639,0.018617510839794894,0.16285550280729583,0.1516274941197642,0.028249220231541878,0.0,0.5964822139454048,0.5682329937138629,0.0,0.0,0.0,0.0,0.04346670039147551,0.02184245419687547,0.0370599343568091,0.7764947422647366,0.20185498251620723,not_applicable_to_updated_policy
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,1,3,pi3,58742117,117184,5183,3218284,8848093,12066377,1035737,5183,22,55523833,110893,8848093,17285,43088663,86422,0,0,202328,396,123151,241,884433,1729,682105,1333,702000,1374,912586,1784,9716942,18995,9014942,17621,1647012,3391,0,0,35038628,70859,33391616,67468,0,0,0,0,0,0,0,0,2551340,1035737,1940065,45640003,11637112,True,1.0,0.0547866533308631,0.1506260491088532,0.2054127024397163,0.017631931787545213,0.9452133466691369,0.1506260491088532,0.7335224741730026,0.0034443430086116915,0.002096468535514306,0.015056198944958011,0.011611855936346319,0.011950539678370802,0.015535463252030906,0.16541695288237568,0.1534664132040049,0.02803800891275335,0.0,0.5964822139454048,0.5684442050326515,0.0,0.0,0.0,0.0,0.04343289159973584,0.017631931787545213,0.0330268144745277,0.7769553657727385,0.1981050836148789,not_applicable_to_updated_policy
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,2,0,pi0,58742117,117184,5183,3218284,9157836,12376120,1055232,5183,15,55523833,110893,9157836,17887,42775715,85777,0,0,5020,15,0,0,10267,29,5247,14,748083,1468,1055232,2061,10261870,20057,9513787,18589,1781947,3685,0,0,35038628,70859,33256681,67174,0,0,0,0,0,0,0,0,2535050,1055232,1808335,45310765,11327369,True,1.0,0.0547866533308631,0.15589897790030277,0.21068563123116588,0.017963806105251535,0.9452133466691369,0.15589897790030277,0.7281949848692039,8.5458275192908e-05,0.0,0.00017478089868637182,8.932262349346382e-05,0.01273503643050522,0.017963806105251535,0.1746935678194914,0.1619585313889862,0.03033508308868065,0.0,0.5964822139454048,0.5661471308567242,0.0,0.0,0.0,0.0,0.04315557779437878,0.017963806105251535,0.030784300810949662,0.7713505626635826,0.19283215482342933,matched
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,2,1,pi1,58742117,117184,5183,3218284,8993638,12211922,903030,5183,25,55523833,110893,8993638,17569,43076587,86397,0,0,143872,281,160460,314,825458,1613,681586,1332,756225,1480,742570,1455,9763079,19083,9006854,17603,1650481,3397,0,0,35038628,70859,33388147,67462,0,0,0,0,0,0,0,0,2550578,903030,1803127,45627165,11491567,True,1.0,0.0547866533308631,0.15310374326481968,0.20789039659568279,0.015372786105070065,0.9452133466691369,0.15310374326481968,0.7333168976528374,0.002449213738755789,0.0027316005652298844,0.014052234447049295,0.011603020708293506,0.012873642262501367,0.01264118553984018,0.16620236890679305,0.1533287266442917,0.02809706364515259,0.0,0.5964822139454048,0.5683851503002522,0.0,0.0,0.0,0.0,0.043419919646409746,0.015372786105070065,0.03069564210632722,0.7767368172992472,0.19562738945891242,not_applicable_to_updated_policy
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,2,2,pi2,58742117,117184,5183,3218284,8715497,11933781,1159372,5183,16,55523833,110893,8715497,17024,43094594,86437,0,0,161022,317,95232,186,691877,1361,530855,1044,737160,1443,1064140,2079,9918459,19384,9181299,17941,1656188,3407,0,0,35038628,70859,33382440,67452,0,0,0,0,0,0,0,0,2554370,1159372,2057554,45648964,11769708,True,1.0,0.0547866533308631,0.14836879304162634,0.20315544637248945,0.01973663972648449,0.9452133466691369,0.14836879304162634,0.7336234409120802,0.002741167806396899,0.001621187741667533,0.011778210172438967,0.009037042366042069,0.012549088075937066,0.01811545198481696,0.16884748978318231,0.15629840170724524,0.02819421710661194,0.0,0.5964822139454048,0.5682879968387928,0.0,0.0,0.0,0.0,0.0434844729889459,0.01973663972648449,0.035026895608818456,0.7771079139010261,0.20036233968210576,not_applicable_to_updated_policy
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,2,3,pi3,58742117,117184,5183,3218284,8725992,11944276,1213834,5183,22,55523833,110893,8725992,17046,43032570,86312,0,0,180224,352,151569,297,675840,1320,495616,968,724686,1419,1062265,2077,9869539,19294,9144853,17875,1646527,3390,0,0,35038628,70859,33392101,67469,0,0,0,0,0,0,0,0,2551437,1213834,2118744,45584007,11759213,True,1.0,0.0547866533308631,0.14854745531217406,0.20333410864303716,0.020663776894523568,0.9452133466691369,0.14854745531217406,0.7325675715773062,0.00306805422079017,0.002580244086197983,0.011505203327963138,0.008437149107172968,0.012336736178575246,0.018083532808325583,0.16801469718907133,0.1556779610104961,0.02802975248576758,0.0,0.5964822139454048,0.5684524614596372,0.0,0.0,0.0,0.0,0.043434542885132994,0.020663776894523568,0.036068567293888985,0.7760021144624393,0.20018367741155804,not_applicable_to_updated_policy
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,3,0,pi0,58742117,117184,5183,3218284,9188835,12407119,1019392,5183,18,55523833,110893,9188835,17949,42782878,85788,0,0,6128,17,512,1,11048,32,4920,15,737696,1447,1018880,1990,10265930,20062,9528234,18615,1788904,3701,0,0,35038628,70859,33249724,67158,0,0,0,0,0,0,0,0,2532728,1019392,1763216,45315606,11296370,True,1.0,0.0547866533308631,0.15642669126139938,0.2112133445922625,0.0173536816863444,0.9452133466691369,0.15642669126139938,0.7283169246351813,0.00010432038055421121,8.716063127244801e-06,0.00018807629966757924,8.375591911336802e-05,0.0125582127045234,0.017344965623217155,0.17476268347632073,0.16220447077179734,0.030453516001134245,0.0,0.5964822139454048,0.5660286979442706,0.0,0.0,0.0,0.0,0.04311604908621186,0.0173536816863444,0.03001621477142201,0.7714329737213931,0.19230444146233272,matched
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,3,1,pi1,58742117,117184,5183,3218284,8978851,12197135,871533,5183,24,55523833,110893,8978851,17541,43123627,86488,0,0,183613,359,183099,358,1202102,2349,1018489,1990,718552,1407,688434,1347,9432719,18439,8714167,17032,1647657,3393,0,0,35038628,70859,33390971,67466,0,0,0,0,0,0,0,0,2549822,871533,1773698,45673449,11506354,True,1.0,0.0547866533308631,0.1528520158713381,0.2076386692022012,0.01483659501069735,0.9452133466691369,0.1528520158713381,0.734117685952653,0.0031257470683257807,0.003116996958076945,0.020464056479271932,0.017338309410946152,0.012232313656656262,0.011719598052620406,0.1605784653624247,0.14834615170576845,0.02804898910946638,0.0,0.5964822139454048,0.5684332248359384,0.0,0.0,0.0,0.0,0.04340704983444842,0.01483659501069735,0.030194655735679393,0.7775247357871015,0.195879116852394,not_applicable_to_updated_policy
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,3,2,pi2,58742117,117184,5183,3218284,8774229,11992513,1234944,5183,19,55523833,110893,8774229,17140,42962964,86177,0,0,123009,242,79872,156,556647,1096,433638,854,768143,1503,1155072,2256,9919385,19386,9151242,17883,1660544,3419,0,0,35038628,70859,33378084,67440,0,0,0,0,0,0,0,0,2551696,1234944,2126096,45514660,11710976,True,1.0,0.0547866533308631,0.14936862081426178,0.20415527414512488,0.02102314426291446,0.9452133466691369,0.14936862081426178,0.7313826296045817,0.002094051189881359,0.001359705847850189,0.009476114046077025,0.0073820628561956664,0.013076529060060944,0.019663438415064273,0.16886325360047885,0.15578672454041792,0.028268371737436702,0.0,0.5964822139454048,0.5682138422079681,0.0,0.0,0.0,0.0,0.043438951987379,0.02102314426291446,0.03619372451285676,0.7748215815919607,0.19936251190947032,not_applicable_to_updated_policy
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,3,3,pi3,58742117,117184,5183,3218284,8833070,12051354,1074999,5183,21,55523833,110893,8833070,17255,43064384,86374,0,0,165386,324,213307,417,711176,1391,545790,1067,737918,1444,861692,1685,9865960,19286,9128042,17842,1648076,3394,0,0,35038628,70859,33390552,67465,0,0,0,0,0,0,0,0,2551380,1074999,1978303,45615764,11652135,True,1.0,0.0547866533308631,0.1503703041550239,0.205156957485887,0.018300310831494207,0.9452133466691369,0.1503703041550239,0.7331091591404512,0.0028154586257080247,0.0036312446825843884,0.012106747872229392,0.009291289246521367,0.01256199193501998,0.014669066148909818,0.16795376986498461,0.15539177792996464,0.028056121981439655,0.0,0.5964822139454048,0.5684260919639651,0.0,0.0,0.0,0.0,0.043433572542167655,0.018300310831494207,0.033677761392222214,0.7765427316826188,0.1983608285687082,not_applicable_to_updated_policy
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,4,0,pi0,58742117,117184,5183,3218284,9288088,12506372,926208,5183,17,55523833,110893,9288088,18143,42775357,85775,0,0,6241,18,0,0,11958,34,5717,16,741663,1454,926208,1809,10258951,20048,9517288,18594,1786276,3694,0,0,35038628,70859,33252352,67165,0,0,0,0,0,0,0,0,2534180,926208,1674112,45309537,11197117,True,1.0,0.0547866533308631,0.1581163307410252,0.21290298407188832,0.015767358197185846,0.9452133466691369,0.1581163307410252,0.728188890434439,0.00010624404292409141,0.0,0.00020356773999139323,9.732369706730182e-05,0.012625745170198752,0.015767358197185846,0.17464387604552964,0.1620181308753309,0.030408778083363935,0.0,0.5964822139454048,0.5660734358620408,0.0,0.0,0.0,0.0,0.043140767296486776,0.015767358197185846,0.028499347410308688,0.7713296577309259,0.1906148019827069,matched
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,4,1,pi1,58742117,117184,5183,3218284,8969062,12187346,866123,5183,25,55523833,110893,8969062,17521,43138339,86518,0,0,179600,351,121863,239,1149840,2246,970240,1895,723057,1415,744260,1457,9500180,18571,8777123,17156,1647652,3392,0,0,35038628,70859,33390976,67467,0,0,0,0,0,0,0,0,2550309,866123,1768780,45688648,11516143,True,1.0,0.0547866533308631,0.15268537223471193,0.20747202556557504,0.014744497546794235,0.9452133466691369,0.15268537223471193,0.734368136579075,0.0030574315188538403,0.0020745421892098305,0.019574371144982738,0.016516939626128897,0.012309004798039539,0.012669955357584405,0.1617268917972432,0.14941788699920366,0.028048903991662405,0.0,0.5964822139454048,0.5684333099537424,0.0,0.0,0.0,0.0,0.04341534030855578,0.014744497546794235,0.030110933863687617,0.7777834768876307,0.19604576048902017,not_applicable_to_updated_policy
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,4,2,pi2,58742117,117184,5183,3218284,8639255,11857539,1297408,5183,17,55523833,110893,8639255,16875,43035345,86318,0,0,115352,227,99328,194,452189,893,336837,666,779273,1527,1198080,2340,10096353,19732,9317080,18205,1657200,3412,0,0,35038628,70859,33381428,67447,0,0,0,0,0,0,0,0,2551825,1297408,2192033,45587170,11845950,True,1.0,0.0547866533308631,0.14707088271946345,0.20185753605032655,0.022086503964438325,0.9452133466691369,0.14707088271946345,0.7326148119585135,0.001963701784870981,0.0016909162466854915,0.007697866932511132,0.00573416514764015,0.013266001291713746,0.020395587717752836,0.1718758791073192,0.15860987781560545,0.028211444950136885,0.0,0.5964822139454048,0.568270768995268,0.0,0.0,0.0,0.0,0.04344114802672161,0.022086503964438325,0.03731620704102305,0.7760559599852351,0.20166025000426865,not_applicable_to_updated_policy
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,4,3,pi3,58742117,117184,5183,3218284,8857134,12075418,1039225,5183,21,55523833,110893,8857134,17302,43076000,86397,0,0,132213,259,122880,240,659016,1289,526803,1030,770067,1507,916345,1792,9929830,19411,9159763,17904,1649194,3396,0,0,35038628,70859,33389434,67463,0,0,0,0,0,0,0,0,2551474,1039225,1941505,45627474,11628071,True,1.0,0.0547866533308631,0.1507799591220044,0.2055666124528675,0.01769130996759957,0.9452133466691369,0.1507799591220044,0.7333069048226505,0.0022507360434422204,0.002091855150538752,0.011218798941141328,0.008968062897699107,0.013109282391031294,0.015599454817060815,0.1690410646929868,0.1559317823019555,0.02807515432240891,0.0,0.5964822139454048,0.5684070596229959,0.0,0.0,0.0,0.0,0.043435172756882426,0.01769130996759957,0.03305132840207308,0.776742077579533,0.1979511736017277,not_applicable_to_updated_policy
conversation_trace,0.02,1.0,"l1=0.02,l2x1",next_use,0,0,pi0,58742117,117184,5183,4770907,5844880,10615787,1031680,5183,26,53971210,107855,5844880,11416,44552953,89267,0,0,237729,466,46080,90,4346273,8496,4108544,8030,626059,1225,985600,1925,7709749,15069,7083690,13844,1677909,3466,0,0,35038628,70859,33360719,67393,0,0,0,0,0,0,0,0,2541697,1031680,1895468,47094650,13087702,True,1.0,0.08121782536369944,0.09950067002181756,0.18071849538551701,0.017562867201398276,0.9187821746363005,0.09950067002181756,0.7584499040100989,0.004046994084329647,0.0007844456814520321,0.07398904264890556,0.0699420485645759,0.01065775344800733,0.016778421519946244,0.13124738081877438,0.12058962737076705,0.028563985870648824,0.0,0.5964822139454048,0.567918228074756,0.0,0.0,0.0,0.0,0.0432687334029858,0.017562867201398276,0.03226761473373525,0.8017186374130847,0.2227992906690782,unavailable_for_cell
conversation_trace,0.02,1.0,"l1=0.02,l2x1",next_use,0,1,pi1,58742117,117184,5183,4770907,6239120,11010027,760832,5183,26,53971210,107855,6239120,12186,44427778,89026,0,0,483250,945,95744,187,5182075,10130,4698825,9185,387641,759,665088,1299,6750555,13194,6362914,12435,1672589,3453,0,0,35038628,70859,33366039,67406,0,0,0,0,0,0,0,0,2543480,760832,1631723,46971258,12693462,True,1.0,0.08121782536369944,0.10621203862979606,0.1874298639934955,0.012952069807085775,0.9187821746363005,0.10621203862979606,0.7563189797875347,0.008226635754377052,0.0016299038047947777,0.08821736880882247,0.07999073305444541,0.006599030130289652,0.011322166002290997,0.11491848344519147,0.10831945331490181,0.028473420527217293,0.0,0.5964822139454048,0.5680087934181876,0.0,0.0,0.0,0.0,0.043299086411884,0.012952069807085775,0.02777773569175248,0.7996180661994188,0.2160879220610997,not_applicable_to_updated_policy
conversation_trace,0.02,1.0,"l1=0.02,l2x1",next_use,0,2,pi2,58742117,117184,5183,4770907,6176144,10947051,810488,5183,26,53971210,107855,6176144,12063,44440574,89052,0,0,499770,978,58368,114,5892704,11517,5392934,10539,373169,730,752120,1469,6053246,11833,5680077,11103,1671065,3449,0,0,35038628,70859,33367563,67410,0,0,0,0,0,0,0,0,2544004,810488,1683427,46984578,12756438,True,1.0,0.08121782536369944,0.10513996286514495,0.18635778822884438,0.013797391741942158,0.9187821746363005,0.10513996286514495,0.7565368132714727,0.00850786497871706,0.0009936311965059073,0.10031480479329677,0.09180693981457971,0.006352665158458623,0.012803760545436249,0.10304780129051189,0.09669513613205326,0.028447476620565106,0.0,0.5964822139454048,0.5680347373248397,0.0,0.0,0.0,0.0,0.04330800675774079,0.013797391741942158,0.02865792187911784,0.7998448200292134,0.21715999782575082,not_applicable_to_updated_policy
conversation_trace,0.02,1.0,"l1=0.02,l2x1",next_use,0,3,pi3,58742117,117184,5183,4770907,6152592,10923499,845824,5183,26,53971210,107855,6152592,12017,44429225,89029,0,0,511026,1000,101888,199,5798884,11335,5287858,10335,358321,701,743936,1453,6135282,11992,5776961,11291,1674222,3456,0,0,35038628,70859,33364406,67403,0,0,0,0,0,0,0,0,2543569,845824,1715171,46972794,12779990,True,1.0,0.08121782536369944,0.10473902396129169,0.18595684932499112,0.014398936286208412,0.9187821746363005,0.10473902396129169,0.7563436128800056,0.008699482179030082,0.0017344965623217155,0.09871765431947235,0.09001817214044226,0.006099899327768524,0.012664439723886697,0.10444434612392332,0.0983444467961548,0.02850122000199618,0.0,0.5964822139454048,0.5679809939434086,0.0,0.0,0.0,0.0,0.043300601508794785,0.014398936286208412,0.02919831779300702,0.7996442143888005,0.21756093672960408,not_applicable_to_updated_policy
conversation_trace,0.02,1.0,"l1=0.02,l2x1",next_use,1,0,pi0,58742117,117184,5183,4770907,5920656,10691563,939520,5183,26,53971210,107855,5920656,11564,44568113,89299,0,0,256224,502,48128,94,4352574,8510,4096350,8008,614147,1201,891392,1741,7719832,15087,7105685,13886,1672550,3454,0,0,35038628,70859,33366078,67405,0,0,0,0,0,0,0,0,2542921,939520,1809891,47111034,13011926,True,1.0,0.08121782536369944,0.1007906473646498,0.18200847272834925,0.01599397583849421,0.9187821746363005,0.1007906473646498,0.7587079811917572,0.00436184484124057,0.0008193099339610113,0.07409630810547738,0.0697344632642368,0.010454968791812526,0.015174665904533199,0.1314190293822744,0.12096406059046187,0.028472756608346275,0.0,0.5964822139454048,0.5680094573370585,0.0,0.0,0.0,0.0,0.04328957024139937,0.01599397583849421,0.030810789471547306,0.8019975514331565,0.22150931332624596,unavailable_for_cell
conversation_trace,0.02,1.0,"l1=0.02,l2x1",next_use,1,1,pi1,58742117,117184,5183,4770907,6071696,10842603,908800,5183,26,53971210,107855,6071696,11859,44447447,89064,0,0,464818,909,106496,208,4587139,8967,4122321,8058,402481,788,802304,1567,7364947,14395,6962466,13607,1675968,3460,0,0,35038628,70859,33362660,67399,0,0,0,0,0,0,0,0,2543267,908800,1776099,46990714,12860886,True,1.0,0.08121782536369944,0.10336188598718701,0.18457971135088644,0.015471012050859522,0.9187821746363005,0.10336188598718701,0.7566538162048194,0.007912857481796239,0.0018129411304669187,0.07808943964345037,0.07017658216165414,0.006851659772493388,0.013658070920392604,0.12537762300939886,0.11852596323690548,0.028530943139144952,0.0,0.5964822139454048,0.5679512708062598,0.0,0.0,0.0,0.0,0.04329546039343458,0.015471012050859522,0.03023552930514915,0.799949276598254,0.21893807470370877,not_applicable_to_updated_policy
