trace,l1_fraction,l2_multiplier,cell,target,seed,iteration,policy,l1_policy,l1_capacity_bytes,l2_policy,l2_capacity_bytes,hit_model,closure,measured_requests,requested_tokens,requested_blocks,avoided_prefill_tokens,l1_avoided_tokens,l2_avoided_tokens,l1_hit_blocks,l2_hit_blocks,l2_present_unusable_blocks,l2_present_unusable_tokens,l1_evictions,l2_admissions,l2_rejections,l2_evictions,l2_ancestor_copy_bytes,l2_byte_seconds,l2_already_held,offline_tiebreak,l2_eviction,l2_sample_width,l2_seed,l2_arm,l2_decisions,l2_byte_seconds_depth_1,l2_avoided_tokens_depth_1,l2_admitted_bytes_depth_1,l2_byte_seconds_depth_2-3,l2_avoided_tokens_depth_2-3,l2_admitted_bytes_depth_2-3,l2_byte_seconds_depth_4-7,l2_avoided_tokens_depth_4-7,l2_admitted_bytes_depth_4-7,l2_byte_seconds_depth_8-15,l2_avoided_tokens_depth_8-15,l2_admitted_bytes_depth_8-15,l2_byte_seconds_depth_16-31,l2_avoided_tokens_depth_16-31,l2_admitted_bytes_depth_16-31,l2_byte_seconds_depth_32-63,l2_avoided_tokens_depth_32-63,l2_admitted_bytes_depth_32-63,l2_byte_seconds_depth_64+,l2_avoided_tokens_depth_64+,l2_admitted_bytes_depth_64+,label_window_measured_requests,label_window_requested_tokens,label_window_requested_blocks,label_window_l1_avoided_tokens,label_window_l2_avoided_tokens,label_window_avoided_prefill_tokens,label_window_l2_hit_blocks,label_window_present_unusable_tokens,label_window_present_unusable_blocks,replay_seconds,attribution_measured_requests,fully_served_requests,beyond_prefix_tokens,beyond_prefix_blocks,l2_hit_tokens,l2_hit_blocks_checked,downstream_absent_tokens,downstream_absent_blocks,unexplained_states,unexplained_after_promotion,root_rejected_tokens,root_rejected_blocks,unusable_after_rejected_tokens,unusable_after_rejected_blocks,absent_rejected_tokens,absent_rejected_blocks,downstream_rejected_tokens,downstream_rejected_blocks,root_evicted_tokens,root_evicted_blocks,unusable_after_evicted_tokens,unusable_after_evicted_blocks,absent_evicted_tokens,absent_evicted_blocks,downstream_evicted_tokens,downstream_evicted_blocks,root_compulsory_tokens,root_compulsory_blocks,unusable_after_compulsory_tokens,unusable_after_compulsory_blocks,absent_compulsory_tokens,absent_compulsory_blocks,downstream_compulsory_tokens,downstream_compulsory_blocks,root_unexplained_tokens,root_unexplained_blocks,unusable_after_unexplained_tokens,unusable_after_unexplained_blocks,absent_unexplained_tokens,absent_unexplained_blocks,downstream_unexplained_tokens,downstream_unexplained_blocks,root_loss_tokens,unusable_tokens,decision_loss_tokens,absent_loss_tokens,perblock_decision_loss_tokens,attribution_partition_verified,requested_tokens_share_of_input,l1_avoided_tokens_share_of_input,l2_avoided_tokens_share_of_input,avoided_prefill_tokens_share_of_input,l2_present_unusable_tokens_share_of_input,beyond_prefix_tokens_share_of_input,l2_hit_tokens_share_of_input,downstream_absent_tokens_share_of_input,root_rejected_tokens_share_of_input,unusable_after_rejected_tokens_share_of_input,absent_rejected_tokens_share_of_input,downstream_rejected_tokens_share_of_input,root_evicted_tokens_share_of_input,unusable_after_evicted_tokens_share_of_input,absent_evicted_tokens_share_of_input,downstream_evicted_tokens_share_of_input,root_compulsory_tokens_share_of_input,unusable_after_compulsory_tokens_share_of_input,absent_compulsory_tokens_share_of_input,downstream_compulsory_tokens_share_of_input,root_unexplained_tokens_share_of_input,unusable_after_unexplained_tokens_share_of_input,absent_unexplained_tokens_share_of_input,downstream_unexplained_tokens_share_of_input,root_loss_tokens_share_of_input,unusable_tokens_share_of_input,decision_loss_tokens_share_of_input,absent_loss_tokens_share_of_input,perblock_decision_loss_tokens_share_of_input,published_pi0_loss_reference_status,removal_rejections,removal_rejections_window,removal_promotions,resident_evictions,resident_evictions_window,evictions_with_orphans,evictions_with_orphans_window,share_evictions_with_orphans,share_evictions_with_orphans_window,orphaned_blocks,orphaned_blocks_window,orphaned_bytes,orphaned_bytes_window,orphaned_blocks_per_eviction
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,4,3,pi3,lru,464360509,learned,1857442038,tree,union,5183,58742117,117184,4564510,2662942,1901568,5203,3714,1830,936643,275832,88647,187185,71451,0,2624072359358.4634,0,prefix_first,sampled,16,4,onpolicy,258636,0.0,0,0,154936732846.07996,168960,2287013888,276654884306.94403,268800,3860860928,453011251607.5517,407552,5994332160,628790298632.192,404480,7395043328,612818893000.7037,330240,6014048256,497860298964.9921,321536,4689776640,2960,32962016,65773,1517568,1092608,2610176,2134,629760,1230,54.04944038391113,5183,3,56079175,111981,1901568,3714,50655013,101257,0,0,776006,1518,99523,195,12651366,24723,11875360,23205,324607,635,837120,1635,5550970,10855,5226363,10220,1485338,3027,0,0,35038628,70859,33553290,67832,0,0,0,0,0,0,0,0,2585951,936643,2037256,53240964,19138979,True,1.0,0.045332755031624074,0.03237145845458719,0.07770421348621126,0.015944999054085845,0.954667244968376,0.03237145845458719,0.8623286933972775,0.013210385318595174,0.0016942358410405945,0.21537129824585655,0.20216091292726138,0.0055259669991124085,0.01425076321304525,0.09449727526844155,0.08897130826932914,0.02528574174471785,0.0,0.5964822139454048,0.5711964722006869,0.0,0.0,0.0,0.0,0.04402209406242543,0.015944999054085845,0.03468135137179343,0.9063507874597029,0.32581357256838395,not_applicable_to_updated_policy,187185,82227,15424,71451,24206,28489,8438,0.39872080166827617,0.34859125836569443,200184,43041,208944521216,44949624832,2.801696267372045
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,0,0,pi0,lru,464360509,learned,1857442038,tree,union,5183,58742117,117184,5823006,2662942,3160064,5203,6172,1546,791235,275832,98123,177709,76782,0,2624135049519.104,0,prefix_first,sampled,16,0,onpolicy,254491,0.0,0,0,267249802876.92798,421376,3616161792,384197296377.85596,532480,5635016704,527197965154.30426,684032,7801401344,638360278818.8163,736768,8832727040,469180954644.47955,486400,6184357888,337948751646.7201,299008,4405551104,2960,32962016,65773,1517568,1840640,3358208,3595,440832,861,57.10841202735901,5183,3,56079175,111981,3160064,6172,49545511,99083,0,0,656218,1285,134851,264,11562146,22596,10905928,21311,418405,818,656384,1282,5527102,10808,5108697,9990,1507742,3077,0,0,35038628,70859,33530886,67782,0,0,0,0,0,0,0,0,2582365,791235,1865858,52127876,17880483,True,1.0,0.045332755031624074,0.053795541621354914,0.09912829665297898,0.01346963712594832,0.954667244968376,0.053795541621354914,0.8434410186476595,0.0111711670180358,0.0022956441968204856,0.19682889535629094,0.18565772833825517,0.0071227429545993376,0.011173992929127834,0.09409095691937694,0.08696821396477761,0.02566713760077799,0.0,0.5964822139454048,0.5708150763446268,0.0,0.0,0.0,0.0,0.043961047573413126,0.01346963712594832,0.03176354709858346,0.8874020662210726,0.3043894894016162,unavailable_for_cell,177709,76320,19570,76782,27941,25476,8667,0.33179651480815814,0.31018932751154216,87601,29565,91485515776,30850426880,1.1409054205412728
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,0,1,pi1,lru,464360509,learned,1857442038,tree,union,5183,58742117,117184,5595085,2662942,2932143,5203,5730,1575,806400,275832,96023,179809,75895,0,2624074166786.049,0,prefix_first,sampled,16,0,onpolicy,255704,0.0,0,0,243456920467.4561,368643,3248553984,366797124882.43195,482101,5089040384,529592261761.02423,650752,7384225792,646807364632.5763,700416,8646035456,476619872376.8321,457335,6387363840,360800622665.7282,272896,4652615680,2960,32962016,65773,1517568,1820655,3338223,3557,408064,797,56.68523979187012,5183,11,56079175,111981,2932143,5730,49760116,99504,0,0,670876,1313,119808,234,11317290,22116,10646414,20803,402085,786,686592,1341,5984714,11701,5582629,10915,1507555,3073,0,0,35038628,70859,33531073,67786,0,0,0,0,0,0,0,0,2580516,806400,1879361,52340632,18108404,True,1.0,0.045332755031624074,0.04991551462130655,0.09524826965293062,0.013727799425410562,0.954667244968376,0.04991551462130655,0.8470943599121564,0.011420698372174772,0.0020395587717752833,0.1926605743541725,0.18123987598199773,0.00684491844241841,0.011688240653635279,0.10188114262208153,0.09503622417966312,0.02566395419490925,0.0,0.5964822139454048,0.5708182597504955,0.0,0.0,0.0,0.0,0.043929571009502434,0.013727799425410562,0.03199341624000374,0.8910239309216588,0.3082695164016646,not_applicable_to_updated_policy,179809,77323,18354,75895,27348,29169,9859,0.38433361881546874,0.3605016820242797,132295,39414,138278404096,41184301056,1.7431319586270506
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,0,2,pi2,lru,464360509,learned,1857442038,tree,union,5183,58742117,117184,5447774,2662942,2784832,5203,5440,1937,991351,275832,94634,181198,74261,0,2623968878915.5835,0,prefix_first,sampled,16,0,onpolicy,255459,0.0,0,0,227399847301.11993,341373,3117064192,352106059462.65594,459459,4881516544,513672950949.88806,622592,7090849792,653974762797.0558,673792,8552222720,501057262356.47986,449536,6436950016,375757996048.38385,238080,4726120448,2960,32962016,65773,1517568,1665917,3183485,3254,540160,1055,56.62520098686218,5183,5,56079175,111981,2784832,5440,49722046,99426,0,0,686041,1343,126976,248,11478862,22432,10792821,21089,386534,756,864375,1689,5785502,11313,5398968,10557,1508371,3079,0,0,35038628,70859,33530257,67780,0,0,0,0,0,0,0,0,2580946,991351,2063926,52302992,18255715,True,1.0,0.045332755031624074,0.04740775685697538,0.09274051188859946,0.016876324018080587,0.954667244968376,0.04740775685697538,0.8464462729526755,0.011678860671637013,0.002161583655556711,0.19541110511900686,0.18373224444736985,0.006580185048489145,0.014714740362523878,0.0984898450289083,0.09190965998041915,0.0256778454205183,0.0,0.5964822139454048,0.5708043685248865,0.0,0.0,0.0,0.0,0.04393689114064445,0.016876324018080587,0.035135369738206745,0.89038316409332,0.31077727416599576,not_applicable_to_updated_policy,181198,77847,18602,74261,26755,28451,9500,0.38312169240920535,0.35507381797794807,149245,43414,156160921600,45377683456,2.0097359313771697
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,0,3,pi3,lru,464360509,learned,1857442038,tree,union,5183,58742117,117184,5411290,2662942,2748348,5203,5370,1893,968823,275832,96167,179665,76007,0,2624011596744.705,0,prefix_first,sampled,16,0,onpolicy,255672,0.0,0,0,226521774815.23203,342663,3120969728,351930439469.0563,461109,4931852288,517809929947.1362,634880,7192045568,644925361321.9843,667136,8675280896,500455746103.2963,450048,6497839104,382368345088.00006,192512,4665874432,2960,32962016,65773,1517568,1584111,3101679,3095,570880,1115,56.61689066886902,5183,9,56079175,111981,2748348,5370,49780954,99544,0,0,694948,1360,102912,201,11500665,22475,10805717,21115,382497,748,865911,1692,5822711,11384,5440214,10636,1503605,3066,0,0,35038628,70859,33535023,67793,0,0,0,0,0,0,0,0,2581050,968823,2046268,52362004,18292199,True,1.0,0.045332755031624074,0.04678666926491601,0.09211942429654008,0.016492817240481815,0.954667244968376,0.04678666926491601,0.847449096872011,0.01183048952764164,0.001751928688576205,0.19578226981502897,0.18395178028738732,0.006511460933558115,0.014740888551905612,0.09912327470254434,0.09261181376898622,0.02559671112976742,0.0,0.5964822139454048,0.5708855028156373,0.0,0.0,0.0,0.0,0.043938661590967175,0.016492817240481815,0.03483476770168157,0.8913877584629781,0.31139836175805513,not_applicable_to_updated_policy,179665,77565,18389,76007,27153,29538,9734,0.3886221005959977,0.35848709166574594,145892,43000,152254658560,44905592832,1.9194547870590866
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,1,0,pi0,lru,464360509,learned,1857442038,tree,union,5183,58742117,117184,5832222,2662942,3169280,5203,6190,1493,764099,275832,98014,177818,76724,0,2624090367143.936,0,prefix_first,sampled,16,1,onpolicy,254542,0.0,0,0,269675310000.12827,408576,3697354752,385443468759.0399,526336,5607352320,527393536296.95984,699392,7860082688,639904481091.584,763904,8911521792,466746224994.304,492032,6227251200,334927346001.92004,279040,4420196352,2960,32962016,65773,1517568,1865216,3382784,3643,419328,819,57.041348457336426,5183,3,56079175,111981,3169280,6190,49563364,99118,0,0,657726,1288,144067,282,11586079,22644,10928353,21356,415361,812,620032,1211,5521089,10795,5105728,9983,1509345,3080,0,0,35038628,70859,33529283,67779,0,0,0,0,0,0,0,0,2582432,764099,1837186,52145796,17871267,True,1.0,0.045332755031624074,0.05395243075764532,0.0992851857892694,0.013007685780204347,0.954667244968376,0.05395243075764532,0.8437449402785399,0.011196838547715263,0.002452533333110892,0.19723632023680726,0.186039481689092,0.00707092323553814,0.010555152447093454,0.0939885942483142,0.08691767101277606,0.025694426368733016,0.0,0.5964822139454048,0.5707877875766718,0.0,0.0,0.0,0.0,0.043962188151986416,0.013007685780204347,0.03127544756345775,0.8877071284305262,0.30423260026532584,unavailable_for_cell,177818,76043,19519,76724,28252,25334,8754,0.33019654866795267,0.30985416961631035,87466,29908,91323443200,31203766272,1.1400083415880298
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,1,1,pi1,lru,464360509,learned,1857442038,tree,union,5183,58742117,117184,5602253,2662942,2939311,5203,5744,1463,749056,275832,96246,179586,76237,0,2624075058620.415,0,prefix_first,sampled,16,1,onpolicy,255823,0.0,0,0,247337270833.15186,361987,3336478720,374569852780.54407,480565,5317427200,527482894063.6158,646656,7417843712,643514021978.1119,699904,8806139904,475025876768.7679,466039,6484463616,356145142196.22375,284160,4743415808,2960,32962016,65773,1517568,1791471,3309039,3500,439296,858,56.86577224731445,5183,11,56079175,111981,2939311,5744,49811396,99602,0,0,664413,1300,137728,269,11097341,21687,10432928,20387,408036,798,611328,1194,6254839,12228,5846803,11430,1506963,3074,0,0,35038628,70859,33531665,67785,0,0,0,0,0,0,0,0,2579412,749056,1821505,52390808,18101236,True,1.0,0.045332755031624074,0.05003753950508798,0.09537029453671204,0.012751600355159144,0.954667244968376,0.05003753950508798,0.8479673281097445,0.011310675098754101,0.0023446209812288516,0.18891625918078506,0.17760558408203095,0.006946225652711835,0.010406979373930293,0.10647963198193895,0.09953340632922712,0.025653876246918374,0.0,0.5964822139454048,0.5708283376984864,0.0,0.0,0.0,0.0,0.04391077699838431,0.012751600355159144,0.03100850110662508,0.8918781051081288,0.3081474915178832,not_applicable_to_updated_policy,179586,76666,18235,76237,28105,29717,10226,0.38979760483754605,0.3638498487813556,134579,40977,140667809792,42818381824,1.7652714561171086
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,1,2,pi2,lru,464360509,learned,1857442038,tree,union,5183,58742117,117184,5360222,2662942,2697280,5203,5269,2057,1052791,275832,93715,182117,73432,0,2624035501250.5596,0,prefix_first,sampled,16,1,onpolicy,255549,0.0,0,0,220907907043.328,330621,3020576768,344486197442.56,455363,4778692608,510049314062.33575,617984,7126894592,651844769183.7435,676352,8515577856,510306811858.9438,438272,6393413632,386440501659.64825,178688,4701370368,2960,32962016,65773,1517568,1567613,3085181,3062,599552,1171,56.65849590301514,5183,5,56079175,111981,2697280,5269,49748218,99477,0,0,701282,1373,118391,232,11494765,22465,10793483,21092,374582,733,934400,1825,5795711,11331,5421129,10598,1505022,3072,0,0,35038628,70859,33533606,67787,0,0,0,0,0,0,0,0,2580886,1052791,2128655,52329104,18343267,True,1.0,0.045332755031624074,0.04591731006221652,0.0912500650938406,0.017922251593349963,0.954667244968376,0.04591731006221652,0.8468918135858127,0.011938316761719704,0.0020154363861282017,0.1956818308063361,0.1837435140446164,0.006376719449862523,0.015906815207221762,0.09866363856106854,0.09228691911120603,0.025620833515414502,0.0,0.5964822139454048,0.5708613804299902,0.0,0.0,0.0,0.0,0.04393586972699673,0.017922251593349963,0.03623728780493219,0.8908276833128095,0.3122677209607546,not_applicable_to_updated_policy,182117,78146,18512,73432,26508,28492,9564,0.3880052293278135,0.3607967406066093,147575,43103,154330636288,45038006272,2.0096824272796603
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,1,3,pi3,lru,464360509,learned,1857442038,tree,union,5183,58742117,117184,5567448,2662942,2904506,5203,5674,1654,846057,275832,95246,180586,74975,0,2623994748143.6157,0,prefix_first,sampled,16,1,onpolicy,255561,0.0,0,0,238452120580.0959,359159,3248080896,363769487425.53595,468163,5083412480,520557405143.0402,637952,7229978624,641103916498.9435,697856,8515207168,492954130302.9761,479232,6287374336,367157688193.0243,262144,4523864064,2960,32962016,65773,1517568,1673085,3190653,3268,501362,980,56.793625354766846,5183,7,56079175,111981,2904506,5674,49747376,99477,0,0,684053,1339,110592,216,11494692,22463,10810639,21124,390169,763,735465,1438,5795292,11331,5405123,10568,1507014,3074,0,0,35038628,70859,33531614,67785,0,0,0,0,0,0,0,0,2581236,846057,1920279,52328612,18136041,True,1.0,0.045332755031624074,0.04944503447160408,0.09477778950322815,0.014402902775873739,0.954667244968376,0.04944503447160408,0.846877479747623,0.011645017832775759,0.001882669635484877,0.19568058808639804,0.1840355702536223,0.006642065691980423,0.012520233140388862,0.09865650568909527,0.09201443999711485,0.025654744448518937,0.0,0.5964822139454048,0.5708274694968859,0.0,0.0,0.0,0.0,0.04394182797327512,0.014402902775873739,0.03268998630062992,0.8908193077208981,0.3087399965513671,not_applicable_to_updated_policy,180586,77792,18499,74975,26859,28814,9515,0.3843147715905302,0.35425741837000635,130882,38717,136837558272,40441696256,1.745675225075025
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,2,0,pi0,lru,464360509,learned,1857442038,tree,union,5183,58742117,117184,5789214,2662942,3126272,5203,6106,1622,830147,275832,97628,178204,76286,0,2624111434506.2397,0,prefix_first,sampled,16,2,onpolicy,254490,0.0,0,0,268019090395.1359,403968,3642738688,384231508547.5842,524800,5556717568,527749715470.3359,688128,7823288320,641628825325.5681,743424,8835198976,468771719923.71204,479744,6184974336,333710574843.9038,286208,4390221824,2960,32962016,65773,1517568,1822720,3340288,3560,480768,939,57.033414363861084,5183,3,56079175,111981,3126272,6106,49540251,99073,0,0,668339,1309,172227,337,11583820,22640,10915481,21331,408332,798,657920,1285,5500308,10754,5091976,9956,1505834,3073,0,0,35038628,70859,33532794,67786,0,0,0,0,0,0,0,0,2582505,830147,1906818,52122756,17914275,True,1.0,0.045332755031624074,0.053220281454956754,0.09855303648658083,0.014132057923618926,0.954667244968376,0.053220281454956754,0.8433514747178757,0.011377509598436843,0.002931916805109356,0.19719786401297046,0.18582035441453362,0.006951264626707274,0.011200141118509569,0.093634827631425,0.08668356300471772,0.025634656646780368,0.0,0.5964822139454048,0.5708475572986245,0.0,0.0,0.0,0.0,0.04396343087192448,0.014132057923618926,0.03246083214876304,0.8873149055898002,0.3049647495680144,unavailable_for_cell,178204,76369,19570,76286,27880,25269,8619,0.3312403324332119,0.30914634146341463,88131,29300,92051253248,30581710848,1.1552709540413706
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,2,1,pi1,lru,464360509,learned,1857442038,tree,union,5183,58742117,117184,5634509,2662942,2971567,5203,5807,1469,752128,275832,94777,181055,74617,0,2624064563621.8877,0,prefix_first,sampled,16,2,onpolicy,255672,0.0,0,0,242909118294.016,369155,3199655936,364166962208.76794,475957,5035323392,523116157622.2719,664064,7355387904,648209627619.328,722432,8755845120,479734047975.4238,468087,6389415936,365928649902.08,271872,4759783424,2960,32962016,65773,1517568,1863663,3381231,3641,363520,710,56.290923833847046,5183,11,56079175,111981,2971567,5807,49776063,99533,0,0,681116,1333,152576,298,11260072,22006,10578956,20673,392357,767,599552,1171,6056780,11840,5664423,11073,1505944,3072,0,0,35038628,70859,33532684,67787,0,0,0,0,0,0,0,0,2579417,752128,1825601,52355480,18068980,True,1.0,0.045332755031624074,0.0505866514821044,0.09591940651372848,0.012803896733922612,0.954667244968376,0.0505866514821044,0.8473658346361607,0.011595019634719667,0.0025973868119189506,0.1916865202525813,0.18009150061786164,0.0066793132430007585,0.010206509922003662,0.10310796255436283,0.09642864931136207,0.02563652923846786,0.0,0.5964822139454048,0.570845684706937,0.0,0.0,0.0,0.0,0.04391086211618829,0.012803896733922612,0.03107822961164304,0.8912766967523489,0.3075983795408667,not_applicable_to_updated_policy,181055,77206,18385,74617,27494,28954,9890,0.3880348982135438,0.35971484687568195,134187,40525,140225214464,42346725376,1.7983435410161224
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,2,2,pi2,lru,464360509,learned,1857442038,tree,union,5183,58742117,117184,5450319,2662942,2787377,5203,5445,1940,993280,275832,94407,181425,74114,0,2624029211668.4805,0,prefix_first,sampled,16,2,onpolicy,255539,0.0,0,0,221768391038.97592,346478,3044042752,347666422095.8724,451267,4862130176,509267512670.20795,612352,7069087744,654534134079.488,676352,8610654208,508001145276.4161,457728,6547716096,382791606507.52,243200,4843368448,2960,32962016,65773,1517568,1692029,3209597,3305,518656,1013,56.50855302810669,5183,6,56079175,111981,2787377,5445,49717517,99419,0,0,698524,1367,155648,304,11395402,22266,10696878,20899,377260,739,837632,1636,5864488,11471,5487228,10732,1505217,3071,0,0,35038628,70859,33533411,67788,0,0,0,0,0,0,0,0,2581001,993280,2069064,52298518,18253170,True,1.0,0.045332755031624074,0.04745108181919967,0.09278383685082374,0.016909162466854914,0.954667244968376,0.04745108181919967,0.8463691732458332,0.011891365781045991,0.0026496831906824194,0.1939903187350228,0.1820989529539768,0.006422308545672605,0.014259479276172495,0.09983446800189377,0.09341215945622117,0.025624153109769607,0.0,0.5964822139454048,0.5708580608356352,0.0,0.0,0.0,0.0,0.0439378274364882,0.016909162466854914,0.03522283679357351,0.8903070006823214,0.31073394920377145,not_applicable_to_updated_policy,181425,77689,18522,74114,26904,28652,9589,0.38659362603556685,0.3564154029140648,149779,43898,156503906304,45871390720,2.020927220228297
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,2,3,pi3,lru,464360509,learned,1857442038,tree,union,5183,58742117,117184,5369816,2662942,2706874,5203,5288,2082,1065591,275832,94780,181052,74456,0,2624089133148.159,0,prefix_first,sampled,16,2,onpolicy,255508,0.0,0,0,228752511072.25613,346871,3146010624,357144103401.4717,455875,5053243392,514643622029.31177,625664,7233566720,643855233284.0958,666624,8531292160,498343144226.816,438784,6399002624,381350519134.20795,173056,4637745152,2960,32962016,65773,1517568,1591165,3108733,3108,595968,1164,56.54307317733765,5183,7,56079175,111981,2706874,5288,49725370,99435,0,0,679068,1329,145408,284,11442044,22360,10762976,21031,395185,773,920183,1798,5826038,11392,5430853,10619,1507087,3074,0,0,35038628,70859,33531541,67785,0,0,0,0,0,0,0,0,2581340,1065591,2139844,52306710,18333673,True,1.0,0.045332755031624074,0.04608063410448759,0.09141338913611166,0.018140153171531084,0.954667244968376,0.04608063410448759,0.8465028592687595,0.01156015538221069,0.0024753619281375236,0.19478433165764183,0.18322417627543114,0.00672745587293015,0.01566479124339356,0.09917991208931064,0.09245245621638049,0.025655987168457003,0.0,0.5964822139454048,0.5708262267769478,0.0,0.0,0.0,0.0,0.043943598423597845,0.018140153171531084,0.03642776442667192,0.8904464576923573,0.3121043969184836,not_applicable_to_updated_policy,181052,77718,18553,74456,26891,28797,9642,0.38676533791769635,0.3585586255624558,135726,40725,141867988992,42549962752,1.822902116686365
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,3,0,pi0,lru,464360509,learned,1857442038,tree,union,5183,58742117,117184,5804062,2662942,3141120,5203,6135,1555,795712,275832,98250,177582,76959,0,2624118500982.7837,0,prefix_first,sampled,16,3,onpolicy,254541,0.0,0,0,266242231410.68787,406016,3608952832,389541054097.40814,529408,5556158464,525560104153.0877,697344,7917750272,639845651314.688,744960,8896159744,469282515552.2559,481792,6221314048,333646944454.6559,281600,4429797376,2960,32962016,65773,1517568,1836032,3353600,3586,446333,872,57.6052827835083,5183,3,56079175,111981,3141120,6135,49559447,99111,0,0,684743,1341,158272,310,11568817,22610,10884074,21269,392952,768,637440,1245,5534898,10822,5141946,10054,1505201,3071,0,0,35038628,70859,33533427,67788,0,0,0,0,0,0,0,0,2582896,795712,1873407,52142343,17899427,True,1.0,0.045332755031624074,0.053473047285646856,0.09880580231727093,0.013545851607629326,0.954667244968376,0.053473047285646856,0.8436782589909042,0.011656764089724584,0.0026943530142095494,0.19694245953035708,0.18528569544063248,0.006689442261674021,0.010851498593419778,0.09422367259933788,0.08753423033766386,0.02562388073279688,0.0,0.5964822139454048,0.5708583332126079,0.0,0.0,0.0,0.0,0.04397008708419548,0.013545851607629326,0.031892057959027935,0.8876483460750998,0.3047119837373243,unavailable_for_cell,177582,76143,19520,76959,28145,25323,8600,0.32904533582816825,0.3055604903179961,87026,28903,90851911680,30141083648,1.130809911771203
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,3,1,pi1,lru,464360509,learned,1857442038,tree,union,5183,58742117,117184,5515213,2662942,2852271,5203,5574,1753,897536,275832,95782,180050,75670,0,2624061149904.896,0,prefix_first,sampled,16,3,onpolicy,255720,0.0,0,0,235811326408.70422,359427,3198515200,361481953116.16,479541,5087623168,525923681466.368,643072,7358480384,647636783986.688,690176,8767072256,483758578257.92004,440439,6488623104,369448826669.0558,239616,4724117504,2960,32962016,65773,1517568,1712111,3229679,3345,519680,1015,57.04166889190674,5183,11,56079175,111981,2852271,5574,49750514,99482,0,0,681628,1334,171008,334,11275432,22036,10593804,20702,390309,763,726528,1419,6015308,11759,5624999,10996,1506917,3075,0,0,35038628,70859,33531711,67784,0,0,0,0,0,0,0,0,2578854,897536,1969473,52329368,18188276,True,1.0,0.045332755031624074,0.04855580877345636,0.09388856380508043,0.015279258662060136,0.954667244968376,0.04855580877345636,0.846930899681399,0.011603735697846913,0.002911165084499764,0.19194800214639865,0.18034426644855173,0.00664444899049178,0.012368093577560373,0.102401961441056,0.09575751245056421,0.025653093163121785,0.0,0.5964822139454048,0.570829120782283,0.0,0.0,0.0,0.0,0.04390127785146048,0.015279258662060136,0.03352744335039883,0.8908321775328595,0.3096292222495148,not_applicable_to_updated_policy,180050,77089,18339,75670,27560,29421,9986,0.38880666049953744,0.3623367198838897,137335,41309,143530545152,43150833664,1.8149200475749967
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,3,2,pi2,lru,464360509,learned,1857442038,tree,union,5183,58742117,117184,5387358,2662942,2724416,5203,5322,2091,1070199,275832,93843,181989,73430,0,2624063487047.679,0,prefix_first,sampled,16,3,onpolicy,255419,0.0,0,0,218858040381.43988,338301,3040073728,348893219921.91986,460483,4808130560,510928463243.2641,602624,7047464960,655828636487.6794,653312,8516059136,510176001738.75195,464896,6448035840,379379125274.62396,204800,4648982528,2960,32962016,65773,1517568,1569149,3086717,3065,619008,1209,56.88017129898071,5183,5,56079175,111981,2724416,5322,49702521,99390,0,0,690876,1352,132215,259,11516835,22505,10825959,21153,385803,755,937984,1832,5729097,11204,5343294,10449,1505360,3071,0,0,35038628,70859,33533268,67788,0,0,0,0,0,0,0,0,2582039,1070199,2146878,52284560,18316131,True,1.0,0.045332755031624074,0.04637926140796049,0.09171201643958457,0.01821859773967629,0.954667244968376,0.04637926140796049,0.8461138879281453,0.011761169588082772,0.0022507700905638113,0.1960575407930906,0.1842963712050078,0.006567740825547707,0.015967827649112476,0.09752963108224377,0.09096189025669606,0.025626587478963347,0.0,0.5964822139454048,0.5708556264664415,0.0,0.0,0.0,0.0,0.04395549789259383,0.01821859773967629,0.03654750815330677,0.8900693858207391,0.31180576961501066,not_applicable_to_updated_policy,181989,78195,18641,73430,26373,28519,9523,0.3883834944845431,0.36108899253023924,143950,42554,150408978432,44454256640,1.9603704208089336
