policy,size_model,capacity_bytes,capacity_fraction,avoided_prefill_tokens,reused_prefix_tokens,block_hit_rate,request_hit_rate,avoided_tokens_per_cache_byte,requested_tokens,requested_blocks,hit_blocks,trace,working_set_bytes,reference_working_set_bytes,effective_capacity_fraction,online_rank,gap_to_best_online_fraction,gain_vs_lru_fraction
longest_first,fixed_block,464360509,0.0025,6618624,6618624,0.04480762564991334,0.9991688138974316,0.014253201707985896,144793823,288500,12927,conversation_trace,191669207040,185744203776,0.002422718370734905,5,0.28035406112564715,0.05949823129460782
lru,fixed_block,464360509,0.0025,6246942,6246942,0.042298093587521665,0.9991688138974316,0.013452784806039567,144793823,288500,12203,conversation_trace,191669207040,185744203776,0.002422718370734905,6,0.3207672107248232,0.0
lfu,fixed_block,928721019,0.005,11680622,11680622,0.07907798960138648,0.9991688138974316,0.012577105245854245,144793823,288500,22814,conversation_trace,191669207040,185744203776,0.004845436746687132,1,0.0,0.773517210551744
structural,fixed_block,928721019,0.005,11365888,11365888,0.07694627383015598,0.9991688138974316,0.012238215532408447,144793823,288500,22199,conversation_trace,191669207040,185744203776,0.004845436746687132,2,0.026944969197701972,0.7257298439418329
frequency_x_prefix_length,fixed_block,928721019,0.005,9392128,9392128,0.06358405545927209,0.9991688138974316,0.01011297021156361,144793823,288500,18344,conversation_trace,191669207040,185744203776,0.004845436746687132,3,0.19592227194750417,0.42604568932244624
lru_2hit,fixed_block,928721019,0.005,8103119,8103119,0.054866551126516463,0.9991688138974316,0.008725030266597208,144793823,288500,15829,conversation_trace,191669207040,185744203776,0.004845436746687132,4,0.306276754782408,0.23033011475320728
longest_first,fixed_block,928721019,0.005,6683136,6683136,0.04524436741767764,0.9991688138974316,0.00719606411750653,144793823,288500,13053,conversation_trace,191669207040,185744203776,0.004845436746687132,5,0.42784416788763474,0.014728215368833978
lru,fixed_block,928721019,0.005,6586134,6586134,0.044599653379549395,0.9991688138974316,0.007091617251315812,144793823,288500,12867,conversation_trace,191669207040,185744203776,0.004845436746687132,6,0.4361486913967424,0.0
lfu,fixed_block,1857442038,0.01,14635891,14635891,0.09909185441941075,0.9991688138974316,0.007879595002468659,144793823,288500,28588,conversation_trace,191669207040,185744203776,0.009690873493374264,1,0.0,0.8669178444158063
structural,fixed_block,1857442038,0.01,14584320,14584320,0.09873483535528596,0.9991688138974316,0.007851830475261376,144793823,288500,28485,conversation_trace,191669207040,185744203776,0.009690873493374264,2,0.003523598255821938,0.86033957595546
lru_2hit,fixed_block,1857442038,0.01,12514349,12514349,0.08474523396880417,0.9991688138974316,0.00673741023621648,144793823,288500,24449,conversation_trace,191669207040,185744203776,0.009690873493374264,3,0.14495475540231886,0.5962992249222888
frequency_x_prefix_length,fixed_block,1857442038,0.01,10917888,10917888,0.07391334488734835,0.9991688138974316,0.005877915852359965,144793823,288500,21324,conversation_trace,191669207040,185744203776,0.009690873493374264,4,0.2540332529123099,0.39265863147882146
lru,fixed_block,1857442038,0.01,7839601,7839601,0.053098786828422874,0.9991688138974316,0.004220643680726257,144793823,288500,15319,conversation_trace,191669207040,185744203776,0.009690873493374264,5,0.46435779003820127,0.0
longest_first,fixed_block,1857442038,0.01,7362560,7362560,0.04984402079722704,0.9991688138974316,0.003963816824091929,144793823,288500,14380,conversation_trace,191669207040,185744203776,0.009690873493374264,6,0.4969517059125406,-0.0608501631651917
lru_2hit,fixed_block,3714884076,0.02,21001343,21001343,0.14220450606585788,0.9991688138974316,0.005653296999408172,144793823,288500,41026,conversation_trace,191669207040,185744203776,0.01938174698674853,1,0.0,0.8016777351236404
structural,fixed_block,3714884076,0.02,18397696,18397696,0.12455112651646447,0.9991688138974316,0.004952428022951852,144793823,288500,35933,conversation_trace,191669207040,185744203776,0.01938174698674853,2,0.12397526196300875,0.5783142659387668
lfu,fixed_block,3714884076,0.02,18374196,18374196,0.1244055459272097,0.9991688138974316,0.004946102118961518,144793823,288500,35891,conversation_trace,191669207040,185744203776,0.01938174698674853,3,0.12509423802087324,0.5762982316891759
frequency_x_prefix_length,fixed_block,3714884076,0.02,13672960,13672960,0.09256499133448874,0.9991688138974316,0.0036805886052633852,144793823,288500,26705,conversation_trace,191669207040,185744203776,0.01938174698674853,4,0.34894830297281465,0.17298534694834183
lru,fixed_block,3714884076,0.02,11656548,11656548,0.07896707105719238,0.9991688138974316,0.0031377958939034197,144793823,288500,22782,conversation_trace,191669207040,185744203776,0.01938174698674853,5,0.44496178172986367,0.0
longest_first,fixed_block,3714884076,0.02,8312320,8312320,0.056273830155979206,0.9991688138974316,0.0022375718407208786,144793823,288500,16235,conversation_trace,191669207040,185744203776,0.01938174698674853,6,0.6042005504124188,-0.28689694410386335
lru_2hit,fixed_block,9287210189,0.05,29600084,29600084,0.20042287694974004,0.9991688138974316,0.003187187906553366,144793823,288500,57822,conversation_trace,191669207040,185744203776,0.048454367461654,1,0.0,0.03592435477844651
lru,fixed_block,9287210189,0.05,28573596,28573596,0.19354939341421143,0.9991688138974316,0.003076660850622641,144793823,288500,55839,conversation_trace,191669207040,185744203776,0.048454367461654,2,0.034678550236546625,0.0
lfu,fixed_block,9287210189,0.05,26498626,26498626,0.179421143847487,0.9991688138974316,0.0028532385356568784,144793823,288500,51763,conversation_trace,191669207040,185744203776,0.048454367461654,3,0.10477868914155784,-0.07261844116505321
structural,fixed_block,9287210189,0.05,26398492,26398492,0.1787209705372617,0.9991688138974316,0.0028424566110571096,144793823,288500,51561,conversation_trace,191669207040,185744203776,0.048454367461654,4,0.10816158494685353,-0.07612286531943686
frequency_x_prefix_length,fixed_block,9287210189,0.05,18878642,18878642,0.12781282495667246,0.9991688138974316,0.002032757051451288,144793823,288500,36874,conversation_trace,191669207040,185744203776,0.048454367461654,5,0.3622098504855594,-0.33929765088020425
longest_first,fixed_block,9287210189,0.05,11762582,11762582,0.07963951473136915,0.9991688138974316,0.0012665355645694217,144793823,288500,22976,conversation_trace,191669207040,185744203776,0.048454367461654,6,0.6026166006826197,-0.5883408584624771
lru,fixed_block,18574420378,0.1,40544548,40544548,0.2746204506065858,0.9991688138974316,0.0021828163234650358,144793823,288500,79228,conversation_trace,191669207040,185744203776,0.096908734923308,1,0.0,0.0
structural,fixed_block,18574420378,0.1,35177901,35177901,0.23816637781629116,0.9991688138974316,0.001893889568778446,144793823,288500,68711,conversation_trace,191669207040,185744203776,0.096908734923308,2,0.13236420837642585,-0.13236420837642585
lfu,fixed_block,18574420378,0.1,35075717,35075717,0.23751819757365686,0.9991688138974316,0.0018883882396429738,144793823,288500,68524,conversation_trace,191669207040,185744203776,0.096908734923308,3,0.13488449791079185,-0.13488449791079185
lru_2hit,fixed_block,18574420378,0.1,31349303,31349303,0.21227036395147314,0.9991688138974316,0.0016877674975597562,144793823,288500,61240,conversation_trace,191669207040,185744203776,0.096908734923308,4,0.22679362463234268,-0.22679362463234268
frequency_x_prefix_length,fixed_block,18574420378,0.1,24099287,24099287,0.1631681109185442,0.9991688138974316,0.00129744490054418,144793823,288500,47074,conversation_trace,191669207040,185744203776,0.096908734923308,5,0.4056096765464003,-0.4056096765464003
longest_first,fixed_block,18574420378,0.1,17252823,17252823,0.11681802426343155,0.9991688138974316,0.0009288485265701571,144793823,288500,33702,conversation_trace,191669207040,185744203776,0.096908734923308,6,0.5744724296840108,-0.5744724296840108
lfu,packed,185744204,0.001,7799296,7799296,0.05280069324090121,0.9991688138974316,0.04198944479581177,144793823,288500,15233,conversation_trace,185744203776,185744203776,0.0010000000012059596,1,0.0,0.2612187448253022
structural,packed,185744204,0.001,7693312,7693312,0.05208318890814558,0.9991688138974316,0.04141885364024602,144793823,288500,15026,conversation_trace,185744203776,185744203776,0.0010000000012059596,2,0.013588918794721985,0.24408014571949
frequency_x_prefix_length,packed,185744204,0.001,7378432,7378432,0.04995147313691508,0.9991688138974316,0.03972361904762315,144793823,288500,14411,conversation_trace,185744203776,185744203776,0.0010000000012059596,3,0.0539617934746931,0.19316111939062758
longest_first,packed,185744204,0.001,6334976,6334976,0.04288734835355286,0.9991688138974316,0.03410591482036231,144793823,288500,12373,conversation_trace,185744203776,185744203776,0.0010000000012059596,4,0.18775027899954047,0.024424573604901474
lru_2hit,packed,185744204,0.001,6256280,6256280,0.042357019064124785,0.9991688138974316,0.033682235382160294,144793823,288500,12220,conversation_trace,185744203776,185744203776,0.0010000000012059596,5,0.19784042046871922,0.011698698046034111
lru,packed,185744204,0.001,6183936,6183936,0.04186481802426343,0.9991688138974316,0.03329275351170581,144793823,288500,12078,conversation_trace,185744203776,185744203776,0.0010000000012059596,6,0.20711612945578678,0.0
lfu,packed,464360509,0.0025,9199104,9199104,0.06227729636048527,0.9991688138974316,0.019810263408941178,144793823,288500,17967,conversation_trace,185744203776,185744203776,0.002499999997631151,1,0.0,0.47245645986349
structural,packed,464360509,0.0025,9039360,9039360,0.06119584055459272,0.9991688138974316,0.01946625482745347,144793823,288500,17655,conversation_trace,185744203776,185744203776,0.002499999997631151,2,0.017365169477375188,0.4468870038899046
frequency_x_prefix_length,packed,464360509,0.0025,8657920,8657920,0.058613518197573655,0.9991688138974316,0.018644824079990834,144793823,288500,16910,conversation_trace,185744203776,185744203776,0.002499999997631151,3,0.05883007736405633,0.3858317324145164
lru_2hit,packed,464360509,0.0025,6831646,6831646,0.046256499133448876,0.9991688138974316,0.014711944421613166,144793823,288500,13345,conversation_trace,185744203776,185744203776,0.002499999997631151,4,0.2573574556826404,0.0935088117495543
longest_first,packed,464360509,0.0025,6619136,6619136,0.04481109185441941,0.9991688138974316,0.014254304299593228,144793823,288500,12928,conversation_trace,185744203776,185744203776,0.002499999997631151,5,0.280458618578505,0.05949335521317964
lru,packed,464360509,0.0025,6247454,6247454,0.04230155979202773,0.9991688138974316,0.013453887397646901,144793823,288500,12204,conversation_trace,185744203776,185744203776,0.002499999997631151,6,0.3208627709829131,0.0
lfu,packed,928721019,0.005,11681646,11681646,0.07908492201039861,0.9991688138974316,0.01257820783746039,144793823,288500,22816,conversation_trace,185744203776,185744203776,0.00500000000064605,1,0.0,0.7672157475464426
structural,packed,928721019,0.005,11365888,11365888,0.07694627383015598,0.9991688138974316,0.012238215532408447,144793823,288500,22199,conversation_trace,185744203776,185744203776,0.00500000000064605,2,0.027030266111470934,0.7194474356138802
frequency_x_prefix_length,packed,928721019,0.005,9392128,9392128,0.06358405545927209,0.9991688138974316,0.01011297021156361,144793823,288500,18344,conversation_trace,185744203776,185744203776,0.00500000000064605,3,0.19599275650023978,0.4208542618541835
lru_2hit,packed,928721019,0.005,8104655,8104655,0.05487694974003466,0.9991688138974316,0.008726684154006426,144793823,288500,15832,conversation_trace,185744203776,185744203776,0.00500000000064605,4,0.3062060774654531,0.22608354545506806
longest_first,packed,928721019,0.005,6685696,6685696,0.04526169844020797,0.9991688138974316,0.0071988205965218925,144793823,288500,13058,conversation_trace,185744203776,185744203776,0.00500000000064605,5,0.42767517522787457,0.01142144304905844
lru,packed,928721019,0.005,6610198,6610198,0.04476256499133449,0.9991688138974316,0.0071175281540602235,144793823,288500,12914,conversation_trace,185744203776,185744203776,0.00500000000064605,6,0.4341381343005943,0.0
lfu,packed,1857442038,0.01,14637427,14637427,0.09910225303292894,0.9991688138974316,0.007880421946173267,144793823,288500,28591,conversation_trace,185744203776,185744203776,0.0100000000012921,1,0.0,0.8572885950935869
structural,packed,1857442038,0.01,14584320,14584320,0.09873483535528596,0.9991688138974316,0.007851830475261376,144793823,288500,28485,conversation_trace,185744203776,185744203776,0.0100000000012921,2,0.0036281649773556514,0.8505500456600262
lru_2hit,packed,1857442038,0.01,12517933,12517933,0.08476949740034662,0.9991688138974316,0.006739339771527234,144793823,288500,24456,conversation_trace,185744203776,185744203776,0.0100000000012921,3,0.14479962906048993,0.588353895465757
frequency_x_prefix_length,packed,1857442038,0.01,10917888,10917888,0.07391334488734835,0.9991688138974316,0.005877915852359965,144793823,288500,21324,conversation_trace,185744203776,185744203776,0.0100000000012921,4,0.25411153203360126,0.3853301447658206
lru,packed,1857442038,0.01,7881073,7881073,0.05337954939341421,0.9991688138974316,0.0042429711607506965,144793823,288500,15400,conversation_trace,185744203776,185744203776,0.0100000000012921,5,0.46158071360492525,0.0
longest_first,packed,1857442038,0.01,7367680,7367680,0.04987868284228769,0.9991688138974316,0.003966573303107292,144793823,288500,14390,conversation_trace,185744203776,185744203776,0.0100000000012921,6,0.496654705775817,-0.06514252564339906
lru_2hit,packed,3714884076,0.02,21005951,21005951,0.14223570190641247,0.9991688138974316,0.005654537414965085,144793823,288500,41035,conversation_trace,185744203776,185744203776,0.0200000000025842,1,0.0,0.7636708317247894
structural,packed,3714884076,0.02,18397696,18397696,0.12455112651646447,0.9991688138974316,0.004952428022951852,144793823,288500,35933,conversation_trace,185744203776,185744203776,0.0200000000025842,2,0.1241674323623815,0.5446803530170965
lfu,packed,3714884076,0.02,18376244,18376244,0.12441941074523397,0.9991688138974316,0.00494665341476459,144793823,288500,35895,conversation_trace,185744203776,185744203776,0.0200000000025842,3,0.12518866677352528,0.5428792316738086
frequency_x_prefix_length,packed,3714884076,0.02,13672960,13672960,0.09256499133448874,0.9991688138974316,0.0036805886052633852,144793823,288500,26705,conversation_trace,185744203776,185744203776,0.0200000000025842,4,0.3490911218444716,0.1479890025136104
lru,packed,3714884076,0.02,11910358,11910358,0.08068630849220104,0.9991688138974316,0.0032061183488730754,144793823,288500,23278,conversation_trace,185744203776,185744203776,0.0200000000025842,5,0.4330007720193197,0.0
longest_first,packed,3714884076,0.02,8318464,8318464,0.05631542461005199,0.9991688138974316,0.0022392257281300962,144793823,288500,16247,conversation_trace,185744203776,185744203776,0.0200000000025842,6,0.6039948869727441,-0.30157733293995026
lru_2hit,packed,9287210189,0.05,29601108,29601108,0.20042980935875215,0.9991688138974316,0.0031872981657139923,144793823,288500,57824,conversation_trace,185744203776,185744203776,0.05000000000107675,1,0.0,0.023288765705511836
lru,packed,9287210189,0.05,28927424,28927424,0.19594800693240902,0.9991688138974316,0.003114759266917675,144793823,288500,56531,conversation_trace,185744203776,185744203776,0.05000000000107675,2,0.022758742679497,0.0
lfu,packed,9287210189,0.05,26509890,26509890,0.17949740034662046,0.9991688138974316,0.0028544513864237685,144793823,288500,51785,conversation_trace,185744203776,185744203776,0.05000000000107675,3,0.10442913150413154,-0.0835723913750495
structural,packed,9287210189,0.05,26398492,26398492,0.1787209705372617,0.9991688138974316,0.0028424566110571096,144793823,288500,51561,conversation_trace,185744203776,185744203776,0.05000000000107675,4,0.10819243658041448,-0.08742333918153238
frequency_x_prefix_length,packed,9287210189,0.05,18912946,18912946,0.12804506065857885,0.9991688138974316,0.002036450733332272,144793823,288500,36941,conversation_trace,185744203776,185744203776,0.05000000000107675,5,0.361073038211948,-0.34619321789593155
longest_first,packed,9287210189,0.05,11785110,11785110,0.07979202772963605,0.9991688138974316,0.0012689612661032023,144793823,288500,23020,conversation_trace,185744203776,185744203776,0.05000000000107675,6,0.6018692948926101,-0.5925973221811939
lru,packed,18574420378,0.1,41101604,41101604,0.27839168110918544,0.9991688138974316,0.002212806815155414,144793823,288500,80316,conversation_trace,185744203776,185744203776,0.1000000000021535,1,0.0,0.0
