trace,l1_fraction,l2_multiplier,cell,target,left_variant,right_variant,comparison,seeds,requested_tokens,measured_requests,best_heap_arm,best_heap_avoided_tokens,best_sampled_arm,offline_avoided_tokens,left_avoided_tokens_mean,left_avoided_tokens_std,left_avoided_tokens_ci95_half,left_avoided_tokens_seed_min,left_avoided_tokens_seed_max,right_avoided_tokens_mean,right_avoided_tokens_std,right_avoided_tokens_ci95_half,right_avoided_tokens_seed_min,right_avoided_tokens_seed_max,saved_requests_mean,saved_requests_std,saved_requests_ci95_half,saved_requests_seed_min,saved_requests_seed_max,lost_requests_mean,lost_requests_std,lost_requests_ci95_half,lost_requests_seed_min,lost_requests_seed_max,unchanged_requests_mean,unchanged_requests_std,unchanged_requests_ci95_half,unchanged_requests_seed_min,unchanged_requests_seed_max,differing_requests_mean,differing_requests_std,differing_requests_ci95_half,differing_requests_seed_min,differing_requests_seed_max,saved_tokens_mean,saved_tokens_std,saved_tokens_ci95_half,saved_tokens_seed_min,saved_tokens_seed_max,lost_tokens_mean,lost_tokens_std,lost_tokens_ci95_half,lost_tokens_seed_min,lost_tokens_seed_max,net_avoided_tokens_mean,net_avoided_tokens_std,net_avoided_tokens_ci95_half,net_avoided_tokens_seed_min,net_avoided_tokens_seed_max,net_fraction_of_input_mean,net_fraction_of_input_std,net_fraction_of_input_ci95_half,net_fraction_of_input_seed_min,net_fraction_of_input_seed_max,net_input_percentage_points_mean,net_input_percentage_points_std,net_input_percentage_points_ci95_half,net_input_percentage_points_seed_min,net_input_percentage_points_seed_max,left_delta_vs_best_heap_tokens_mean,left_delta_vs_best_heap_tokens_std,left_delta_vs_best_heap_tokens_ci95_half,left_delta_vs_best_heap_tokens_seed_min,left_delta_vs_best_heap_tokens_seed_max,left_delta_vs_best_sampled_tokens_mean,left_delta_vs_best_sampled_tokens_std,left_delta_vs_best_sampled_tokens_ci95_half,left_delta_vs_best_sampled_tokens_seed_min,left_delta_vs_best_sampled_tokens_seed_max,best_sampled_avoided_tokens_mean,best_sampled_avoided_tokens_std,best_sampled_avoided_tokens_ci95_half,best_sampled_avoided_tokens_seed_min,best_sampled_avoided_tokens_seed_max,all_seeds_positive,all_seeds_negative,mixed_or_zero_seed_sign
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,direct_child,none,direct_child-none,5,83026370,9997,lfu,30932586,lfu_s,34821090,30336893.6,6429.627423109367,7982.157030176099,30328292.0,30344164.0,30378160.8,9163.226680596743,11375.824671385219,30372836.0,30394340.0,19.2,2.7748873851023212,3.444925404127061,15.0,22.0,43.0,5.0990195135927845,6.330253960150413,35.0,49.0,9934.8,4.08656334834051,5.073325126581185,9932.0,9942.0,62.2,4.08656334834051,5.073325126581185,55.0,65.0,21913.6,4942.855530965881,6136.3818506553325,16384.0,27136.0,63180.8,3250.292786811674,4035.124543162532,58880.0,67072.0,-41267.2,6359.938616055975,7895.640819431683,-50176.0,-33792.0,-0.000497037266593734,7.660142935378214e-05,9.509798898147281e-05,-0.0006043381157095029,-0.00040700322078395093,-0.0497037266593734,0.007660142935378213,0.00950979889814728,-0.06043381157095029,-0.04070032207839509,-595692.4,6429.627423109367,7982.157030176099,-604294.0,-588422.0,-228731.2,11071.673188818391,13745.094103322152,-246164.0,-218536.0,30565624.8,6045.792851231342,7505.639866004378,30557580.0,30574456.0,False,True,False
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,all,none,all-none,5,83026370,9997,lfu,30932586,lfu_s,34821090,30546470.0,3848.80448970846,4778.155839151669,30542856.0,30551132.0,30642063.2,16083.646949619357,19967.283813109178,30628444.0,30669404.0,16.2,2.3874672772626644,2.9639569227638916,13.0,19.0,52.6,3.5071355833500366,4.353985870441015,48.0,57.0,9928.2,2.16794833886788,2.6914318568375455,9926.0,9931.0,68.8,2.16794833886788,2.6914318568375455,66.0,71.0,16944.4,2410.177752780902,2992.151181915673,14336.0,20480.0,112537.6,18365.747597089532,22800.431759023,91648.0,140800.0,-95593.2,18542.18205066491,23019.468947540357,-125626.0,-77312.0,-0.0011513595018064744,0.00022332882975210054,0.00027725491247588397,-0.0015130855413767938,-0.0009311740354299484,-0.11513595018064741,0.022332882975210053,0.027725491247588392,-0.15130855413767938,-0.09311740354299483,-386116.0,3848.80448970846,4778.155839151669,-389730.0,-381454.0,-19154.8,6735.528427673659,8361.922402792352,-23836.0,-7472.0,30565624.8,6045.792851231342,7505.639866004378,30557580.0,30574456.0,False,True,False
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,direct_child,all,direct_child-all,5,83026370,9997,lfu,30932586,lfu_s,34821090,30561923.0,19655.527594038274,24401.648406977096,30538527.0,30586460.0,30546470.0,3848.80448970846,4778.155839151669,30542856.0,30551132.0,34.6,5.856620185738529,7.270788633979123,29.0,43.0,27.8,6.300793600809346,7.822214356561701,21.0,37.0,9934.6,5.941380311005179,7.376015357901579,9928.0,9943.0,62.4,5.941380311005179,7.376015357901579,54.0,69.0,55232.6,10365.487436681404,12868.389250134182,39619.0,65536.0,39779.6,13798.67344348724,17130.569313885797,17324.0,52224.0,15453.0,21251.123734993405,26382.525076139926,-12605.0,43604.0,0.0001861215900442233,0.0002559563152645768,0.0003177607918561286,-0.00015181923526224258,0.0005251825414022075,0.01861215900442233,0.02559563152645768,0.03177607918561286,-0.015181923526224259,0.05251825414022075,-370663.0,19655.527594038274,24401.648406977096,-394059.0,-346126.0,-3701.8,23843.070905401426,29600.336617405264,-35929.0,20176.0,30565624.8,6045.792851231342,7505.639866004378,30557580.0,30574456.0,False,False,True
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,direct_child,none,direct_child-none,5,83026370,9997,lfu,30932586,lfu_s,34821090,30561923.0,19655.527594038274,24401.648406977096,30538527.0,30586460.0,30642063.2,16083.646949619357,19967.283813109178,30628444.0,30669404.0,17.2,2.3874672772626644,2.9639569227638916,15.0,21.0,48.8,3.7013511046643495,4.595097631171725,45.0,54.0,9931.0,2.449489742783178,3.040955639268682,9927.0,9933.0,66.0,2.449489742783178,3.040955639268682,64.0,70.0,16525.4,5155.241391050472,6400.051449937396,11776.0,25088.0,96665.6,21502.171350819433,26694.19188973666,72704.0,126976.0,-80140.2,24338.234779868486,30215.065207659263,-115200.0,-55808.0,-0.000965237911762251,0.00029313861102043225,0.0003639213084669275,-0.0013875109799452872,-0.0006721719858401614,-0.09652379117622509,0.029313861102043228,0.036392130846692766,-0.13875109799452873,-0.06721719858401613,-370663.0,19655.527594038274,24401.648406977096,-394059.0,-346126.0,-3701.8,23843.070905401426,29600.336617405264,-35929.0,20176.0,30565624.8,6045.792851231342,7505.639866004378,30557580.0,30574456.0,False,True,False
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",binary,all,none,all-none,5,83026370,9997,lru_2hit,40318275,lru_2hit_s,49154186,38343332.4,35529.578998350094,44108.726698774575,38308957.0,38385457.0,38469983.2,22716.191685667738,28201.355573242883,38438085.0,38491152.0,192.6,17.728508115461945,22.00932128349259,171.0,218.0,197.6,14.152738250953417,17.57012835923517,182.0,213.0,9606.8,9.093954035511725,11.289825111134359,9597.0,9617.0,390.2,9.093954035511725,11.289825111134359,380.0,400.0,270510.4,45506.909665456296,56495.23292782746,222093.0,323210.0,397161.2,38742.08154836288,48096.93598783513,337739.0,433579.0,-126650.8,45434.406650687095,56405.22297686686,-176663.0,-68997.0,-0.001525428607802557,0.000547228629297982,0.0006793651580439667,-0.0021277938563374504,-0.0008310251309312933,-0.15254286078025572,0.05472286292979821,0.06793651580439669,-0.21277938563374504,-0.08310251309312933,-1974942.6,35529.578998350094,44108.726698774575,-2009318.0,-1932818.0,-1278790.8,27810.857622518586,34526.20472049976,-1307123.0,-1244988.0,39622123.2,62875.65859853876,78057.92579915428,39556931.0,39692580.0,False,True,False
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",binary,direct_child,all,direct_child-all,5,83026370,9997,lru_2hit,40318275,lru_2hit_s,49154186,38334676.8,70151.43827606102,87090.55118802338,38266392.0,38431591.0,38343332.4,35529.578998350094,44108.726698774575,38308957.0,38385457.0,199.8,8.167006795638168,10.139052610574618,191.0,211.0,193.4,8.264381404557755,10.259939773702378,185.0,202.0,9603.8,4.8166378315169185,5.979687001842153,9597.0,9609.0,393.2,4.8166378315169185,5.979687001842153,388.0,400.0,338900.6,31916.433679219237,39623.133457945565,306712.0,371889.0,347556.2,40611.460349265944,50417.70423080658,304536.0,412557.0,-8655.6,68890.8054191559,85525.51969256702,-102777.0,67250.0,-0.00010425121560776415,0.0008297460845169541,0.001030100673949337,-0.0012378838193215,0.0008099836232753521,-0.010425121560776416,0.08297460845169541,0.10301006739493371,-0.12378838193214999,0.08099836232753521,-1983598.2,70151.43827606103,87090.5511880234,-2051883.0,-1886684.0,-1287446.4,78480.80134211169,97431.16341628417,-1409130.0,-1191988.0,39622123.2,62875.65859853876,78057.92579915428,39556931.0,39692580.0,False,False,True
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",binary,direct_child,none,direct_child-none,5,83026370,9997,lru_2hit,40318275,lru_2hit_s,49154186,38334676.8,70151.43827606102,87090.55118802338,38266392.0,38431591.0,38469983.2,22716.191685667738,28201.355573242883,38438085.0,38491152.0,190.2,10.401922899156673,12.91362259941028,175.0,200.0,189.8,10.940749517286282,13.582556955153914,173.0,202.0,9617.0,9.327379053088816,11.579614086833809,9605.0,9628.0,380.0,9.327379053088816,11.579614086833809,369.0,392.0,264219.8,26711.593451158995,33161.506790740816,236544.0,295089.0,399526.2,59930.83076514124,74402.02528639257,317952.0,458240.0,-135306.4,82173.068324117,102014.98342765396,-218423.0,-22863.0,-0.0016296798234103215,0.0009897225221832172,0.0012287058127153333,-0.002630766586567617,-0.000275370343181329,-0.16296798234103213,0.09897225221832172,0.12287058127153333,-0.2630766586567617,-0.0275370343181329,-1983598.2,70151.43827606103,87090.5511880234,-2051883.0,-1886684.0,-1287446.4,78480.80134211169,97431.16341628417,-1409130.0,-1191988.0,39622123.2,62875.65859853876,78057.92579915428,39556931.0,39692580.0,False,True,False
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",next_use,all,none,all-none,5,83026370,9997,lru_2hit,40318275,lru_2hit_s,49154186,39198230.2,39316.09820035554,48809.55753689614,39145217.0,39244473.0,39184606.0,21206.54582905948,26327.18316877495,39168218.0,39209624.0,219.6,10.064790112068906,12.495084063742828,206.0,233.0,223.4,4.560701700396552,5.6619512678934285,219.0,231.0,9554.0,6.041522986797286,7.500338979006215,9545.0,9560.0,443.0,6.041522986797286,7.500338979006215,437.0,452.0,463427.2,17099.704696280576,21228.68388373016,440476.0,487966.0,449803.0,25523.633185735922,31686.695769788857,426926.0,481688.0,13624.2,38738.17224263427,48092.082721828985,-32612.0,53260.0,0.00016409485323759182,0.0004665767302922465,0.0005792386529945725,-0.000392790868732428,0.0006414829409017882,0.016409485323759188,0.04665767302922465,0.05792386529945724,-0.0392790868732428,0.06414829409017882,-1120044.8,39316.09820035553,48809.55753689613,-1173058.0,-1073802.0,-423893.0,68168.39705831435,84628.67503941902,-485885.0,-323722.0,39622123.2,62875.65859853876,78057.92579915428,39556931.0,39692580.0,False,False,True
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",next_use,direct_child,all,direct_child-all,5,83026370,9997,lru_2hit,40318275,lru_2hit_s,49154186,39193032.8,74586.93753399451,92597.06801305785,39102938.0,39306556.0,39198230.2,39316.09820035554,48809.55753689614,39145217.0,39244473.0,124.4,68.64619435919226,85.22184363741492,69.0,212.0,122.2,64.92457161968802,80.60157948229053,66.0,210.0,9750.4,133.4346281892373,165.65441282670375,9575.0,9862.0,246.6,133.4346281892373,165.65441282670375,135.0,422.0,255107.6,160327.11948482078,199040.49794921957,125952.0,442763.0,260305.0,105836.73864022833,131392.60050304147,174024.0,420126.0,-5197.4,67012.64798006418,83193.85307805368,-62742.0,99861.0,-6.259938860388575e-05,0.0008071248686419047,0.00100201722751523,-0.0007556876206920765,0.0012027624476416347,-0.0062599388603885725,0.08071248686419047,0.100201722751523,-0.07556876206920765,0.12027624476416349,-1125242.2,74586.93753399451,92597.06801305785,-1215337.0,-1011719.0,-429090.4,79701.0919705621,98946.11144946786,-523123.0,-361006.0,39622123.2,62875.65859853876,78057.92579915428,39556931.0,39692580.0,False,False,True
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",next_use,direct_child,none,direct_child-none,5,83026370,9997,lru_2hit,40318275,lru_2hit_s,49154186,39193032.8,74586.93753399451,92597.06801305785,39102938.0,39306556.0,39184606.0,21206.54582905948,26327.18316877495,39168218.0,39209624.0,225.8,10.183319694480774,12.642234384791319,218.0,243.0,223.4,8.142481194328912,10.108604936389588,218.0,237.0,9547.8,17.584083712266615,21.830023450285157,9517.0,9560.0,449.2,17.58408371226661,21.830023450285157,437.0,480.0,453658.6,54880.77655062836,68132.56002838073,392192.0,539898.0,445231.8,26371.681823501513,32739.518421929137,404260.0,470658.0,8426.8,75145.83496575175,93290.9195802597,-65432.0,135638.0,0.00010149546463370617,0.0009050839506261897,0.0011236299934618329,-0.0007880869656230906,0.0016336737352241222,0.010149546463370615,0.09050839506261897,0.11236299934618327,-0.07880869656230906,0.1633673735224122,-1125242.2,74586.93753399451,92597.06801305785,-1215337.0,-1011719.0,-429090.4,79701.0919705621,98946.11144946786,-523123.0,-361006.0,39622123.2,62875.65859853876,78057.92579915428,39556931.0,39692580.0,False,False,True
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",binary,all,none,all-none,5,83026370,9997,lru,44875616,lru_s,49154186,37039282.4,96341.25837511155,119604.2946549172,36908660.0,37143092.0,36406438.6,34088.327097409754,42319.462992452056,36364686.0,36437881.0,467.4,14.467204291085405,17.96052692322806,449.0,485.0,174.8,9.23038460737146,11.45919888299352,164.0,187.0,9354.8,15.546703830716016,19.30068775562156,9339.0,9376.0,642.2,15.546703830716014,19.30068775562156,621.0,658.0,964752.6,65668.14547632665,81524.70035643176,895809.0,1045265.0,331908.8,44562.259084341764,55322.48234977658,266859.0,380816.0,632843.8,100657.32667173314,124962.54212860015,533841.0,778406.0,0.0076222024400199595,0.0012123536976473034,0.0015050946118516338,0.006429776467404271,0.009375406873743847,0.762220244001996,0.12123536976473034,0.1505094611851634,0.6429776467404271,0.9375406873743848,-7836333.6,96341.25837511155,119604.2946549172,-7966956.0,-7732524.0,-6814994.8,143243.24495661218,177831.4666641626,-6971363.0,-6617146.0,43854277.2,65870.68012932612,81776.14002749005,43760238.0,43935944.0,True,False,False
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",binary,direct_child,all,direct_child-all,5,83026370,9997,lru,44875616,lru_s,49154186,36924736.4,91493.48783547385,113585.95748742136,36826694.0,37076044.0,37039282.4,96341.25837511155,119604.2946549172,36908660.0,37143092.0,309.8,20.315019074566482,25.2203839590122,292.0,344.0,351.0,8.48528137423857,10.534179341552903,336.0,357.0,9336.2,23.910248848558645,29.683735678650685,9299.0,9362.0,660.8,23.910248848558645,29.683735678650685,635.0,698.0,544937.0,94199.32329374772,116945.15734527494,439505.0,641106.0,659483.0,64892.27829641983,80561.48845362119,579690.0,755903.0,-114546.0,153381.2545831465,190417.4501881192,-316398.0,61416.0,-0.001379633964486223,0.0018473799900338471,0.0022934574905312515,-0.003810813359659106,0.0007397167911833313,-0.13796339644862227,0.18473799900338472,0.2293457490531252,-0.3810813359659106,0.07397167911833313,-7950879.6,91493.48783547385,113585.95748742136,-8048922.0,-7799572.0,-6929540.8,106906.9822658932,132721.2704427486,-7026930.0,-6748194.0,43854277.2,65870.68012932612,81776.14002749005,43760238.0,43935944.0,False,False,True
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",binary,direct_child,none,direct_child-none,5,83026370,9997,lru,44875616,lru_s,49154186,36924736.4,91493.48783547385,113585.95748742136,36826694.0,37076044.0,36406438.6,34088.327097409754,42319.462992452056,36364686.0,36437881.0,448.2,11.43241006962224,14.192936293804742,437.0,465.0,181.4,6.06630035524124,7.531099213262296,177.0,192.0,9367.4,14.117365193264641,17.526213948254764,9352.0,9383.0,629.6,14.117365193264641,17.526213948254764,614.0,645.0,892161.6,56642.58847633996,70319.78776697745,826596.0,974551.0,373863.8,27024.0991746256,33549.47169032016,336388.0,409047.0,518297.8,71248.63270758254,88452.67960833616,462008.0,638163.0,0.006242568475533737,0.0008581446196862818,0.0010653564597408766,0.005564593514084742,0.00768626883242035,0.6242568475533736,0.0858144619686282,0.10653564597408768,0.5564593514084742,0.768626883242035,-7950879.6,91493.48783547385,113585.95748742136,-8048922.0,-7799572.0,-6929540.8,106906.9822658932,132721.2704427486,-7026930.0,-6748194.0,43854277.2,65870.68012932612,81776.14002749005,43760238.0,43935944.0,True,False,False
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",next_use,all,none,all-none,5,83026370,9997,lru,44875616,lru_s,49154186,36434387.0,63266.194899013804,78542.76292442402,36359218.0,36517483.0,35934495.6,38545.488384504875,47852.872467243935,35899206.0,35987018.0,532.4,14.67310464761974,18.216144997227044,514.0,555.0,221.4,7.162401831787993,8.891870768291675,213.0,230.0,9243.2,11.903780911962384,14.778126668830524,9226.0,9256.0,753.8,11.903780911962384,14.778126668830524,741.0,771.0,987282.2,36837.65490907367,45732.65708224567,947290.0,1046954.0,487390.8,54750.67039954853,67971.03780319264,431104.0,576380.0,499891.4,64705.09244101271,80329.10377666197,409580.0,562216.0,0.006020875054515812,0.0007793318248288188,0.0009675131380146086,0.004933131485815892,0.006771535356778816,0.6020875054515813,0.0779331824828819,0.09675131380146089,0.4933131485815892,0.6771535356778816,-8441229.0,63266.194899013804,78542.76292442402,-8516398.0,-8358133.0,-7419890.2,44261.19268840369,54948.718974273754,-7458823.0,-7353460.0,43854277.2,65870.68012932612,81776.14002749005,43760238.0,43935944.0,True,False,False
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",next_use,direct_child,all,direct_child-all,5,83026370,9997,lru,44875616,lru_s,49154186,36459039.8,59501.84248995992,73869.45138260862,36389335.0,36543790.0,36434387.0,63266.194899013804,78542.76292442402,36359218.0,36517483.0,362.6,8.64869932417586,10.737056997147773,349.0,369.0,394.2,15.417522498767433,19.140313660961773,376.0,407.0,9240.2,16.208022704821214,20.121691952716102,9223.0,9262.0,756.8,16.208022704821214,20.121691952716102,735.0,774.0,645286.8,64235.80070879478,79746.49454396161,564206.0,722301.0,620634.0,35521.31208866024,44098.46362022332,572783.0,660985.0,24652.8,83283.06619715679,103393.00687173719,-96779.0,125245.0,0.00029692734970829146,0.0010030917429866776,0.0012453032316327595,-0.0011656417111816403,0.0015084966378754124,0.029692734970829148,0.10030917429866774,0.12453032316327593,-0.11656417111816403,0.15084966378754122,-8416576.2,59501.84248995992,73869.45138260862,-8486281.0,-8331826.0,-7395237.4,70100.86399824185,87027.76499518905,-7450239.0,-7275775.0,43854277.2,65870.68012932612,81776.14002749005,43760238.0,43935944.0,False,False,True
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",next_use,direct_child,none,direct_child-none,5,83026370,9997,lru,44875616,lru_s,49154186,36459039.8,59501.84248995992,73869.45138260862,36389335.0,36543790.0,35934495.6,38545.488384504875,47852.872467243935,35899206.0,35987018.0,509.2,5.357238094391549,6.650823275354713,503.0,514.0,217.6,13.68575902169843,16.99039001788952,198.0,233.0,9270.2,16.66433316997713,20.688185397467798,9250.0,9288.0,726.8,16.66433316997713,20.688185397467798,709.0,747.0,971182.2,45596.10404080594,56605.964617768055,930678.0,1041004.0,446638.0,69367.58818064818,86117.42877548428,358766.0,544760.0,524544.2,93001.2976506242,115457.85051078888,402317.0,628570.0,0.006317802404224105,0.0011201416808975777,0.0013906166259079966,0.004845653254502154,0.007570727227987927,0.6317802404224103,0.11201416808975775,0.13906166259079963,0.4845653254502154,0.7570727227987927,-8416576.2,59501.84248995992,73869.45138260862,-8486281.0,-8331826.0,-7395237.4,70100.86399824185,87027.76499518905,-7450239.0,-7275775.0,43854277.2,65870.68012932612,81776.14002749005,43760238.0,43935944.0,True,False,False
