trace,policy,capacity_fraction,population,horizon_seconds,seeds,population_size_mean,snapshots,auc_mean,auc_ci95_half,average_precision_mean,average_precision_ci95_half,precision_at_100_mean,precision_at_100_ci95_half,prevalence_mean,prevalence_ci95_half
conversation_trace,learned_history_observed_norm,0.0025,cached,60,5,442.0,24,0.6841159591950701,0.034243085283962325,0.412513043719705,0.01340792498092062,0.3409166666666667,0.010072966329074444,0.21251885369532428,0.020417903416161166
conversation_trace,learned_history_observed_norm,0.0025,cached,300,5,442.0,24,0.6482663865466309,0.021463123787437633,0.7172528066452013,0.01686028309344859,0.7441666666666666,0.02700017779776846,0.5396493212669683,0.042278219297035104
conversation_trace,learned_history_observed_norm,0.0025,cached,600,5,442.0,24,0.522558620292372,0.05774035625571663,0.7727752717927224,0.006536145181658523,0.7803333333333333,0.02444209366827824,0.7334653092006034,0.02520036622571007
conversation_trace,learned_history_observed_norm,0.0025,leaves,60,5,23.866666666666667,24,0.5588864316686355,0.011155376903601508,0.3981168622081821,0.004881947621644756,0.247488309869962,0.00814077464395777,0.247488309869962,0.00814077464395777
conversation_trace,learned_history_observed_norm,0.0025,leaves,300,5,23.866666666666667,24,0.5360867596917085,0.015855207698367804,0.6825051150634269,0.007555828130525552,0.5889329669256093,0.011812123474552136,0.5889329669256093,0.011812123474552136
conversation_trace,learned_history_observed_norm,0.0025,leaves,600,5,23.866666666666667,24,0.5402974013484048,0.016401574967318033,0.7383758426008259,0.006388595713938542,0.6546267481086362,0.012515085131544862,0.6546267481086362,0.012515085131544862
conversation_trace,learned_history_observed_norm,0.0025,observed,60,5,40000.0,24,0.9002476840488913,0.0022762640629911987,0.14344238519758307,0.002830595983475402,0.2768333333333334,0.01736772649997049,0.011955,0.00020190046560399723
conversation_trace,learned_history_observed_norm,0.0025,observed,300,5,40000.0,24,0.8768009862543709,0.0017616675488963886,0.3164129852862247,0.003532810114245572,0.6534166666666666,0.015442258096247151,0.035940625,6.991019065160602e-05
conversation_trace,learned_history_observed_norm,0.0025,observed,600,5,40000.0,24,0.8574209371703734,0.0019334393746192093,0.3660018782566392,0.003234824986905825,0.7294166666666666,0.01646615651706394,0.04856020833333334,0.00014737687748780906
conversation_trace,learned_history_observed_norm,0.0025,observed_protocol,60,5,40000.0,24,0.9025503467032043,0.0013027344051877712,0.14526424606661573,0.0020346479492805475,0.27516666666666667,0.013930992442911062,0.011955,0.00020190046560399723
conversation_trace,learned_history_observed_norm,0.0025,observed_protocol,300,5,40000.0,24,0.8803032680730241,0.0010129633917650616,0.3181280434981409,0.0024222666671240177,0.6515833333333333,0.009328213691091445,0.035940625,6.991019065160602e-05
conversation_trace,learned_history_observed_norm,0.0025,observed_protocol,600,5,40000.0,24,0.8611100237072427,0.0010924896198723194,0.36822923765994664,0.0022172411136177875,0.7230000000000001,0.008407940400465374,0.04856020833333334,0.00014737687748780906
conversation_trace,learned_history_observed_norm,0.005,cached,60,5,885.0,24,0.6546977803443126,0.0087064877015402,0.3331044608804568,0.00321566647005831,0.32708333333333334,0.014649081730796478,0.19580037664783428,0.007946795260449
conversation_trace,learned_history_observed_norm,0.005,cached,300,5,885.0,24,0.6695527430954086,0.013264224375652792,0.6807726353655374,0.00487667351596839,0.7293333333333333,0.009805095466700485,0.5217325800376648,0.007167930050086394
conversation_trace,learned_history_observed_norm,0.005,cached,600,5,885.0,24,0.5992295516768615,0.02014873209933167,0.7528728575031407,0.006335094932846527,0.7692500000000001,0.008902577129997593,0.6805461393596988,0.005008160796773682
conversation_trace,learned_history_observed_norm,0.005,leaves,60,5,45.516666666666666,24,0.527083069947121,0.009494076169706659,0.3147331525288716,0.009268136308575353,0.214994101465572,0.005412608906623899,0.214994101465572,0.005412608906623899
conversation_trace,learned_history_observed_norm,0.005,leaves,300,5,45.516666666666666,24,0.5308266087730805,0.014427636708156034,0.6212953467599885,0.009208933559663105,0.5515619873982783,0.0048936845939311574,0.5515619873982783,0.0048936845939311574
conversation_trace,learned_history_observed_norm,0.005,leaves,600,5,45.516666666666666,24,0.5180269937758802,0.02043210724729343,0.6743937954683865,0.010539511563672695,0.6156948391743511,0.004086251920957124,0.6156948391743511,0.004086251920957124
conversation_trace,learned_history_observed_norm,0.005,observed,60,5,40000.0,24,0.9002476840488913,0.0022762640629911987,0.14344238519758307,0.0028305959834754027,0.2768333333333334,0.01736772649997049,0.011955,0.00020190046560399723
conversation_trace,learned_history_observed_norm,0.005,observed,300,5,40000.0,24,0.8768009862543709,0.0017616675488963886,0.31641298528622464,0.0035328101142455717,0.6534166666666666,0.015442258096247151,0.035940625,6.991019065160602e-05
conversation_trace,learned_history_observed_norm,0.005,observed,600,5,40000.0,24,0.8574209371703734,0.0019334393746192093,0.3660018782566392,0.003234824986905825,0.7294166666666666,0.01646615651706394,0.04856020833333334,0.00014737687748780906
conversation_trace,learned_history_observed_norm,0.005,observed_protocol,60,5,40000.0,24,0.9025503467032046,0.0013027344051877712,0.14526424606661573,0.0020346479492805475,0.27516666666666667,0.013930992442911062,0.011955,0.00020190046560399723
conversation_trace,learned_history_observed_norm,0.005,observed_protocol,300,5,40000.0,24,0.8803032680730241,0.0010129633917650616,0.3181280434981409,0.0024222666671240177,0.6515833333333334,0.009328213691091445,0.035940625,6.991019065160602e-05
conversation_trace,learned_history_observed_norm,0.005,observed_protocol,600,5,40000.0,24,0.8611100237072427,0.0010924896198723194,0.36822923765994664,0.0022172411136177875,0.7230000000000001,0.008407940400465374,0.04856020833333334,0.00014737687748780906
conversation_trace,learned_history_observed_norm,0.01,cached,60,5,1771.0,24,0.6489628564452333,0.014408628158052097,0.29119255722394716,0.0015889958150642868,0.317,0.013286067665039175,0.17499058912102392,0.00536856558039892
conversation_trace,learned_history_observed_norm,0.01,cached,300,5,1771.0,24,0.6426220698228454,0.008504087138574451,0.6231053042654778,0.0032309064102383086,0.7252500000000001,0.0070414309940838365,0.48358272162619986,0.004061902767517796
conversation_trace,learned_history_observed_norm,0.01,cached,600,5,1771.0,24,0.6357773234299968,0.014236908930562897,0.715041829067633,0.006454948779671422,0.7699166666666667,0.005913723455752004,0.6105731225296442,0.006774581544902323
conversation_trace,learned_history_observed_norm,0.01,leaves,60,5,91.50833333333334,24,0.5575000483046458,0.0059946931096820635,0.2618833424821589,0.005410103853366444,0.18787063044543056,0.007330355573567792,0.18599342585255926,0.0069751832107757756
conversation_trace,learned_history_observed_norm,0.01,leaves,300,5,91.50833333333334,24,0.5620429220380414,0.004554324049098887,0.5451025157212287,0.004622725220527436,0.4772508420140776,0.005360364002115301,0.4742356640539427,0.005062595084402057
