horizon_seconds,model,train_decisions,train_rows,train_prevalence,test_decisions,test_rows,within_decision_auc_micro,within_decision_auc_macro,pooled_auc,regret_when_avoidable,decisions,decisions_with_both_classes,prevalence,status,trace,capacity_fraction,seed,decisions_seen,decisions_kept
300,gbm,9325,149200,0.462044235924933,5500,88000,0.4013022349255352,0.4019743275347586,0.4063903613387567,0.7739177882866497,5500,0.9996363636363637,0.6519090909090909,ok,synthetic_trace,0.05,0,102422,40000
300,gbm_plus_context,9325,149200,0.462044235924933,5500,88000,0.4268056981771327,0.42726789177487157,0.4303150429059961,0.663150236449618,5500,0.9996363636363637,0.6519090909090909,ok,synthetic_trace,0.05,0,102422,40000
300,linear,9325,149200,0.462044235924933,5500,88000,0.3587097997920087,0.36115049572158975,0.36205063259623627,0.9070571116769734,5500,0.9996363636363637,0.6519090909090909,ok,synthetic_trace,0.05,0,102422,40000
300,recency,9325,149200,0.462044235924933,5500,88000,0.5692879240766298,0.569699896497141,0.5689499889516657,0.453073845034558,5500,0.9996363636363637,0.6519090909090909,ok,synthetic_trace,0.05,0,102422,40000
60,arm,19274,308384,0.13718286292414653,17390,278240,0.47304455410865376,0.4762908659061091,0.47553553433064294,0.38740655549166186,17390,0.9967797584818862,0.34982389304197814,ok,synthetic_trace,0.1,0,88539,40000
60,frequency,19274,308384,0.13718286292414653,17390,278240,0.5314818786420271,0.5323532691688304,0.5591281230373035,0.34818861414606095,17390,0.9967797584818862,0.34982389304197814,ok,synthetic_trace,0.1,0,88539,40000
60,gbm,19274,308384,0.13718286292414653,17390,278240,0.4674474044680202,0.4700343673463697,0.47180464991651627,0.3480161012075906,17390,0.9967797584818862,0.34982389304197814,ok,synthetic_trace,0.1,0,88539,40000
60,gbm_plus_context,19274,308384,0.13718286292414653,17390,278240,0.5178476165637262,0.5196127792041171,0.523131133778518,0.3542840713053479,17390,0.9967797584818862,0.34982389304197814,ok,synthetic_trace,0.1,0,88539,40000
60,linear,19274,308384,0.13718286292414653,17390,278240,0.5774456477810241,0.5759643653535356,0.5654909112088563,0.2523289246693502,17390,0.9967797584818862,0.34982389304197814,ok,synthetic_trace,0.1,0,88539,40000
60,recency,19274,308384,0.13718286292414653,17390,278240,0.6326950703914179,0.6303665200079942,0.6367183846172791,0.15152386428982173,17390,0.9967797584818862,0.34982389304197814,ok,synthetic_trace,0.1,0,88539,40000
300,arm,9449,151184,0.38180627579638055,5896,94336,0.4695836990877843,0.46887039466146,0.48125179283175856,0.6368421052631579,5896,0.9989823609226595,0.6798359056987788,ok,synthetic_trace,0.1,0,88539,40000
300,frequency,9449,151184,0.38180627579638055,5896,94336,0.4959855434548442,0.49551581141458056,0.49890795628668116,0.5938879456706282,5896,0.9989823609226595,0.6798359056987788,ok,synthetic_trace,0.1,0,88539,40000
300,gbm,9449,151184,0.38180627579638055,5896,94336,0.45582329317269077,0.45551143748724393,0.45424187753089523,0.766044142614601,5896,0.9989823609226595,0.6798359056987788,ok,synthetic_trace,0.1,0,88539,40000
300,gbm_plus_context,9449,151184,0.38180627579638055,5896,94336,0.4771544142944878,0.47711327965917316,0.47434780219108313,0.7108658743633277,5896,0.9989823609226595,0.6798359056987788,ok,synthetic_trace,0.1,0,88539,40000
300,linear,9449,151184,0.38180627579638055,5896,94336,0.4684518699296787,0.4677632624873712,0.46839886596727165,0.7368421052631579,5896,0.9989823609226595,0.6798359056987788,ok,synthetic_trace,0.1,0,88539,40000
300,recency,9449,151184,0.38180627579638055,5896,94336,0.5908083896836345,0.5917988120396864,0.5875772547198166,0.5144312393887945,5896,0.9989823609226595,0.6798359056987788,ok,synthetic_trace,0.1,0,88539,40000
60,arm,23136,367898,0.11499926610093016,15667,250255,0.6408183039218066,0.6448925956873091,0.6467982175397228,0.08674283525882429,15667,0.9200229782345056,0.15880601786178097,ok,toolagent_trace,0.0025,0,268744,40000
60,frequency,23136,367898,0.11499926610093016,15667,250255,0.7407052293451789,0.7439200631086341,0.745936080606814,0.05802004212676326,15667,0.9200229782345056,0.15880601786178097,ok,toolagent_trace,0.0025,0,268744,40000
60,gbm,23136,367898,0.11499926610093016,15667,250255,0.7061932098615595,0.7157621457957503,0.7166880102918258,0.0750622327184528,15667,0.9200229782345056,0.15880601786178097,ok,toolagent_trace,0.0025,0,268744,40000
60,gbm_plus_context,23136,367898,0.11499926610093016,15667,250255,0.6992711847950094,0.7069976807921686,0.7068516749434741,0.08284930107870045,15667,0.9200229782345056,0.15880601786178097,ok,toolagent_trace,0.0025,0,268744,40000
60,linear,23136,367898,0.11499926610093016,15667,250255,0.760944364880938,0.7656077567913717,0.7681537792183075,0.06772196336248165,15667,0.9200229782345056,0.15880601786178097,ok,toolagent_trace,0.0025,0,268744,40000
60,recency,23136,367898,0.11499926610093016,15667,250255,0.4158039420346142,0.40355513456606573,0.41035825164361456,0.2941852301014872,15667,0.9200229782345056,0.15880601786178097,ok,toolagent_trace,0.0025,0,268744,40000
300,arm,20531,326449,0.3435728092290067,12931,206598,0.6241330737719992,0.6292528730473257,0.6419549578875418,0.26881138349702266,12931,0.9984533292088779,0.41899243942342135,ok,toolagent_trace,0.0025,0,268744,40000
300,frequency,20531,326449,0.3435728092290067,12931,206598,0.7142109830408727,0.7173595341467318,0.7325796919242323,0.2269739385971696,12931,0.9984533292088779,0.41899243942342135,ok,toolagent_trace,0.0025,0,268744,40000
300,gbm,20531,326449,0.3435728092290067,12931,206598,0.7077203603525057,0.7128423625741078,0.725146997900828,0.18931250483334622,12931,0.9984533292088779,0.41899243942342135,ok,toolagent_trace,0.0025,0,268744,40000
300,gbm_plus_context,20531,326449,0.3435728092290067,12931,206598,0.7123351120277798,0.7174806068288163,0.7307919380981852,0.17825380867682314,12931,0.9984533292088779,0.41899243942342135,ok,toolagent_trace,0.0025,0,268744,40000
300,linear,20531,326449,0.3435728092290067,12931,206598,0.7289134797066721,0.7333377239514931,0.7483777797287204,0.22372592993581317,12931,0.9984533292088779,0.41899243942342135,ok,toolagent_trace,0.0025,0,268744,40000
300,recency,20531,326449,0.3435728092290067,12931,206598,0.3730299608069651,0.3671233950346584,0.3720788037313807,0.6459670559121491,12931,0.9984533292088779,0.41899243942342135,ok,toolagent_trace,0.0025,0,268744,40000
600,arm,17084,271479,0.398483860630104,9159,146317,0.631252350863133,0.6338825015058266,0.6515956553923332,0.32230592859482476,9159,0.9993449066491975,0.46369184715378253,ok,toolagent_trace,0.0025,0,268744,40000
600,frequency,17084,271479,0.398483860630104,9159,146317,0.7256176508946983,0.728100657525129,0.7472076587411306,0.2583251446664483,9159,0.9993449066491975,0.46369184715378253,ok,toolagent_trace,0.0025,0,268744,40000
600,gbm,17084,271479,0.398483860630104,9159,146317,0.7129177920882469,0.7166726995568145,0.736198023895395,0.2127961567856753,9159,0.9993449066491975,0.46369184715378253,ok,toolagent_trace,0.0025,0,268744,40000
600,gbm_plus_context,17084,271479,0.398483860630104,9159,146317,0.7195909356388016,0.7230061563670372,0.7420349545837946,0.19783819194235178,9159,0.9993449066491975,0.46369184715378253,ok,toolagent_trace,0.0025,0,268744,40000
600,linear,17084,271479,0.398483860630104,9159,146317,0.72716189626527,0.7305109010227501,0.7508359278283891,0.2645485314990719,9159,0.9993449066491975,0.46369184715378253,ok,toolagent_trace,0.0025,0,268744,40000
600,recency,17084,271479,0.398483860630104,9159,146317,0.3505162920721807,0.34609785064190135,0.34675957347966324,0.7583797357790152,9159,0.9993449066491975,0.46369184715378253,ok,toolagent_trace,0.0025,0,268744,40000
60,arm,23071,369136,0.13823631398725672,15719,251504,0.5839723055619663,0.5833347560043827,0.5801020748365324,0.08340225205165723,15719,0.9474521279979643,0.1744346014377505,ok,toolagent_trace,0.01,0,254972,40000
60,frequency,23071,369136,0.13823631398725672,15719,251504,0.6312448649896146,0.6317923895527467,0.6359532711602657,0.0707424136395445,15719,0.9474521279979643,0.1744346014377505,ok,toolagent_trace,0.01,0,254972,40000
60,gbm,23071,369136,0.13823631398725672,15719,251504,0.6208372951765521,0.6237797699495309,0.6219674622730473,0.1211272981741841,15719,0.9474521279979643,0.1744346014377505,ok,toolagent_trace,0.01,0,254972,40000
60,gbm_plus_context,23071,369136,0.13823631398725672,15719,251504,0.6263226402030926,0.62993561007414,0.6251737170849018,0.11839175520071252,15719,0.9474521279979643,0.1744346014377505,ok,toolagent_trace,0.01,0,254972,40000
60,linear,23071,369136,0.13823631398725672,15719,251504,0.6694558042926378,0.6714730970589428,0.6721333299511649,0.06870666072905401,15719,0.9474521279979643,0.1744346014377505,ok,toolagent_trace,0.01,0,254972,40000
60,recency,23071,369136,0.13823631398725672,15719,251504,0.4549771520886222,0.4529337180902723,0.4547955203870096,0.15077294993320187,15719,0.9474521279979643,0.1744346014377505,ok,toolagent_trace,0.01,0,254972,40000
300,arm,20417,326672,0.36627565264240586,12899,206384,0.5943947107125408,0.5949744331166111,0.5921210919230737,0.23947592836654005,12899,0.9999224746104349,0.4490270563609582,ok,toolagent_trace,0.01,0,254972,40000
300,frequency,20417,326672,0.36627565264240586,12899,206384,0.6258642111512133,0.6258340779346943,0.6306328392749272,0.23063803395612062,12899,0.9999224746104349,0.4490270563609582,ok,toolagent_trace,0.01,0,254972,40000
300,gbm,20417,326672,0.36627565264240586,12899,206384,0.615991452452626,0.616619543040306,0.6201272828523566,0.3218078920846577,12899,0.9999224746104349,0.4490270563609582,ok,toolagent_trace,0.01,0,254972,40000
300,gbm_plus_context,20417,326672,0.36627565264240586,12899,206384,0.5996180659532327,0.6003124954226869,0.6044114207904352,0.3409566633072331,12899,0.9999224746104349,0.4490270563609582,ok,toolagent_trace,0.01,0,254972,40000
300,linear,20417,326672,0.36627565264240586,12899,206384,0.6588493645815274,0.6591528712125171,0.663581838993056,0.21590820993875495,12899,0.9999224746104349,0.4490270563609582,ok,toolagent_trace,0.01,0,254972,40000
300,recency,20417,326672,0.36627565264240586,12899,206384,0.4540786038130362,0.45390086233845933,0.45513633341204035,0.3925885727575781,12899,0.9999224746104349,0.4490270563609582,ok,toolagent_trace,0.01,0,254972,40000
600,arm,17089,273424,0.42821405582538474,9185,146960,0.5858608421970135,0.5857481065515565,0.5884825334608816,0.28818726183995647,9185,1.0,0.510009526401742,ok,toolagent_trace,0.01,0,254972,40000
600,frequency,17089,273424,0.42821405582538474,9185,146960,0.6151515593573292,0.6145122398431121,0.6214418674451267,0.2799129014697877,9185,1.0,0.510009526401742,ok,toolagent_trace,0.01,0,254972,40000
600,gbm,17089,273424,0.42821405582538474,9185,146960,0.5725612191123616,0.5720436034735844,0.5775630240764785,0.363745236799129,9185,1.0,0.510009526401742,ok,toolagent_trace,0.01,0,254972,40000
600,gbm_plus_context,17089,273424,0.42821405582538474,9185,146960,0.5765382504344464,0.5761435173125429,0.5825190291075807,0.3477408818726184,9185,1.0,0.510009526401742,ok,toolagent_trace,0.01,0,254972,40000
600,linear,17089,273424,0.42821405582538474,9185,146960,0.621654124095777,0.621110548160936,0.6320257664324064,0.28209036472509524,9185,1.0,0.510009526401742,ok,toolagent_trace,0.01,0,254972,40000
600,recency,17089,273424,0.42821405582538474,9185,146960,0.4493024239650328,0.4499315703122861,0.45160491675653236,0.43505715841045184,9185,1.0,0.510009526401742,ok,toolagent_trace,0.01,0,254972,40000
60,arm,23064,369024,0.11928221470690253,15681,250896,0.5524461895152285,0.5532049052018817,0.5564152385989176,0.07620687456157132,15681,0.9253874115171227,0.1552834640647918,ok,toolagent_trace,0.02,0,240226,40000
60,frequency,23064,369024,0.11928221470690253,15681,250896,0.5713798465979917,0.5727561010422935,0.5730843197142387,0.07678081754990115,15681,0.9253874115171227,0.1552834640647918,ok,toolagent_trace,0.02,0,240226,40000
60,gbm,23064,369024,0.11928221470690253,15681,250896,0.589998822483261,0.5910312561465135,0.5910547234572538,0.09521076461960334,15681,0.9253874115171227,0.1552834640647918,ok,toolagent_trace,0.02,0,240226,40000
60,gbm_plus_context,23064,369024,0.11928221470690253,15681,250896,0.586656096085366,0.5879605866122561,0.5879137318046849,0.09890950832217334,15681,0.9253874115171227,0.1552834640647918,ok,toolagent_trace,0.02,0,240226,40000
60,linear,23064,369024,0.11928221470690253,15681,250896,0.6289827473495723,0.6319696967593391,0.6288993851801296,0.06338881448887189,15681,0.9253874115171227,0.1552834640647918,ok,toolagent_trace,0.02,0,240226,40000
60,recency,23064,369024,0.11928221470690253,15681,250896,0.48643825548864916,0.48582095859656843,0.4864987487699204,0.11593648364262484,15681,0.9253874115171227,0.1552834640647918,ok,toolagent_trace,0.02,0,240226,40000
300,arm,20476,327616,0.3174905987497558,12790,204640,0.5750947199206913,0.5755343435501493,0.5771356030454081,0.209460516028147,12790,0.9995308835027366,0.3927922204847537,ok,toolagent_trace,0.02,0,240226,40000
300,frequency,20476,327616,0.3174905987497558,12790,204640,0.5687768635553894,0.5695749061508996,0.5704381752108145,0.23064894448788115,12790,0.9995308835027366,0.3927922204847537,ok,toolagent_trace,0.02,0,240226,40000
300,gbm,20476,327616,0.3174905987497558,12790,204640,0.5777846698187484,0.5780540461512526,0.5816287896064374,0.28389366692728696,12790,0.9995308835027366,0.3927922204847537,ok,toolagent_trace,0.02,0,240226,40000
300,gbm_plus_context,20476,327616,0.3174905987497558,12790,204640,0.5830810435554168,0.5836772854603981,0.5871757942939917,0.27920250195465207,12790,0.9995308835027366,0.3927922204847537,ok,toolagent_trace,0.02,0,240226,40000
300,linear,20476,327616,0.3174905987497558,12790,204640,0.6056173328896868,0.6063350547765881,0.607709084942157,0.209773260359656,12790,0.9995308835027366,0.3927922204847537,ok,toolagent_trace,0.02,0,240226,40000
300,recency,20476,327616,0.3174905987497558,12790,204640,0.4962618665198799,0.4957583107404172,0.4984903609454011,0.30547302580140734,12790,0.9995308835027366,0.3927922204847537,ok,toolagent_trace,0.02,0,240226,40000
600,arm,16986,271776,0.3756512716354645,9158,146528,0.5781622284997209,0.5784153476760009,0.5801624135554885,0.2598820703210308,9158,1.0,0.4520978925529592,ok,toolagent_trace,0.02,0,240226,40000
600,frequency,16986,271776,0.3756512716354645,9158,146528,0.5679757278243677,0.5682773592729369,0.5698370413033582,0.2754968333697314,9158,1.0,0.4520978925529592,ok,toolagent_trace,0.02,0,240226,40000
600,gbm,16986,271776,0.3756512716354645,9158,146528,0.5698350221770144,0.5700749202721522,0.5732504845887431,0.3529154837300721,9158,1.0,0.4520978925529592,ok,toolagent_trace,0.02,0,240226,40000
600,gbm_plus_context,16986,271776,0.3756512716354645,9158,146528,0.5759776958386081,0.5761612036496359,0.5794329988979556,0.343524787071413,9158,1.0,0.4520978925529592,ok,toolagent_trace,0.02,0,240226,40000
600,linear,16986,271776,0.3756512716354645,9158,146528,0.5776149436407158,0.5781589032017277,0.5818660040563146,0.2725485913955012,9158,1.0,0.4520978925529592,ok,toolagent_trace,0.02,0,240226,40000
600,recency,16986,271776,0.3756512716354645,9158,146528,0.48917223625752976,0.48889123703954307,0.4918906174637802,0.3580476086481765,9158,1.0,0.4520978925529592,ok,toolagent_trace,0.02,0,240226,40000
60,arm,22766,364256,0.07892526135465168,16041,256656,0.6092333668608848,0.6098321879823955,0.5944377077418107,0.054797082476154856,16041,0.7960226918521289,0.09505719718222055,ok,toolagent_trace,0.05,0,211559,40000
60,frequency,22766,364256,0.07892526135465168,16041,256656,0.5122390665446385,0.5132111397186971,0.5124120150749294,0.07493298422791597,16041,0.7960226918521289,0.09505719718222055,ok,toolagent_trace,0.05,0,211559,40000
60,gbm,22766,364256,0.07892526135465168,16041,256656,0.6482567183474239,0.6485562962220296,0.6495295239989541,0.02979864098248239,16041,0.7960226918521289,0.09505719718222055,ok,toolagent_trace,0.05,0,211559,40000
60,gbm_plus_context,22766,364256,0.07892526135465168,16041,256656,0.649399977648299,0.6492466181498211,0.6504200993509234,0.027118010099121,16041,0.7960226918521289,0.09505719718222055,ok,toolagent_trace,0.05,0,211559,40000
60,linear,22766,364256,0.07892526135465168,16041,256656,0.6567639569759961,0.6581339346385553,0.6564577274222234,0.03653138831743657,16041,0.7960226918521289,0.09505719718222055,ok,toolagent_trace,0.05,0,211559,40000
60,recency,22766,364256,0.07892526135465168,16041,256656,0.6007442512331191,0.6004923061162782,0.6005506967618678,0.028115454148743845,16041,0.7960226918521289,0.09505719718222055,ok,toolagent_trace,0.05,0,211559,40000
300,arm,20127,322032,0.21379862870770608,13060,208960,0.6311373807638487,0.6313660757154804,0.6180175513614556,0.14027565084226645,13060,0.9872128637059724,0.23852890505359878,ok,toolagent_trace,0.05,0,211559,40000
300,frequency,20127,322032,0.21379862870770608,13060,208960,0.5281189262645221,0.5287004063387082,0.5284498747234387,0.17947932618683002,13060,0.9872128637059724,0.23852890505359878,ok,toolagent_trace,0.05,0,211559,40000
300,gbm,20127,322032,0.21379862870770608,13060,208960,0.6547282741329756,0.655142305491332,0.6553052693604754,0.09609494640122511,13060,0.9872128637059724,0.23852890505359878,ok,toolagent_trace,0.05,0,211559,40000
300,gbm_plus_context,20127,322032,0.21379862870770608,13060,208960,0.6581861883584432,0.6587382742357826,0.6584405085324884,0.07986217457886677,13060,0.9872128637059724,0.23852890505359878,ok,toolagent_trace,0.05,0,211559,40000
300,linear,20127,322032,0.21379862870770608,13060,208960,0.6693666899008538,0.6698565385444893,0.6703817855736716,0.10689127105666156,13060,0.9872128637059724,0.23852890505359878,ok,toolagent_trace,0.05,0,211559,40000
300,recency,20127,322032,0.21379862870770608,13060,208960,0.60945847957118,0.6090146861458087,0.6096624367349202,0.08147013782542113,13060,0.9872128637059724,0.23852890505359878,ok,toolagent_trace,0.05,0,211559,40000
600,arm,16502,264032,0.2526095321779178,9537,152592,0.6281349098192924,0.6283668741948296,0.6187928927485995,0.1720666876376219,9537,0.9951766802977876,0.2803947782321485,ok,toolagent_trace,0.05,0,211559,40000
600,frequency,16502,264032,0.2526095321779178,9537,152592,0.5256243862131025,0.5260828105014373,0.5260911607157104,0.21988046555520604,9537,0.9951766802977876,0.2803947782321485,ok,toolagent_trace,0.05,0,211559,40000
600,gbm,16502,264032,0.2526095321779178,9537,152592,0.660685624299688,0.6614422248457124,0.6618751971724239,0.10978295061340045,9537,0.9951766802977876,0.2803947782321485,ok,toolagent_trace,0.05,0,211559,40000
600,gbm_plus_context,16502,264032,0.2526095321779178,9537,152592,0.6620267621902944,0.6623359245437069,0.6635340292051506,0.10737129076229422,9537,0.9951766802977876,0.2803947782321485,ok,toolagent_trace,0.05,0,211559,40000
600,linear,16502,264032,0.2526095321779178,9537,152592,0.6547781282041298,0.6552951799777741,0.6566459978622828,0.13746461151305442,9537,0.9951766802977876,0.2803947782321485,ok,toolagent_trace,0.05,0,211559,40000
600,recency,16502,264032,0.2526095321779178,9537,152592,0.6120801913933558,0.6114355871588052,0.611777258352247,0.09971689210443535,9537,0.9951766802977876,0.2803947782321485,ok,toolagent_trace,0.05,0,211559,40000
60,arm,21948,351168,0.04853517404774923,16671,266736,0.6238926667016121,0.6250108387527097,0.6115727079459761,0.027352888249055244,16671,0.5995441185291824,0.055519314978105694,ok,toolagent_trace,0.1,0,186677,40000
60,frequency,21948,351168,0.04853517404774923,16671,266736,0.4702622336800873,0.4714728645125093,0.47273762866817237,0.05692519944814348,16671,0.5995441185291824,0.055519314978105694,ok,toolagent_trace,0.1,0,186677,40000
60,gbm,21948,351168,0.04853517404774923,16671,266736,0.7407088839224021,0.7398903474797672,0.7426338536159072,0.00377901745546158,16671,0.5995441185291824,0.055519314978105694,ok,toolagent_trace,0.1,0,186677,40000
60,gbm_plus_context,21948,351168,0.04853517404774923,16671,266736,0.7434370100690489,0.7421899404997203,0.7451300453422863,0.0032391578189670685,16671,0.5995441185291824,0.055519314978105694,ok,toolagent_trace,0.1,0,186677,40000
60,linear,21948,351168,0.04853517404774923,16671,266736,0.7384310772881711,0.7377924010290194,0.7389334891322418,0.004438845900065983,16671,0.5995441185291824,0.055519314978105694,ok,toolagent_trace,0.1,0,186677,40000
60,recency,21948,351168,0.04853517404774923,16671,266736,0.6917527197868965,0.6899446010051313,0.6897983497365318,0.0037190330514066342,16671,0.5995441185291824,0.055519314978105694,ok,toolagent_trace,0.1,0,186677,40000
300,arm,19123,305968,0.1374718924854887,13751,220016,0.6320513974076352,0.6339728261275098,0.6182346508641264,0.07773980074176423,13751,0.9141153370663951,0.14086248272852883,ok,toolagent_trace,0.1,0,186677,40000
300,frequency,19123,305968,0.1374718924854887,13751,220016,0.4791688536308604,0.4805701681555649,0.4811548958596621,0.14500763580830486,13751,0.9141153370663951,0.14086248272852883,ok,toolagent_trace,0.1,0,186677,40000
300,gbm,19123,305968,0.1374718924854887,13751,220016,0.7506210978310314,0.7489899747947182,0.7522091700916183,0.013526288997163842,13751,0.9141153370663951,0.14086248272852883,ok,toolagent_trace,0.1,0,186677,40000
300,gbm_plus_context,19123,305968,0.1374718924854887,13751,220016,0.7517308259476428,0.7498181568773752,0.7535809597823275,0.013380845029452403,13751,0.9141153370663951,0.14086248272852883,ok,toolagent_trace,0.1,0,186677,40000
300,linear,19123,305968,0.1374718924854887,13751,220016,0.7418769901374164,0.7413524206170389,0.7453390492396166,0.01388989891644244,13751,0.9141153370663951,0.14086248272852883,ok,toolagent_trace,0.1,0,186677,40000
300,recency,19123,305968,0.1374718924854887,13751,220016,0.690871986363341,0.6892866137608084,0.6908460027090823,0.010108355755945023,13751,0.9141153370663951,0.14086248272852883,ok,toolagent_trace,0.1,0,186677,40000
600,arm,15302,244832,0.1650519539929421,9957,159312,0.6253027246707962,0.6264505342818536,0.6063902441957215,0.09892537913026012,9957,0.9505875263633624,0.16880084362759867,ok,toolagent_trace,0.1,0,186677,40000
600,frequency,15302,244832,0.1650519539929421,9957,159312,0.4774808547100091,0.478170296459718,0.4795366814666184,0.1766596364366777,9957,0.9505875263633624,0.16880084362759867,ok,toolagent_trace,0.1,0,186677,40000
600,gbm,15302,244832,0.1650519539929421,9957,159312,0.7436955913767352,0.7428573965177572,0.7447727625612061,0.02340062267751331,9957,0.9505875263633624,0.16880084362759867,ok,toolagent_trace,0.1,0,186677,40000
600,gbm_plus_context,15302,244832,0.1650519539929421,9957,159312,0.7450894636938658,0.7440667473081302,0.746715254120354,0.02008637139700713,9957,0.9505875263633624,0.16880084362759867,ok,toolagent_trace,0.1,0,186677,40000
600,linear,15302,244832,0.1650519539929421,9957,159312,0.7382286962161647,0.7385676945032135,0.7418706665592374,0.023701918248468415,9957,0.9505875263633624,0.16880084362759867,ok,toolagent_trace,0.1,0,186677,40000
600,recency,15302,244832,0.1650519539929421,9957,159312,0.684343704814438,0.6837256640465832,0.6841973615877417,0.01667168825951592,9957,0.9505875263633624,0.16880084362759867,ok,toolagent_trace,0.1,0,186677,40000
