trace,population,population_cell,split,horizon_seconds,target,model,model_cell,scoring,metric,rows,groups,prevalence,pooled_metric,within_decision_micro,within_decision_macro,decisions_scored,decisions_constant_label,decisions_constant_label_share,evicted_lowest_label_rate
conversation_trace,candidates_lru,"l1=0.0025,l2x1",test,600.0,binary,A_none,,raw,auc,153428.0,9037.0,0.3228810908048075,0.7167910425219679,0.7232281080300637,0.7245930329341521,8897.0,140.0,0.015491866769945779,0.9274095385636827
conversation_trace,candidates_lru,"l1=0.0025,l2x4",test,600.0,binary,A_none,,raw,auc,155046.0,9133.0,0.3211111541091031,0.7144564016071312,0.7117827528233964,0.7127029329344717,9090.0,43.0,0.004708201029234644,0.9115296178692653
conversation_trace,candidates_lru,"l1=0.01,l2x1",test,600.0,binary,A_none,,raw,auc,155112.0,9137.0,0.31608128320181544,0.7220904216588943,0.7177322848515831,0.7196624395741618,9080.0,57.0,0.006238371456714457,0.9151800372113386
conversation_trace,candidates_lru,"l1=0.01,l2x4",test,600.0,binary,A_none,,raw,auc,159863.0,9419.0,0.2712760301007738,0.7382411010700707,0.7377237617089831,0.7380777200942106,9369.0,50.0,0.005308419152776303,0.9505255334961249
conversation_trace,candidates_lru,"l1=0.02,l2x1",test,600.0,binary,A_none,,raw,auc,157843.0,9299.0,0.2721501745405244,0.7334307532557648,0.7314011681474837,0.7312409302675474,9214.0,85.0,0.009140767824497258,0.9474137003978923
conversation_trace,candidates_lru,"l1=0.02,l2x4",test,600.0,binary,A_none,,raw,auc,169199.0,9969.0,0.19933923959361463,0.7447155732376859,0.7446720244680158,0.74392088815928,9713.0,256.0,0.025679606781021165,0.970809509479386
conversation_trace,candidates_lru_train,"l1=0.0025,l2x1",train,600.0,binary,A_none,,raw,auc,289650.0,17059.0,0.3321629552908683,0.684983432350016,0.6919317667283589,0.6932846706532959,16677.0,382.0,0.022392871797877953,0.9046837446509174
conversation_trace,candidates_lru_train,"l1=0.0025,l2x4",train,600.0,binary,A_none,,raw,auc,288261.0,16974.0,0.3310576179226465,0.6731170485503503,0.6763399370967219,0.6775351411519657,16895.0,79.0,0.004654176976552374,0.8719806763285024
conversation_trace,candidates_lru_train,"l1=0.01,l2x1",train,600.0,binary,A_none,,raw,auc,286042.0,16844.0,0.32794834325029193,0.671258869303192,0.6725913053445584,0.6750337823644735,16763.0,81.0,0.0048088340061743055,0.8825100926145809
conversation_trace,candidates_lru_train,"l1=0.01,l2x4",train,600.0,binary,A_none,,raw,auc,277842.0,16364.0,0.28456460866247724,0.6823975237525015,0.6846601823168227,0.6848817950802437,16292.0,72.0,0.004399902224395014,0.9223906135419213
conversation_trace,candidates_lru_train,"l1=0.02,l2x1",train,600.0,binary,A_none,,raw,auc,280024.0,16493.0,0.2866468588406708,0.6731153908026924,0.677031086056424,0.6771305997548219,16392.0,101.0,0.006123810101255078,0.9141453950160674
conversation_trace,candidates_lru_train,"l1=0.02,l2x4",train,600.0,binary,A_none,,raw,auc,260183.0,15328.0,0.2142030801397478,0.693591370295023,0.6945976635066278,0.6951801658800995,15055.0,273.0,0.01781054279749478,0.9519832985386222
conversation_trace,observed,,test,600.0,binary,A_none,,raw,auc,960000.0,24.0,0.04853020833333333,0.8608073102617952,0.8607467993922444,0.8602190246698699,24.0,0.0,0.0,nan
conversation_trace,victims,l1=0.0025,test,600.0,binary,A_none,,raw,auc,62806.0,0.0,0.32379072063178677,0.7310827995491611,nan,nan,nan,nan,nan,nan
conversation_trace,victims,l1=0.01,test,600.0,binary,A_none,,raw,auc,62031.0,0.0,0.3196143863552095,0.7283423395195588,nan,nan,nan,nan,nan,nan
conversation_trace,victims,l1=0.02,test,600.0,binary,A_none,,raw,auc,60194.0,0.0,0.3067415357012327,0.7287077987213335,nan,nan,nan,nan,nan,nan
conversation_trace,candidates_lfu,"l1=0.0025,l2x1",test,600.0,binary,A_pd,,per_decision,auc,154891.0,9118.0,0.7918342576392431,0.5908771659182006,0.6104315238691691,0.6277559972419188,8790.0,328.0,0.03597280105286247,0.6469620530818162
conversation_trace,candidates_lfu,"l1=0.0025,l2x4",test,600.0,binary,A_pd,,per_decision,auc,154666.0,9104.0,0.5440691554704977,0.7520750322815339,0.7622967107245527,0.762472059427038,9104.0,0.0,0.0,0.9476054481546573
